gene_ID subst L_accius P_sennae L_sinapis C_cecrops D_plexippus H_melpomene P_machaon B_mori
XM_004929304.2 dN.dnd 0.0527277 0.0427178 0.0932898 0.0721681 0.0413635 0.033407 0.0473194 0.0488664
XM_004929304.2 dS.dnd 0.541483 0.4286 0.502605 0.602118 0.484217 0.481153 0.515941 0.306984
XM_004929312.2 dN.dnd 0.0892412 0.0358852 0.0696405 0.0906081 0.078098 0.0633636 0.0966343 0.0663784
XM_004929312.2 dS.dnd 0.55423 0.428227 0.551271 0.632515 0.54738 0.508159 0.644626 0.363663
XM_004929315.2 dN.dnd 0.0528085 0.0297119 0.0664902 0.0838846 0.0473701 0.0431103 0.0248929 0.0519232
XM_004929315.2 dS.dnd 0.537972 0.411095 0.557352 0.577465 0.568042 0.574487 0.474084 0.346354
XM_004929318.2 dS.dnd 0.636186 0.486765 0.563725 0.584695 0.505304 0.694499 0.553734 0.350339
XM_004929318.2 dN.dnd 0.0570195 0.028409 0.0308657 0.118036 0.0742689 0.0334671 0.0520129 0.0294952
XM_004929326.2 dN.dnd 0.0880925 0.0865591 0.117356 0.0845472 0.113931 0.0880032 0.0919503 0.0750653
XM_004929326.2 dS.dnd 0.588602 0.461514 0.592773 0.632624 0.632358 0.488305 0.555545 0.330302
XM_004929345.2 dN.dnd 0.071885 0.0488816 0.380654 0.140644 0.0873224 0.0629083 0.0792364 0.0569559
XM_004929345.2 dS.dnd 0.632074 0.487072 0.712304 0.71439 0.635489 0.480133 0.603664 0.361581
XM_004929347.2 dS.dnd 0.600999 0.483208 0.511489 0.675606 0.543036 0.524623 0.511968 0.343534
XM_004929347.2 dN.dnd 0.101079 0.0826289 0.0945362 0.133327 0.0649368 0.0840437 0.0504404 0.047417
XM_004929348.2 dS.dnd 0.507618 0.415203 0.643462 0.710422 0.577565 0.530104 0.584256 0.319589
XM_004929348.2 dN.dnd 0.0605249 0.0364392 0.0447477 0.0747879 0.0624729 0.039304 0.0517191 0.022549
XM_004929349.2 dS.dnd 0.603651 0.526578 0.59482 0.69794 0.687574 0.550631 0.641278 0.362443
XM_004929349.2 dN.dnd 0.0573998 0.0333138 0.0649571 0.0508416 0.0382161 0.0222645 0.0420346 0.0288123
XM_004929350.2 dS.dnd 0.619101 0.441283 0.652825 0.547422 0.536837 0.719584 0.563628 0.313277
XM_004929350.2 dN.dnd 0.000533291 0.000302935 0.00448706 0.00196225 0.00313994 0.000509121 0.00572219 0.00394883
XM_004929351.2 dS.dnd 0.73446 0.679316 0.74977 0.756718 0.592452 0.572142 0.633897 0.335762
XM_004929351.2 dN.dnd 0.145343 0.0493853 0.0424316 0.236205 0.068424 0.05449 0.124864 0.0393707
XM_004929352.2 dN.dnd 0.0589878 0.0370666 0.0737329 0.0700026 0.0397306 0.0266993 0.0478782 0.0319067
XM_004929352.2 dS.dnd 0.524477 0.533113 0.525012 0.660772 0.548304 0.605407 0.576361 0.371966
XM_004929356.2 dS.dnd 0.475601 0.373939 0.588108 0.57715 0.554828 0.609662 0.597044 0.31667
XM_004929356.2 dN.dnd 0.147257 0.0772254 0.125543 0.137642 0.0430207 0.0755034 0.123292 0.0965651
XM_004929357.1 dS.dnd 0.605152 0.422574 0.686738 0.51117 0.556401 0.675783 0.609177 0.265333
XM_004929357.1 dN.dnd 0.0346135 0.0253904 0.0673104 0.0885379 0.0890944 0.0262326 0.0367457 0.036632
XM_004929369.2 dN.dnd 0.0817145 0.0589055 0.0722074 0.0731685 0.0511511 0.0466045 0.0706258 0.0468847
XM_004929369.2 dS.dnd 0.671629 0.48201 0.591751 0.65458 0.557184 0.57825 0.551543 0.321912
XM_004929373.2 dS.dnd 0.609761 0.563162 0.602572 0.748697 0.568083 0.571019 0.604278 0.327257
XM_004929373.2 dN.dnd 0.133638 0.100506 0.155008 0.203053 0.118673 0.123412 0.160488 0.0946325
XM_004929374.2 dS.dnd 0.55666 0.471359 0.582179 0.638114 0.539081 0.505452 0.555769 0.318195
XM_004929374.2 dN.dnd 0.0311107 0.0369971 0.0685813 0.0654642 0.0396843 0.0389916 0.0353258 0.0341033
XM_004929375.2 dS.dnd 0.500791 0.367525 0.545414 0.682998 0.517621 0.504381 0.540177 0.289792
XM_004929375.2 dN.dnd 0.0112125 0.00792351 0.022823 0.0265029 0.0238398 0.0176103 0.0144576 0.0180325
XM_004929378.2 dN.dnd 0.0321473 0.0591118 0.0258011 0.0455606 0.0470224 0.0335219 0.0280022 0.0329483
XM_004929378.2 dS.dnd 0.650647 0.457323 0.552566 0.76796 0.658557 0.578867 0.668021 0.307324
XM_004929379.1 dN.dnd 0.157613 0.0621543 0.0561319 0.142086 0.12999 0.0901864 0.108014 0.0916345
XM_004929379.1 dS.dnd 0.592806 0.459745 0.594257 0.60544 0.599295 0.483858 0.607411 0.319916
XM_004929380.2 dN.dnd 0.0937299 0.100854 0.112467 0.13832 0.0898387 0.123663 0.0884189 0.0609317
XM_004929380.2 dS.dnd 0.680021 0.468666 0.592221 0.556094 0.538417 0.574179 0.510962 0.272657
XM_004929383.2 dS.dnd 0.656646 0.465647 0.624242 0.646786 0.580154 0.536708 0.528028 0.297884
XM_004929383.2 dN.dnd 0.0409967 0.0217725 0.0222295 0.0709014 0.0461688 0.0341579 0.0311988 0.0247176
XM_004929386.2 dN.dnd 0.0667696 0.0360811 0.0379584 0.0375741 0.0603623 0.0992137 0.103713 0.0356501
XM_004929386.2 dS.dnd 0.696924 0.368469 0.403998 0.400053 0.515927 0.603671 0.529645 0.190278
XM_004929387.2 dN.dnd 0.0259137 0.014895 0.0589512 0.02681 0.0165262 0.0198352 0.0255787 0.0236141
XM_004929387.2 dS.dnd 0.525813 0.38154 0.507971 0.537986 0.558001 0.542354 0.615156 0.310606
XM_004929388.2 dN.dnd 0.0453073 0.0423139 0.0673183 0.0880493 0.039792 0.0339412 0.0639691 0.0627002
XM_004929388.2 dS.dnd 0.670706 0.505034 0.626478 0.650294 0.565567 0.508026 0.586137 0.364051
XM_004929390.2 dN.dnd 0.107786 0.0454991 0.0928071 0.0978668 0.100035 0.0699144 0.088003 0.038099
XM_004929390.2 dS.dnd 0.709898 0.516302 0.614543 0.625898 0.587376 0.586033 0.600147 0.33744
XM_004929394.2 dS.dnd 0.499023 0.47664 0.636041 0.753343 0.631056 0.52372 0.520215 0.371065
XM_004929394.2 dN.dnd 0.00727073 0.0218111 0.0303956 0.0383503 0.0133026 0.0218833 0.0399051 0.00748126
XM_004929396.2 dN.dnd 0.13146 0.0937226 0.102672 0.11991 0.110881 0.108199 0.117871 0.0615021
XM_004929396.2 dS.dnd 0.609261 0.515395 0.60808 0.690345 0.634479 0.549644 0.6003 0.341827
XM_004929400.2 dS.dnd 0.658511 0.455607 0.518341 0.560153 0.739925 0.460527 0.588605 0.311852
XM_004929400.2 dN.dnd 0.0419867 0.0180309 0.0125271 0.0336265 0.406381 0.0289944 0.0349698 0.0202834
XM_004929402.2 dN.dnd 0.00253483 0.000271834 0.00055514 0.0253342 0.00255282 0.00114034 0.000481173 0.000305203
XM_004929402.2 dS.dnd 0.389807 0.200571 0.36076 0.348811 0.315299 0.23649 0.340181 0.183696
XM_004929403.2 dN.dnd 0.22788 0.0348239 0.0356819 0.0563911 0.0644656 0.020938 0.0206782 0.0179039
XM_004929403.2 dS.dnd 0.617203 0.538335 0.611277 0.715363 0.518428 0.455611 0.548847 0.265694
XM_004929404.2 dN.dnd 0.0270751 0.0151588 0.0106137 0.0279808 0.0279358 0.0230619 0.024021 0.0125446
XM_004929404.2 dS.dnd 0.463816 0.401922 0.659 0.647536 0.59772 0.54601 0.600026 0.318738
XM_004929405.2 dN.dnd 0.0421257 0.0287086 0.0328263 0.0555619 0.0324878 0.0334233 0.0413926 0.0216638
XM_004929405.2 dS.dnd 0.522068 0.448244 0.614145 0.688516 0.576539 0.529162 0.585363 0.327077
XM_004929407.2 dS.dnd 0.502916 0.365617 0.570441 0.616115 0.584279 0.500744 0.497668 0.34631
XM_004929407.2 dN.dnd 0.0131144 0.0141578 0.0560557 0.0447243 0.0235483 0.0459986 0.0419561 0.0228023
XM_004929410.2 dS.dnd 0.625473 0.510773 0.618689 0.639601 0.585111 0.586597 0.572775 0.324642
XM_004929410.2 dN.dnd 0.0879683 0.0366056 0.0661489 0.0472961 0.0442825 0.035929 0.0395267 0.0301743
XM_004929411.2 dS.dnd 0.736544 0.466346 0.626719 0.716747 0.609618 0.540491 0.600186 0.351245
XM_004929411.2 dN.dnd 0.115922 0.0197176 0.0299783 0.0366141 0.0144809 0.0294733 0.0333914 0.0186404
XM_004929415.2 dN.dnd 0.049744 0.0480677 0.0908937 0.056517 0.00275421 0.0240363 0.0449746 0.0117179
XM_004929415.2 dS.dnd 0.396662 0.531975 0.723785 0.560359 0.627659 0.647172 0.368288 0.413281
XM_004929417.2 dS.dnd 0.640497 0.555113 0.680844 0.757514 0.70652 0.612043 0.656264 0.323189
XM_004929417.2 dN.dnd 0.187182 0.105129 0.120431 0.31152 0.181547 0.179049 0.204111 0.0770769
XM_004929422.2 dS.dnd 0.80573 0.456233 0.623812 0.653574 0.610869 0.511253 0.635222 0.322855
XM_004929422.2 dN.dnd 0.101898 0.036216 0.0816267 0.107541 0.0628263 0.0908037 0.0904377 0.0502481
XM_004929427.2 dN.dnd 0.0830721 0.0216108 0.0211506 0.0243743 0.0270042 0.0465847 0.0388266 0.0235657
XM_004929427.2 dS.dnd 0.567043 0.409173 0.512433 0.613767 0.556186 0.53882 0.496536 0.370607
XM_004929428.2 dN.dnd 0.0788294 0.0220754 0.0703004 0.0122898 0.0334556 0.0189668 0.0749386 0.0396574
XM_004929428.2 dS.dnd 0.734926 0.496103 0.594856 0.660626 0.506184 0.637138 0.493636 0.40871
XM_004929435.2 dS.dnd 0.630838 0.468829 0.609347 0.628262 0.527505 0.532203 0.54468 0.317314
XM_004929435.2 dN.dnd 0.0354354 0.0214122 0.0330547 0.0378749 0.033162 0.0271646 0.0202102 0.0251633
XM_004929438.2 dN.dnd 0.0380905 0.0214055 0.0370219 0.068728 0.0169647 0.0223507 0.0380244 0.020821
XM_004929438.2 dS.dnd 0.637067 0.486851 0.585439 0.640219 0.588299 0.532065 0.555201 0.327092
XM_004929442.1 dN.dnd 0.0401481 0.0218184 0.0348762 0.0311336 0.0207599 0.0719598 0.0290783 0.0264259
XM_004929442.1 dS.dnd 0.546545 0.450057 0.56147 0.619098 0.573279 0.574704 0.548604 0.339402
XM_004929443.2 dN.dnd 0.0123769 0.0081216 0.0190419 0.0262637 0.0110546 0.00886436 0.00945553 0.00692471
XM_004929443.2 dS.dnd 0.62636 0.464607 0.548032 0.613201 0.519312 0.491498 0.573516 0.311694
XM_004929448.2 dS.dnd 0.575371 0.451678 0.618858 0.646972 0.536109 0.524153 0.516618 0.337684
XM_004929448.2 dN.dnd 0.0722321 0.0278869 0.0846894 0.0836485 0.0520472 0.0547858 0.0572547 0.0442976
XM_004929450.2 dS.dnd 0.616425 0.392597 0.57959 0.632705 0.57997 0.446647 0.539811 0.323651
XM_004929450.2 dN.dnd 0.0498167 0.0314812 0.0410023 0.0892114 0.048996 0.0367899 0.0448786 0.029329
XM_004929451.2 dS.dnd 0.597974 0.478174 0.485551 0.643959 0.504052 0.436032 0.513195 0.299922
XM_004929451.2 dN.dnd 0.0885184 0.0351131 0.0849002 0.0908194 0.0715091 0.0577635 0.0812762 0.0432408
XM_004929453.2 dN.dnd 0.0836062 0.0505801 0.100802 0.0390084 0.0308247 0.00580493 0.102132 0.0125846
XM_004929453.2 dS.dnd 0.619449 0.499728 0.565703 0.829651 0.532046 0.524414 0.599604 0.311954
XM_004929457.2 dS.dnd 0.626378 0.51695 0.627115 0.749603 0.561483 0.545627 0.60994 0.347118
XM_004929457.2 dN.dnd 0.065659 0.0475453 0.0607096 0.105786 0.0651754 0.0651948 0.088468 0.043882
XM_004929459.2 dS.dnd 0.631999 0.485033 0.581258 0.649611 0.532149 0.535525 0.598279 0.365229
XM_004929459.2 dN.dnd 0.0436705 0.0301456 0.0375905 0.0963028 0.0245058 0.0261335 0.0622391 0.0262395
XM_004929460.2 dN.dnd 0.00914386 0.00223476 0.0191163 0.0435349 0.0102871 0.00971384 0.0119791 0.0110374
XM_004929460.2 dS.dnd 0.617062 0.517753 0.617542 0.631922 0.587997 0.571474 0.577167 0.411126
XM_004929506.2 dS.dnd 0.616918 0.540231 0.589324 0.752862 0.593668 0.654642 0.567047 0.377312
XM_004929506.2 dN.dnd 0.135626 0.200113 0.154338 0.216483 0.14866 0.181072 0.133814 0.107567
XM_004929512.2 dN.dnd 0.0502416 0.0193826 0.0482772 0.12837 0.0484698 0.0293625 0.0425796 0.0259579
XM_004929512.2 dS.dnd 0.593421 0.490994 0.633781 0.638316 0.622176 0.651761 0.505995 0.455487
XM_004929547.2 dS.dnd 0.735517 0.509908 0.568182 0.716763 0.536316 0.470158 0.538721 0.317356
XM_004929547.2 dN.dnd 0.109411 0.0901265 0.170985 0.21519 0.107812 0.146316 0.110064 0.122078
XM_004929549.2 dS.dnd 0.51459 0.412636 0.556881 0.499948 0.570031 0.556946 0.534369 0.300335
XM_004929549.2 dN.dnd 0.0569817 0.0189471 0.0482017 0.0507352 0.0382634 0.0307457 0.0296297 0.0226779
XM_004929554.2 dN.dnd 0.0509432 0.0386533 0.0539205 0.0810518 0.0391123 0.0517278 0.0681505 0.0485295
XM_004929554.2 dS.dnd 0.573154 0.434451 0.565199 0.584984 0.545676 0.514985 0.487247 0.302146
XM_004929557.2 dS.dnd 0.638595 0.469523 0.582724 0.648013 0.606035 0.516753 0.590485 0.34945
XM_004929557.2 dN.dnd 0.103885 0.0590823 0.0823214 0.104767 0.0610818 0.0749397 0.0765863 0.0610514
XM_004929566.2 dN.dnd 0.0336981 0.0100607 0.0296319 0.0437171 0.0213164 0.0250893 0.0331056 0.0122764
XM_004929566.2 dS.dnd 0.480737 0.431622 0.527455 0.56343 0.503619 0.564513 0.567694 0.297243
XM_004929568.1 dN.dnd 0.0146024 0.0104172 0.0299252 0.0454579 0.0512697 0.0115336 0.0299522 0.00767694
XM_004929568.1 dS.dnd 0.428944 0.351911 0.488389 0.497793 0.481647 0.472521 0.324981 0.243383
XM_004929570.2 dN.dnd 0.0690301 0.0511323 0.064326 0.212623 0.0606266 0.034321 0.0806073 0.0631127
XM_004929570.2 dS.dnd 0.627435 0.401539 0.553909 0.60992 0.570897 0.477012 0.594138 0.310942
XM_004929571.1 dN.dnd 0.128949 0.0833376 0.0921523 0.100936 0.0712012 0.0766368 0.141789 0.0477012
XM_004929571.1 dS.dnd 0.63662 0.474995 0.592794 0.682104 0.580952 0.562499 0.604064 0.330531
XM_004929574.2 dS.dnd 0.650043 0.440583 0.539425 0.647401 0.574322 0.554504 0.546859 0.286872
XM_004929574.2 dN.dnd 0.0664721 0.0338157 0.0476062 0.0979679 0.0565096 0.0354561 0.0390047 0.0326544
XM_004929575.2 dS.dnd 0.622493 0.410971 0.573361 0.603592 0.552464 0.507983 0.538532 0.318139
XM_004929575.2 dN.dnd 0.023647 0.0747141 0.0430385 0.0422617 0.0167884 0.0440948 0.0428156 0.0288882
XM_004929576.2 dN.dnd 0.092501 0.0697641 0.0952335 0.112643 0.0784191 0.10259 0.0891079 0.0583064
XM_004929576.2 dS.dnd 0.534163 0.447728 0.562306 0.632469 0.536774 0.521582 0.534394 0.335258
XM_004929577.2 dN.dnd 0.060579 0.0564194 0.0619762 0.115956 0.0793319 0.0443435 0.042034 0.0453753
XM_004929577.2 dS.dnd 0.51595 0.435068 0.588169 0.605395 0.580205 0.54194 0.542223 0.312094
XM_004929582.2 dS.dnd 0.618178 0.494927 0.696424 0.650907 0.556401 0.616197 0.61476 0.299851
XM_004929582.2 dN.dnd 0.119905 0.116383 0.136797 0.163753 0.0918081 0.10893 0.130034 0.0767863
XM_004929584.2 dS.dnd 0.641213 0.46459 0.622649 0.661769 0.55828 0.562286 0.692014 0.34985
XM_004929584.2 dN.dnd 0.134523 0.0609032 0.122697 0.176014 0.0847448 0.0598368 0.172545 0.0641523
XM_004929597.2 dN.dnd 0.040077 0.0343064 0.0508492 0.0235384 0.0250572 0.0307145 0.059166 0.025725
XM_004929597.2 dS.dnd 0.613484 0.4838 0.590625 0.582906 0.535589 0.461867 0.546085 0.307685
XM_004929599.2 dN.dnd 0.172615 0.0377775 0.0393029 0.169507 0.0499847 0.0376684 0.0307073 0.0212197
XM_004929599.2 dS.dnd 0.714776 0.480069 0.506954 0.824098 0.566147 0.515438 0.521719 0.318673
XM_004929600.1 dS.dnd 0.616908 0.482913 0.556085 0.604032 0.615646 0.512698 0.59407 0.328511
XM_004929600.1 dN.dnd 0.0799322 0.0675524 0.0830758 0.142768 0.0959005 0.06552 0.100213 0.0552844
XM_004929603.1 dN.dnd 0.0720748 0.0134042 0.0306053 0.051143 0.0163544 0.0216893 0.0612437 0.0220292
XM_004929603.1 dS.dnd 0.590442 0.471774 0.570859 0.696419 0.476196 0.522786 0.57971 0.31157
XM_004929604.2 dN.dnd 0.0255654 0.00383892 0.00705817 0.00621512 0.0058408 0.00648403 0.0153559 0.00805942
XM_004929604.2 dS.dnd 0.603261 0.4617 0.59209 0.614062 0.583031 0.546386 0.524861 0.349277
XM_004929606.2 dS.dnd 0.597799 0.475333 0.550814 0.645765 0.527962 0.492174 0.591039 0.324389
XM_004929606.2 dN.dnd 0.0659724 0.0204681 0.0486079 0.0396748 0.0133812 0.0191466 0.048557 0.0243783
XM_004929617.2 dS.dnd 0.684147 0.494259 0.611268 0.757321 0.569428 0.561106 0.554698 0.33574
XM_004929617.2 dN.dnd 0.0179937 0.00738781 0.0108036 0.0281133 0.00701895 0.0120871 0.0144244 0.0137737
XM_004929618.1 dS.dnd 0.487235 0.434217 0.541466 0.622068 0.501428 0.399956 0.418044 0.290949
XM_004929618.1 dN.dnd 0.0276509 0.0070491 0.0207971 0.0174991 0.0283915 0.0240249 0.0171186 0.0122283
XM_004929622.2 dS.dnd 0.533485 0.405537 0.560305 0.609234 0.547173 0.528262 0.553883 0.402209
XM_004929622.2 dN.dnd 0.0129123 0.00656494 0.0159538 0.0732144 0.0195111 0.030746 0.0416255 0.0142139
XM_004929633.2 dS.dnd 0.340782 0.32328 0.409342 0.492627 0.439847 0.438527 0.449952 0.296805
XM_004929633.2 dN.dnd 0.00500775 0.00251051 0.00275386 0.00283674 0.0230988 0.00484032 0.00724467 0.00302451
XM_004929636.2 dN.dnd 0.0484909 0.0336325 0.0556016 0.0487324 0.039742 0.0486365 0.0359661 0.0258013
XM_004929636.2 dS.dnd 0.60629 0.463195 0.588768 0.69482 0.548555 0.542727 0.57135 0.318349
XM_004929652.2 dN.dnd 0.00331116 0.000236403 0.000561685 0.00351866 0.000524351 0.00310634 0.00324974 0.00193707
XM_004929652.2 dS.dnd 0.660252 0.438481 0.619269 0.725924 0.626809 0.571564 0.625695 0.261533
XM_004929655.1 dN.dnd 0.0109131 0.0372809 0.000744719 0.0561679 0.000825119 0.0137913 0.0833906 0.00740072
XM_004929655.1 dS.dnd 0.41872 0.209723 0.544486 0.702689 0.499703 0.449098 0.706369 0.276477
XM_004929656.1 dS.dnd 0.566257 0.478635 0.60762 0.737278 0.589606 0.598891 0.593819 0.333141
XM_004929656.1 dN.dnd 0.0558926 0.0704479 0.0635087 0.140114 0.0812821 0.0623462 0.0592315 0.0332949
XM_004929658.1 dS.dnd 0.55313 0.495899 0.544552 0.654495 0.600194 0.528858 0.602257 0.329282
XM_004929658.1 dN.dnd 0.037583 0.043919 0.0498613 0.0576833 0.0453637 0.0441579 0.0569939 0.0310446
XM_004929659.2 dS.dnd 0.680148 0.537097 0.56768 0.730884 0.60548 0.583837 0.529298 0.344055
XM_004929659.2 dN.dnd 0.141086 0.0862289 0.120744 0.19187 0.125394 0.164893 0.176764 0.0879442
XM_004929660.2 dN.dnd 0.0144554 0.0049599 0.0202129 0.0136347 0.00753575 0.0112015 0.0141903 0.009733
XM_004929660.2 dS.dnd 0.594529 0.490537 0.565759 0.72418 0.575065 0.52693 0.559774 0.350216
XM_004929664.2 dS.dnd 0.620705 0.446906 0.567224 0.658106 0.61272 0.508099 0.594328 0.352082
XM_004929664.2 dN.dnd 0.118364 0.0585387 0.0901496 0.071487 0.042283 0.0415206 0.0542303 0.0459421
XM_004929673.2 dS.dnd 0.584484 0.403888 0.576291 0.577887 0.57255 0.50203 0.613658 0.345785
XM_004929673.2 dN.dnd 0.119889 0.0389225 0.0591526 0.112312 0.0391622 0.0511835 0.0646152 0.0452998
XM_004929674.2 dS.dnd 0.566743 0.486244 0.634343 0.618192 0.642051 0.534525 0.580993 0.288852
XM_004929674.2 dN.dnd 0.0428252 0.0475352 0.0594786 0.0677838 0.0599192 0.0147485 0.0535092 0.0336446
XM_004929676.2 dN.dnd 0.144581 0.0960815 0.122843 0.173747 0.128232 0.110019 0.148498 0.0891112
XM_004929676.2 dS.dnd 0.610439 0.442166 0.60321 0.702128 0.672868 0.561781 0.601193 0.329201
XM_004929678.1 dN.dnd 0.00997903 0.0120774 0.0113948 0.0128695 0.00618654 0.00646416 0.00298249 0.00501454
XM_004929678.1 dS.dnd 0.406042 0.599244 0.567575 0.56386 0.600246 0.639103 0.542817 0.379543
XM_004929707.2 dS.dnd 0.556899 0.437552 0.573374 0.595257 0.483417 0.43098 0.626608 0.336043
XM_004929707.2 dN.dnd 0.0647565 0.0300106 0.0479327 0.0457983 0.0420734 0.025667 0.136714 0.0349877
XM_004929709.2 dS.dnd 0.607221 0.46676 0.545191 0.6724 0.632465 0.554366 0.579787 0.325967
XM_004929709.2 dN.dnd 0.0576616 0.0503552 0.071352 0.106868 0.059423 0.0642268 0.0818996 0.0333861
XM_004929732.2 dS.dnd 0.4747 0.180968 0.500571 0.373971 0.593952 0.368307 0.309557 0.182679
XM_004929732.2 dN.dnd 0.0269891 0.00543916 0.0187872 0.0318805 0.0165253 0.0109047 0.0223416 0.00961292
XM_004929744.2 dN.dnd 0.0707483 0.0490825 0.0657332 0.131832 0.0446401 0.0488442 0.120382 0.0375956
XM_004929744.2 dS.dnd 0.555373 0.410837 0.564827 0.643929 0.568155 0.554945 0.625573 0.362086
XM_004929746.2 dS.dnd 0.651262 0.40536 0.566303 0.665718 0.594453 0.529998 0.656056 0.328891
XM_004929746.2 dN.dnd 0.0549986 0.0324515 0.07486 0.068068 0.0896419 0.0861965 0.0817823 0.0322584
XM_004929750.2 dS.dnd 0.62678 0.426839 0.65878 0.562409 0.551847 0.520972 0.583794 0.342788
XM_004929750.2 dN.dnd 0.00056575 0.000237516 0.00220544 0.00747531 0.000444234 0.00041001 0.00369459 0.00126342
XM_004929754.2 dN.dnd 0.0261808 0.0162054 0.0570944 0.0789835 0.0453346 0.0402243 0.0474082 0.0200865
XM_004929754.2 dS.dnd 0.553381 0.400658 0.612237 0.628646 0.567038 0.514235 0.636551 0.345084
XM_004929758.2 dS.dnd 0.50988 0.368814 0.666052 0.564209 0.579122 0.594091 0.567998 0.355722
XM_004929758.2 dN.dnd 0.0146033 0.0233411 0.0230158 0.0311576 0.0319513 0.00582901 0.0118745 0.00891698
XM_004929765.2 dS.dnd 0.591963 0.490217 0.611566 0.667363 0.583713 0.526541 0.634692 0.311325
XM_004929765.2 dN.dnd 0.0274651 0.0130444 0.0337913 0.03231 0.0207178 0.0213611 0.0596585 0.019524
XM_004929766.2 dN.dnd 0.11028 0.0442927 0.0626602 0.0421881 0.0279488 0.0382013 0.0399613 0.0493219
XM_004929766.2 dS.dnd 0.610188 0.516322 0.604714 0.680966 0.550722 0.526507 0.562158 0.358564
XM_004929778.2 dN.dnd 0.104783 0.114432 0.134322 0.108831 0.0681348 0.0465974 0.0957047 0.036752
XM_004929778.2 dS.dnd 0.609798 0.478532 0.683032 0.652638 0.585244 0.593785 0.646703 0.357281
XM_004929784.2 dS.dnd 0.522024 0.359724 0.60814 0.548177 0.517746 0.398268 0.646027 0.412184
XM_004929784.2 dN.dnd 0.0142898 0.000469183 0.0256096 0.00292625 0.000443998 0.00259755 0.00959106 0.00759765
XM_004929785.1 dS.dnd 0.614453 0.502923 0.640698 0.620827 0.609142 0.525894 0.634994 0.391912
XM_004929785.1 dN.dnd 0.0839367 0.0607885 0.065907 0.0986321 0.0651816 0.0546698 0.0814874 0.0601665
XM_004929786.2 dN.dnd 0.196167 0.189415 0.269452 0.319053 0.235244 0.203409 0.138799 0.0798947
XM_004929786.2 dS.dnd 0.679734 0.55889 0.573695 0.753404 0.597314 0.606808 0.600194 0.366488
XM_004929794.2 dS.dnd 0.426996 0.318473 0.544149 0.503236 0.464013 0.509471 0.523164 0.340191
XM_004929794.2 dN.dnd 0.0157639 0.0219393 0.0167704 0.0431155 0.00530825 0.0153306 0.0197438 0.00944887
XM_004929800.2 dN.dnd 0.0355629 0.0337592 0.0475458 0.164213 0.0470335 0.0431218 0.0533016 0.0436248
XM_004929800.2 dS.dnd 0.605066 0.485927 0.712136 0.722505 0.649977 0.569205 0.586011 0.350087
XM_004929801.2 dN.dnd 0.0968735 0.0610697 0.261248 0.119438 0.0615127 0.0777502 0.181283 0.0476737
XM_004929801.2 dS.dnd 0.693714 0.487412 0.697116 0.662132 0.572757 0.559101 0.658101 0.366144
XM_004929805.1 dS.dnd 0.483803 0.374223 0.50097 0.561302 0.538922 0.553505 0.583614 0.387739
XM_004929805.1 dN.dnd 0.0332848 0.0162099 0.0162357 0.00937745 0.025568 0.00844303 0.0101654 0.0120286
XM_004929811.2 dN.dnd 0.0353721 0.0259167 0.0351423 0.0472619 0.0270393 0.0271903 0.0860805 0.0202687
XM_004929811.2 dS.dnd 0.611308 0.460077 0.659318 0.611842 0.628934 0.551528 0.616276 0.433703
XM_004929812.2 dS.dnd 0.709364 0.42423 0.60393 0.720288 0.558373 0.508107 0.604333 0.346816
XM_004929812.2 dN.dnd 0.0711084 0.0522648 0.074378 0.175599 0.0556627 0.0675278 0.253326 0.0461034
XM_004929815.2 dS.dnd 0.676787 0.45667 0.592394 0.590281 0.614443 0.599363 0.561172 0.303148
XM_004929815.2 dN.dnd 0.164182 0.0408145 0.0793595 0.103243 0.0626672 0.0568259 0.149149 0.0375218
XM_004929820.2 dS.dnd 0.682444 0.363851 0.583471 0.594143 0.525241 0.548833 0.490755 0.433883
XM_004929820.2 dN.dnd 0.124222 0.0459769 0.0701388 0.0888043 0.031731 0.0448801 0.115948 0.0242216
XM_004929821.2 dS.dnd 0.497287 0.317088 0.49444 0.419052 0.335206 0.350701 0.407454 0.337563
XM_004929821.2 dN.dnd 0.112531 0.029563 0.0777263 0.0511009 0.0253199 0.0343792 0.0782351 0.0258255
XM_004929823.2 dN.dnd 0.074536 0.0612257 0.0899215 0.0647282 0.0583103 0.0461027 0.0968607 0.0350225
XM_004929823.2 dS.dnd 0.606855 0.47949 0.597161 0.618591 0.589995 0.552255 0.590123 0.384233
XM_004929856.2 dN.dnd 0.0701819 0.0579251 0.0629952 0.0827471 0.0426083 0.05373 0.0631275 0.044738
XM_004929856.2 dS.dnd 0.601906 0.398084 0.62254 0.607329 0.546522 0.475844 0.559647 0.337866
XM_004929858.2 dN.dnd 0.0265907 0.0172512 0.0257531 0.0544543 0.0157028 0.0196365 0.0226772 0.00693169
XM_004929858.2 dS.dnd 0.598304 0.374077 0.659804 0.572021 0.575869 0.494249 0.615427 0.350084
XM_004929860.2 dS.dnd 0.578325 0.370016 0.666794 0.580712 0.548749 0.609138 0.556704 0.352905
XM_004929860.2 dN.dnd 0.0810073 0.0411546 0.0547591 0.0848247 0.0584073 0.0745887 0.0478265 0.063061
XM_004929863.2 dN.dnd 0.0778494 0.0114969 0.0486507 0.0412185 0.0458927 0.0419482 0.335718 0.0165069
