gene_ID length
XM_004931764.2 0
XM_004931767.2 351
XM_004931770.2 430
XM_004931784.2 251
XM_004931795.2 136
XM_004931802.2 194
XM_004931810.2 444
XM_004931821.2 117
XM_004931832.2 282
XM_004931835.2 242
XM_004931836.2 592
XM_004931838.2 333
XM_004931842.2 63
XM_004931843.2 380
XM_004931850.1 201
XM_004931854.2 305
XM_004931855.2 928
XM_004931860.2 209
XM_004931862.2 165
XM_004931864.2 495
XM_004931866.2 416
XM_004931869.2 381
XM_004931877.2 553
XM_004931879.2 108
XM_004931880.2 182
XM_004931882.1 413
XM_004931884.1 177
XM_004931889.1 141
XM_004931898.1 292
XM_004931899.2 304
XM_004931911.2 259
XM_004931913.1 528
XM_004931916.2 564
XM_004931917.2 106
XM_004931926.2 54
XM_004931930.2 328
XM_004931931.2 58
XM_004931933.2 49
XM_004931937.2 300
XM_004931940.1 88
XM_004931942.2 71
XM_004931945.2 124
XM_004931946.2 327
XM_004931995.2 625
XM_004932005.2 459
XM_004932012.1 432
XM_004932013.2 99
XM_004932026.2 75
XM_004932030.2 395
XM_004932033.2 176
XM_004932036.2 507
XM_004932037.2 342
XM_004932040.2 61
XM_004932041.2 358
XM_004932048.2 486
XM_004932052.2 360
XM_004932055.2 88
XM_004932063.2 80
XM_004932067.2 438
XM_004932068.2 357
XM_004932078.2 156
XM_004932079.1 242
XM_004932080.2 66
XM_004932087.2 100
XM_004932089.2 186
XM_004932090.2 304
XM_004932091.2 751
XM_004932095.2 756
XM_004932101.2 138
XM_004932103.2 251
XM_004932105.2 352
XM_004932109.2 70
XM_004932110.2 468
XM_004932114.2 304
XM_004932119.2 240
XM_004932120.2 394
XM_004932124.2 104
XM_004932131.2 845
XM_004932136.1 177
XM_004932137.2 341
XM_004932143.2 671
XM_004932147.2 270
XM_004932150.2 642
XM_004932153.1 470
XM_004932154.2 91
XM_004932160.2 875
XM_004932171.2 458
XM_004932182.2 31
XM_004932190.2 879
XM_004932191.2 306
XM_004932196.2 314
XM_004932197.1 188
XM_004932202.2 31
XM_004932206.1 348
XM_004932207.2 0
XM_004932210.1 182
XM_004932213.2 898
XM_004932233.2 131
XM_004932241.2 338
XM_004932245.2 606
XM_004932248.2 374
XM_004932259.2 548
XM_004932263.2 179
XM_004932266.2 233
XM_004932267.2 139
XM_004932272.2 216
XM_004932280.2 406
XM_004932281.2 268
XM_004932288.2 115
XM_004932291.2 360
XM_004932298.2 463
XM_004932299.2 165
XM_004932300.2 384
XM_004932306.1 196
XM_004932308.2 235
XM_004932314.2 356
XM_004932316.2 193
XM_004932321.2 111
XM_004932328.1 125
XM_004932329.2 244
XM_004932331.2 0
XM_004932334.2 195
XM_004932336.2 193
XM_004932338.2 133
XM_004932343.2 75
XM_004932345.2 366
XM_004932347.2 569
XM_004932353.2 82
XM_004932354.2 335
XM_004932367.2 171
XM_004932380.1 172
XM_004932383.2 389
XM_004932385.2 20
XM_004932390.2 1232
XM_004932394.2 0
XM_004932408.2 185
XM_004932410.1 255
XM_004932412.1 546
XM_004932413.2 157
XM_004932426.1 12
XM_004932438.1 174
XM_004932444.2 233
XM_004932451.2 178
XM_004932452.1 356
XM_004932454.2 162
XM_004932457.2 71
XM_004932466.2 202
XM_004932478.2 230
XM_004932481.2 154
XM_004932485.2 63
XM_004932486.2 251
XM_004932487.2 198
XM_004932490.2 496
XM_004932495.2 120
XM_004932502.2 0
XM_004932505.2 165
XM_004932507.2 428
XM_004932508.2 619
XM_004932511.2 161
XM_004932513.2 40
XM_004932515.2 218
XM_004932516.2 135
XM_004932517.2 205
XM_004932522.2 325
XM_004932524.2 361
XM_004932529.2 261
XM_004932548.2 156
XM_004932562.2 244
XM_004932567.2 164
XM_004932568.2 731
XM_004932570.2 290
XM_004932571.2 257
XM_004932576.2 316
XM_004932578.2 292
XM_004932583.2 488
XM_004932584.2 206
XM_004932592.2 371
XM_004932594.2 364
XM_004932597.2 128
XM_004932598.2 365
XM_004932599.2 209
XM_004932600.2 316
XM_004932601.2 1313
XM_004932604.2 148
XM_004932606.2 222
XM_004932614.1 122
XM_004932615.2 209
XM_004932617.2 528
XM_004932619.2 168
XM_004932622.2 407
XM_004932631.2 597
XM_004932632.2 195
XM_004932637.2 212
XM_004932639.2 132
XM_004932640.1 457
XM_004932650.2 70
XM_004932662.2 106
XM_004932668.2 491
XM_004932684.2 189
XM_004932688.2 350
XM_004932711.2 129
XM_004932715.2 169
XM_004932722.2 628
XM_004932727.2 195
XM_004932733.2 295
XM_004932740.2 344
XM_004932744.2 380
XM_004932753.2 101
XM_004932754.2 457
XM_004932756.2 253
XM_004932757.2 1619
XM_004932769.2 606
XM_004932785.2 257
XM_004932789.2 358
XM_004932807.2 188
XM_004932812.2 105
XM_004932829.2 136
XM_004932833.2 197
XM_004932836.2 324
XM_004932841.2 233
XM_004932842.2 161
XM_004932849.2 302
XM_004932851.2 424
XM_004932854.1 424
XM_004932863.2 254
XM_004932864.2 118
XM_004932866.1 164
XM_004932867.2 315
XM_004932868.2 357
XM_004932873.2 118
XM_004932874.2 512
XM_004932877.1 127
XM_004932879.2 325
XM_004932881.1 49
XM_004932884.2 174
XM_004932885.2 56
XM_004932889.2 51
XM_004932890.2 147
XM_004932891.2 268
XM_004932893.2 260
XM_004932894.2 317
XM_004932895.2 84
XM_004932897.1 356
XM_004932901.2 2401
XM_004932902.2 62
XM_004932907.2 270
XM_004932934.2 79
XM_004932935.2 82
XM_004932949.2 60
XM_004932950.2 314
XM_004932952.2 70
XM_004932957.1 462
XM_004932959.2 597
XM_004932961.2 5
XM_004932962.2 228
XM_004932964.2 174
XM_004932965.2 123
XM_004932969.2 403
XM_004932972.2 638
XM_004932973.2 274
XM_004932974.2 310
XM_004932976.2 506
XM_004932977.2 115
XM_004932978.2 85
XM_004932986.2 361
XM_004932989.1 534
XM_004932990.1 304
XM_004932993.2 518
XM_004932994.2 199
XM_004932998.2 159
XM_004933006.1 96
XM_004933008.2 100
XM_004933011.1 109
XM_004933012.2 268
XM_004933014.2 117
XM_004933015.1 154
XM_004933022.2 150
XM_004933031.1 544
XM_004933053.2 278
XM_004933062.2 268
XM_004933066.2 286
XM_004933067.1 142
XM_004933069.2 184
XM_004933073.1 0
XM_004933086.2 190
XM_004933088.2 262
XM_004933091.1 245
XM_004933101.2 159
XM_004933116.1 401
XM_004933123.2 281
XM_004933125.2 154
XM_004933136.2 710
XM_004933145.2 393
XM_004933146.2 836
XM_004933148.2 33
XM_004933159.2 669
XM_004933162.2 654
XM_004933166.2 589
XM_004933205.1 225
XM_004933212.2 646
XM_004933214.2 264
XM_004933225.2 160
XM_004933230.2 339
XM_004933233.2 441
XM_004933236.2 227
XM_004933247.2 3
XM_004933252.2 98
XM_004933258.2 151
XM_004933272.2 231
XM_004933286.2 362
XM_004933295.2 243
XM_004933326.2 257
XM_004933327.2 409
XM_004933328.2 231
XM_004933329.2 168
XM_004933333.2 180
XM_004933335.2 257
XM_004933339.2 122
XM_004933340.2 276
XM_004933341.2 129
XM_004933345.2 111
XM_004933352.2 33
XM_004933353.2 230
XM_004933360.2 109
XM_004933363.2 87
XM_004933366.2 277
XM_004933367.2 326
XM_004933368.2 679
XM_004933371.2 144
XM_004933373.1 67
XM_004933375.2 237
XM_004933377.1 119
XM_004933380.2 159
XM_004933382.2 53
XM_004933385.2 157
XM_004933392.2 70
XM_004933395.2 544
XM_004933400.1 426
XM_004933405.2 343
XM_004933406.2 235
XM_004933437.2 79
XM_004933438.2 376
XM_004933448.2 187
XM_004933467.2 70
XM_004933472.2 195
XM_004933474.2 337
XM_004933478.1 288
XM_004933494.2 230
XM_004933510.2 129
XM_004933514.2 98
XM_004933515.2 261
XM_004933520.2 26
XM_004933535.2 210
XM_004933539.2 286
XM_004933540.2 445
XM_004933567.2 382
XM_004933574.2 123
XM_004933581.2 203
XM_004933583.2 0
XM_004933585.2 179
XM_004933608.2 169
XM_004933609.2 890
XM_004933613.2 116
XM_004933614.2 135
XM_004933616.2 156
XM_004933623.2 446
XM_004933626.2 481
XM_004933635.2 381
XM_004933636.2 378
XM_004933637.2 78
XM_004933651.2 228
XM_004933652.1 215
XM_004933660.2 334
XM_004933662.2 460
XM_004933669.2 648
XM_004933671.2 181
XM_004933675.1 105
XM_004933676.2 752
XM_004933683.2 113
XM_004933685.2 192
XM_004933688.2 218
XM_004933689.2 296
XM_004933693.2 290
XM_004933694.2 309
XM_004933703.2 65
XM_004933705.2 165
XM_004933706.1 1238
XM_004933719.2 336
XM_004933728.2 82
XM_004933740.2 428
XM_004933751.2 277
XM_004933770.2 225
XM_004933772.2 229
XM_004933795.2 168
XM_004933803.2 304
XM_004933804.2 122
XM_004933817.2 98
XM_004933834.2 222
XM_004933857.2 128
XM_004933876.2 388
XM_004933887.2 224
XM_004933891.2 115
XM_004933900.2 248
XM_004933930.2 152
XM_004934131.2 69
XM_004934190.2 24
XM_004934242.1 146
XM_004934287.2 183
XM_004934292.2 265
XM_004934301.2 281
XM_012688312.1 342
XM_012688313.1 600
XM_012688316.1 253
XM_012688317.1 226
XM_012688321.1 257
XM_012688337.1 183
XM_012688341.1 132
XM_012688351.1 95
XM_012688368.1 77
XM_012688381.1 357
XM_012688388.1 588
XM_012688411.1 509
XM_012688412.1 633
XM_012688422.1 222
XM_012688426.1 332
XM_012688428.1 378
XM_012688433.1 233
XM_012688444.1 260
XM_012688451.1 622
XM_012688457.1 284
XM_012688461.1 336
XM_012688463.1 343
XM_012688466.1 50
XM_012688470.1 766
XM_012688489.1 201
XM_012688490.1 343
XM_012688500.1 312
XM_012688502.1 623
XM_012688511.1 278
XM_012688516.1 96
XM_012688528.1 196
XM_012688530.1 48
XM_012688546.1 664
XM_012688551.1 520
XM_012688553.1 501
XM_012688554.1 122
XM_012688564.1 133
XM_012688587.1 270
XM_012688590.1 382
XM_012688597.1 511
XM_012688604.1 540
XM_012688627.1 7
XM_012688634.1 117
XM_012688666.1 883
XM_012688667.1 806
XM_012688668.1 2021
XM_012688669.1 490
XM_012688676.1 238
XM_012688701.1 310
XM_012688708.1 182
XM_012688717.1 142
XM_012688721.1 523
XM_012688725.1 210
XM_012688729.1 185
XM_012688732.1 128
XM_012688744.1 53
XM_012688746.1 297
XM_012688748.1 384
XM_012688795.1 274
XM_012688806.1 647
XM_012688807.1 67
XM_012688822.1 149
XM_012688830.1 61
XM_012688832.1 261
XM_012688852.1 381
XM_012688858.1 921
XM_012688872.1 76
XM_012688884.1 374
XM_012688885.1 109
XM_012688898.1 392
XM_012688902.1 293
XM_012688904.1 76
XM_012688912.1 137
XM_012688913.1 219
XM_012688919.1 1000
XM_012688920.1 772
XM_012688935.1 133
XM_012688937.1 559
XM_012688961.1 169
XM_012688977.1 308
XM_012688981.1 404
XM_012688985.1 177
XM_012688997.1 360
XM_012688998.1 248
XM_012689000.1 182
XM_012689004.1 270
XM_012689014.1 121
XM_012689019.1 312
XM_012689041.1 196
XM_012689061.1 181
XM_012689074.1 37
XM_012689078.1 416
XM_012689081.1 724
XM_012689087.1 942
XM_012689095.1 249
XM_012689097.1 154
XM_012689101.1 302
XM_012689102.1 486
XM_012689105.1 1160
XM_012689109.1 243
XM_012689115.1 29
XM_012689124.1 449
XM_012689125.1 963
XM_012689131.1 467
XM_012689134.1 600
XM_012689140.1 344
XM_012689145.1 170
XM_012689152.1 789
XM_012689163.1 46
XM_012689164.1 505
XM_012689175.1 539
XM_012689178.1 190
XM_012689191.1 41
XM_012689200.1 331
XM_012689207.1 258
XM_012689224.1 230
XM_012689226.1 434
XM_012689245.1 650
XM_012689247.1 1439
XM_012689253.1 99
XM_012689266.1 153
XM_012689271.1 351
XM_012689334.1 381
XM_012689336.1 304
XM_012689378.1 390
XM_012689381.1 555
XM_012689389.1 607
XM_012689395.1 81
XM_012689402.1 1015
XM_012689425.1 149
XM_012689447.1 342
XM_012689448.1 188
XM_012689452.1 344
XM_012689464.1 254
XM_012689474.1 289
XM_012689478.1 502
XM_012689481.1 301
XM_012689486.1 395
XM_012689494.1 76
XM_012689498.1 101
XM_012689500.1 962
XM_012689504.1 257
XM_012689512.1 123
XM_012689513.1 154
XM_012689515.1 62
XM_012689518.1 43
XM_012689543.1 66
XM_012689549.1 80
XM_012689561.1 581
XM_012689565.1 1031
XM_012689572.1 253
XM_012689573.1 195
XM_012689576.1 167
XM_012689580.1 565
XM_012689581.1 152
XM_012689582.1 526
XM_012689590.1 695
XM_012689603.1 262
XM_012689607.1 79
XM_012689623.1 165
XM_012689629.1 70
XM_012689634.1 431
XM_012689635.1 266
XM_012689638.1 671
XM_012689645.1 71
XM_012689649.1 13
XM_012689657.1 27
XM_012689671.1 368
XM_012689681.1 432
XM_012689699.1 248
XM_012689700.1 456
XM_012689716.1 320
XM_012689737.1 665
XM_012689753.1 156
XM_012689754.1 108
XM_012689765.1 188
XM_012689766.1 746
XM_012689771.1 204
XM_012689781.1 347
XM_012689805.1 391
XM_012689807.1 249
XM_012689810.1 178
XM_012689818.1 315
XM_012689821.1 939
XM_012689822.1 60
XM_012689827.1 252
XM_012689832.1 548
XM_012689840.1 99
XM_012689844.1 1037
XM_012689845.1 435
XM_012689847.1 434
XM_012689850.1 199
XM_012689858.1 170
XM_012689860.1 173
XM_012689861.1 457
XM_012689864.1 289
XM_012689872.1 437
XM_012689879.1 635
XM_012689886.1 186
XM_012689890.1 484
XM_012689897.1 170
XM_012689904.1 116
XM_012689923.1 160
XM_012689925.1 479
XM_012689927.1 771
XM_012689936.1 580
XM_012689937.1 569
XM_012689940.1 366
XM_012689949.1 297
XM_012689953.1 172
XM_012689958.1 213
XM_012689960.1 1050
XM_012689968.1 470
XM_012689969.1 98
XM_012689979.1 567
XM_012689983.1 119
XM_012690013.1 573
XM_012690014.1 273
XM_012690015.1 615
XM_012690018.1 77
XM_012690020.1 190
XM_012690024.1 45
XM_012690028.1 128
XM_012690041.1 154
XM_012690049.1 288
XM_012690052.1 81
XM_012690059.1 79
XM_012690072.1 234
XM_012690079.1 223
XM_012690084.1 351
XM_012690100.1 200
XM_012690106.1 97
XM_012690107.1 241
XM_012690110.1 55
XM_012690123.1 326
XM_012690139.1 514
XM_012690140.1 374
XM_012690141.1 172
XM_012690175.1 356
XM_012690180.1 790
XM_012690187.1 577
XM_012690195.1 271
XM_012690200.1 210
XM_012690202.1 253
XM_012690217.1 398
XM_012690220.1 355
XM_012690222.1 62
XM_012690238.1 442
XM_012690241.1 108
XM_012690247.1 239
XM_012690248.1 219
XM_012690250.1 1139
XM_012690253.1 2205
XM_012690262.1 163
XM_012690266.1 105
XM_012690273.1 339
XM_012690289.1 424
XM_012690318.1 1242
XM_012690319.1 460
XM_012690333.1 409
XM_012690343.1 150
XM_012690344.1 149
XM_012690353.1 168
XM_012690355.1 579
XM_012690358.1 651
XM_012690359.1 447
XM_012690372.1 8
XM_012690380.1 403
XM_012690383.1 338
XM_012690392.1 196
XM_012690401.1 83
XM_012690402.1 357
XM_012690414.1 335
XM_012690425.1 310
XM_012690426.1 542
XM_012690429.1 195
XM_012690430.1 152
XM_012690434.1 179
XM_012690458.1 423
XM_012690461.1 268
XM_012690463.1 97
XM_012690475.1 285
XM_012690500.1 449
XM_012690532.1 3
XM_012690560.1 229
XM_012690597.1 411
XM_012690599.1 261
XM_012690619.1 270
XM_012690620.1 23
XM_012690624.1 299
XM_012690654.1 197
XM_012690666.1 824
XM_012690673.1 327
XM_012690683.1 999
XM_012690691.1 13
XM_012690704.1 146
XM_012690716.1 143
XM_012690731.1 219
XM_012690736.1 206
XM_012690748.1 214
XM_012690749.1 431
XM_012690769.1 435
XM_012690771.1 356
XM_012690774.1 180
XM_012690775.1 43
XM_012690788.1 89
XM_012690790.1 493
XM_012690801.1 203
XM_012690804.1 10
XM_012690806.1 265
XM_012690829.1 265
XM_012690855.1 311
XM_012690856.1 307
XM_012690882.1 10
XM_012690887.1 468
XM_012690893.1 61
XM_012690894.1 103
XM_012690904.1 354
XM_012690906.1 505
XM_012690909.1 1055
XM_012690910.1 863
XM_012690914.1 167
XM_012690916.1 131
XM_012690922.1 481
XM_012690933.1 61
XM_012690936.1 208
XM_012690937.1 586
XM_012690942.1 40
XM_012690947.1 73
XM_012690951.1 317
XM_012690954.1 239
XM_012690965.1 562
XM_012690967.1 173
XM_012690969.1 762
XM_012690972.1 178
XM_012690988.1 187
XM_012691035.1 226
XM_012691036.1 46
XM_012691038.1 185
XM_012691040.1 189
XM_012691051.1 77
XM_012691053.1 425
XM_012691059.1 223
XM_012691076.1 1750
XM_012691093.1 631
XM_012691094.1 237
XM_012691102.1 227
XM_012691103.1 106
XM_012691109.1 733
XM_012691111.1 85
XM_012691116.1 102
XM_012691135.1 333
XM_012691136.1 1128
XM_012691139.1 189
XM_012691143.1 149
XM_012691148.1 267
XM_012691164.1 718
XM_012691180.1 629
XM_012691193.1 170
XM_012691201.1 123
XM_012691211.1 278
XM_012691223.1 235
XM_012691227.1 81
XM_012691228.1 106
XM_012691234.1 334
XM_012691236.1 315
XM_012691253.1 329
XM_012691255.1 376
XM_012691260.1 26
XM_012691261.1 270
XM_012691263.1 377
XM_012691264.1 182
XM_012691265.1 162
XM_012691266.1 366
XM_012691282.1 229
XM_012691284.1 317
XM_012691296.1 156
XM_012691316.1 0
XM_012691318.1 183
XM_012691332.1 664
XM_012691363.1 47
XM_012691365.1 163
XM_012691374.1 289
XM_012691384.1 52
XM_012691391.1 94
XM_012691397.1 211
XM_012691400.1 167
XM_012691401.1 928
XM_012691402.1 400
XM_012691407.1 412
XM_012691413.1 1617
XM_012691416.1 39
XM_012691427.1 160
XM_012691432.1 257
XM_012691453.1 183
XM_012691460.1 599
XM_012691492.1 582
XM_012691494.1 454
XM_012691503.1 96
XM_012691504.1 310
XM_012691540.1 3108
XM_012691550.1 120
XM_012691562.1 79
XM_012691565.1 329
XM_012691570.1 490
XM_012691577.1 337
XM_012691584.1 295
XM_012691587.1 468
XM_012691590.1 811
XM_012691591.1 188
XM_012691602.1 446
XM_012691609.1 223
XM_012691618.1 33
XM_012691622.1 2798
XM_012691655.1 61
XM_012691659.1 167
XM_012691664.1 264
XM_012691667.1 123
XM_012691670.1 83
XM_012691671.1 147
XM_012691672.1 297
XM_012691679.1 293
XM_012691680.1 87
XM_012691684.1 329
XM_012691686.1 111
XM_012691687.1 241
XM_012691688.1 110
XM_012691689.1 255
XM_012691699.1 469
XM_012691701.1 105
XM_012691703.1 95
XM_012691704.1 180
XM_012691705.1 181
XM_012691706.1 1332
XM_012691707.1 554
XM_012691708.1 1273
XM_012691714.1 168
XM_012691716.1 359
XM_012691718.1 369
XM_012691726.1 316
XM_012691731.1 162
XM_012691735.1 243
XM_012691736.1 272
XM_012691737.1 327
XM_012691741.1 30
XM_012691746.1 246
XM_012691747.1 200
XM_012691755.1 489
XM_012691759.1 359
XM_012691780.1 741
XM_012691782.1 603
XM_012691799.1 141
XM_012691805.1 320
XM_012691828.1 322
XM_012691833.1 1387
XM_012691842.1 837
XM_012691864.1 410
XM_012691866.1 424
XM_012691886.1 1060
XM_012691887.1 369
XM_012691890.1 256
XM_012691898.1 1210
XM_012691905.1 0
XM_012691915.1 210
XM_012691920.1 592
XM_012691921.1 414
XM_012691922.1 1025
XM_012691923.1 168
XM_012691935.1 409
XM_012691938.1 37
XM_012691954.1 341
XM_012691957.1 431
XM_012691958.1 432
XM_012691967.1 285
XM_012691968.1 242
XM_012691973.1 215
XM_012691974.1 160
XM_012691975.1 398
XM_012691985.1 92
XM_012691988.1 110
XM_012692007.1 156
XM_012692014.1 336
XM_012692019.1 779
XM_012692020.1 401
XM_012692021.1 97
XM_012692026.1 829
XM_012692030.1 727
XM_012692033.1 336
XM_012692037.1 444
XM_012692045.1 147
XM_012692049.1 331
XM_012692065.1 103
XM_012692076.1 423
XM_012692089.1 508
XM_012692090.1 1639
XM_012692095.1 288
XM_012692148.1 339
XM_012692167.1 876
XM_012692168.1 284
XM_012692182.1 166
XM_012692185.1 690
XM_012692206.1 16
XM_012692208.1 312
XM_012692214.1 249
XM_012692221.1 112
XM_012692225.1 159
XM_012692229.1 252
XM_012692230.1 120
XM_012692238.1 218
XM_012692240.1 980
XM_012692262.1 414
XM_012692269.1 569
XM_012692278.1 253
XM_012692281.1 156
XM_012692309.1 127
XM_012692335.1 629
XM_012692344.1 320
XM_012692346.1 156
XM_012692348.1 138
XM_012692368.1 196
XM_012692395.1 298
XM_012692398.1 738
XM_012692422.1 941
XM_012692448.1 149
XM_012692466.1 101
XM_012692481.1 125
XM_012692492.1 145
XM_012692502.1 5
XM_012692506.1 69
XM_012692507.1 716
XM_012692517.1 32
XM_012692543.1 309
XM_012692552.1 543
XM_012692557.1 186
XM_012692563.1 284
XM_012692566.1 278
XM_012692570.1 7
XM_012692572.1 9
XM_012692575.1 508
XM_012692577.1 45
XM_012692582.1 302
XM_012692600.1 114
XM_012692604.1 329
XM_012692608.1 138
XM_012692631.1 768
XM_012692636.1 159
XM_012692658.1 432
XM_012692661.1 364
XM_012692665.1 182
XM_012692667.1 311
XM_012692669.1 228
XM_012692671.1 296
XM_012692673.1 293
XM_012692681.1 145
XM_012692709.1 580
XM_012692731.1 130
XM_012692744.1 206
XM_012692756.1 3
XM_012692760.1 164
XM_012692761.1 123
XM_012692797.1 162
XM_012692801.1 197
XM_012692802.1 111
XM_012692807.1 598
XM_012692824.1 0
XM_012692825.1 517
XM_012692827.1 66
XM_012692830.1 695
XM_012692835.1 134
XM_012692847.1 346
XM_012692854.1 261
XM_012692871.1 136
XM_012692880.1 476
XM_012692881.1 8
XM_012692883.1 63
XM_012692893.1 204
XM_012692901.1 219
XM_012692902.1 763
XM_012692904.1 629
XM_012692905.1 206
XM_012692907.1 191
XM_012692924.1 3068
XM_012692960.1 52
XM_012692969.1 3
XM_012692973.1 474
XM_012692986.1 97
XM_012692989.1 563
XM_012692996.1 667
XM_012693007.1 351
XM_012693016.1 146
XM_012693019.1 332
XM_012693020.1 214
XM_012693034.1 545
XM_012693035.1 222
XM_012693040.1 267
XM_012693043.1 367
XM_012693047.1 997
XM_012693050.1 262
XM_012693059.1 81
XM_012693069.1 71
XM_012693091.1 190
XM_012693099.1 134
XM_012693102.1 250
XM_012693104.1 169
XM_012693107.1 294
XM_012693110.1 754
XM_012693113.1 317
XM_012693132.1 272
XM_012693133.1 168
XM_012693134.1 92
XM_012693208.1 367
XM_012693215.1 351
XM_012693217.1 234
XM_012693246.1 528
XM_012693251.1 579
XM_012693270.1 220
XM_012693278.1 181
XM_012693279.1 254
XM_012693290.1 92
XM_012693291.1 323
XM_012693302.1 342
XM_012693308.1 71
XM_012693316.1 85
XM_012693318.1 404
XM_012693327.1 117
XM_012693328.1 293
XM_012693329.1 1645
XM_012693330.1 345
XM_012693332.1 76
XM_012693335.1 98
XM_012693339.1 180
XM_012693341.1 479
XM_012693347.1 286
XM_012693354.1 1485
XM_012693365.1 864
XM_012693372.1 685
XM_012693380.1 635
XM_012693387.1 433
XM_012693405.1 472
XM_012693412.1 598
XM_012693428.1 125
XM_012693445.1 101
XM_012693448.1 279
XM_012693455.1 391
XM_012693467.1 26
XM_012693470.1 278
XM_012693473.1 256
XM_012693475.1 513
XM_012693477.1 289
XM_012693480.1 272
XM_012693484.1 56
XM_012693502.1 481
XM_012693530.1 245
XM_012693531.1 355
XM_012693581.1 1240
XM_012693584.1 834
XM_012693589.1 409
XM_012693593.1 121
XM_012693606.1 196
XM_012693607.1 9
XM_012693608.1 93
XM_012693612.1 440
XM_012693643.1 236
XM_012693644.1 255
XM_012693653.1 108
XM_012693659.1 320
XM_012693678.1 181
XM_012693685.1 226
XM_012693686.1 566
XM_012693695.1 539
XM_012693696.1 252
XM_012693701.1 171
XM_012693704.1 99
XM_012693705.1 150
XM_012693728.1 60
XM_012693732.1 194
XM_012693733.1 204
XM_012693755.1 359
XM_012693764.1 1500
XM_012693773.1 1110
XM_012693782.1 303
XM_012693789.1 119
XM_012693797.1 27
XM_012693800.1 41
XM_012693801.1 59
XM_012693814.1 715
XM_012693830.1 197
XM_012693836.1 137
XM_012693839.1 420
XM_012693842.1 917
XM_012693848.1 1244
XM_012693862.1 816
XM_012693866.1 43
XM_012693867.1 451
XM_012693881.1 81
XM_012693884.1 343
XM_012693892.1 151
XM_012693919.1 261
XM_012693928.1 574
XM_012693930.1 87
XM_012693931.1 410
XM_012693933.1 369
XM_012693938.1 235
XM_012693947.1 228
XM_012693967.1 207
XM_012693969.1 136
XM_012694013.1 582
XM_012694035.1 1291
XM_012694040.1 304
XM_012694046.1 863
XM_012694051.1 563
XM_012694055.1 166
XM_012694068.1 240
XM_012694077.1 258
XM_012694079.1 179
XM_012694082.1 324
XM_012694086.1 103
XM_012694089.1 313
XM_012694091.1 191
XM_012694093.1 547
XM_012694110.1 131
XM_012694114.1 141
XM_012694124.1 45
XM_012694134.1 570
XM_012694139.1 510
XM_012694140.1 290
XM_012694142.1 242
XM_012694177.1 342
XM_012694238.1 39
XM_012694239.1 198
XM_012694240.1 358
XM_012694245.1 176
XM_012694248.1 236
XM_012694250.1 447
XM_012694254.1 111
XM_012694278.1 222
XM_012694285.1 723
XM_012694295.1 233
XM_012694297.1 262
XM_012694302.1 132
XM_012694308.1 261
XM_012694318.1 550
XM_012694329.1 226
XM_012694332.1 115
XM_012694339.1 184
XM_012694340.1 373
XM_012694343.1 1056
XM_012694349.1 269
XM_012694351.1 625
XM_012694355.1 680
XM_012694359.1 136
XM_012694389.1 341
XM_012694394.1 382
XM_012694395.1 149
XM_012694403.1 82
XM_012694408.1 85
XM_012694416.1 182
XM_012694421.1 521
XM_012694428.1 439
XM_012694441.1 459
XM_012694444.1 360
XM_012694455.1 293
XM_012694461.1 120
XM_012694468.1 847
XM_012694469.1 515
XM_012694473.1 9
XM_012694482.1 92
XM_012694492.1 137
XM_012694494.1 416
XM_012694509.1 1613
XM_012694519.1 441
XM_012694526.1 297
XM_012694547.1 147
XM_012694550.1 43
XM_012694552.1 445
XM_012694558.1 452
XM_012694569.1 234
XM_012694577.1 194
XM_012694587.1 48
XM_012694605.1 118
XM_012694610.1 0
XM_012694615.1 176
XM_012694618.1 243
XM_012694628.1 67
XM_012694643.1 72
XM_012694654.1 299
XM_012694660.1 381
XM_012694661.1 303
XM_012694662.1 159
XM_012694664.1 230
XM_012694666.1 1200
XM_012694667.1 759
XM_012694677.1 403
XM_012694680.1 4
XM_012694682.1 71
XM_012694689.1 284
XM_012694692.1 208
XM_012694714.1 368
XM_012694728.1 23
XM_012694744.1 103
XM_012694760.1 910
XM_012694768.1 241
XM_012694771.1 745
XM_012694779.1 413
XM_012694793.1 582
XM_012694807.1 306
XM_012694808.1 4
XM_012694819.1 461
XM_012694840.1 187
XM_012694846.1 370
XM_012694850.1 3677
XM_012694865.1 724
XM_012694877.1 220
XM_012694878.1 253
XM_012694883.1 208
XM_012694888.1 0
XM_012694890.1 766
XM_012694892.1 353
XM_012694914.1 421
XM_012694922.1 103
XM_012694924.1 476
XM_012694925.1 661
XM_012694928.1 127
XM_012694936.1 362
XM_012694941.1 237
XM_012694943.1 246
XM_012694944.1 886
XM_012694946.1 250
XM_012694959.1 494
XM_012694966.1 1098
XM_012694979.1 95
XM_012694991.1 604
XM_012695000.1 221
XM_012695004.1 254
XM_012695006.1 1088
XM_012695008.1 802
XM_012695033.1 406
XM_012695040.1 204
XM_012695051.1 34
XM_012695053.1 81
XM_012695059.1 595
XM_012695064.1 108
XM_012695066.1 193
XM_012695068.1 687
XM_012695069.1 215
XM_012695071.1 49
XM_012695072.1 3
XM_012695080.1 663
XM_012695081.1 10
XM_012695083.1 421
XM_012695086.1 128
XM_012695088.1 188
XM_012695091.1 196
XM_012695093.1 217
XM_012695096.1 504
XM_012695097.1 113
XM_012695105.1 325
XM_012695108.1 522
