GeneID L_accius P_sennae L_sinapis C_cecrops D_plexippus H_melpomene P_machaon B_mori
XM_004927460.1 0.948704 0.714687 0.682663 1.416118 1.400713 0.634610 1.259015 1.033671
XM_004927472.2 3.140424 0.686299 1.832768 4.165965 2.452335 0.419146 1.724261 67.979879
XM_004927484.1 0.000843 1.029688 23.949798 3.978220 0.722214 1.341016 10.265055 3.619907
XM_004927485.2 0.947156 3.729073 0.228890 6.296195 5.477212 0.000322 2.963989 2.325923
XM_004927487.2 13.080383 1.146048 0.630052 1.620909 2.709533 1.348483 0.607746 38.300856
XM_004927504.2 2.005860 0.627603 1.704381 1.884705 0.959113 1.034971 64.595203 4.723526
XM_004927545.1 1.161072 1.136630 1.577219 1.470622 1.183112 1.154450 1.423275 78.096318
XM_004927547.2 4.480062 1.998731 2.362979 2.822165 2.985459 2.652072 5.932521 4.147926
XM_004927560.2 0.947546 1.626853 1.524569 3.077210 10.344772 0.000037 1.215706 1.723701
XM_004927565.2 1.863726 0.555233 1.779620 4.868773 71.683025 1.163565 1.877424 6.415561
XM_004927569.1 1.443389 1.562138 0.932620 1.441045 1.356405 1.560600 0.728927 1.911968
XM_004927571.2 0.536532 0.217667 0.391262 0.638895 0.538013 0.441389 0.508490 0.550586
XM_004927572.2 1.900736 3.244121 2.031311 3.210028 5.747460 1.248020 4.029273 1.952072
XM_004927590.2 0.000003 0.000003 0.003295 0.000000 0.000000 1.616426 0.000003 0.000003
XM_004927592.2 2.517350 1.272625 6.558243 1.214043 2.056609 1.427094 1.228553 14.848756
XM_004927593.2 0.968901 1.611968 4.764084 1.529468 2.141839 1.042239 1.468545 6.162458
XM_004927594.2 0.797676 2.017089 0.805929 1.391536 0.835745 2.851525 1.112984 1.355293
XM_004927612.1 1.698624 0.736086 1.429691 4.545206 1.690862 0.770250 2.507539 0.971277
XM_004927616.2 1.202178 1.361767 0.759056 1.891634 2.657202 0.687398 2.229662 4.150478
XM_004927617.2 1.951056 1.219873 1.730931 1.487805 1.572433 1.831827 1.056760 1.343858
XM_004927622.2 1.757157 1.718888 5.760402 1.730892 2.778612 5.222738 1.477204 2.803115
XM_004927625.1 3.117213 1.505851 5.249598 5.261011 1.716950 2.943493 4.477603 5.172808
XM_004927627.2 1.366517 0.837169 1.989310 1.307612 5.758443 0.846142 1.267166 2.363450
XM_004927628.2 1.083217 80.125394 79.306192 2.726495 4.200764 1.653007 5.261621 79.871322
XM_004927640.2 0.811629 0.459434 0.591986 1.716758 1.477959 0.452748 0.460334 0.953367
XM_004927653.2 1.314643 0.764849 0.967487 1.596107 0.770314 1.600547 1.768628 1.230026
XM_004927662.2 1.789416 2.423643 3.681141 2.879128 75.298961 35.383337 0.860878 75.204261
XM_004927675.2 1.118202 0.000010 1.475285 8.513211 0.109391 3.470694 1.882147 0.817903
XM_004927676.2 1.018584 0.788127 1.306208 0.658458 4.937664 1.091511 1.605855 1.992701
XM_004927682.2 1.714355 0.585249 0.903481 0.946016 1.226332 0.888707 0.503514 0.560741
XM_004927684.1 1.147436 1.343100 1.175851 1.388656 0.547489 1.711510 0.884894 1.026884
XM_004927686.2 10.218791 0.888593 0.001250 1.230515 3.366746 3.983356 89.510939 0.345326
XM_004927689.2 1.448696 1.202991 1.343514 1.452259 2.925792 1.559392 0.881393 1.159329
XM_004927695.2 5.409593 77.250869 4.648297 3.385643 2.227619 24.335725 0.819117 4.593940
XM_004927696.2 5.097206 1.112844 2.980619 1.671832 2.331111 1.210865 4.323259 1.386107
XM_004927697.2 1.866216 0.829067 0.000016 0.552497 0.380133 1.358974 1.394221 0.645785
XM_004927702.2 3.397520 2.211243 80.506096 1.708982 0.000058 4.719830 80.266177 0.000066
XM_004927703.2 8.109193 2.235337 2.200875 1.803163 2.978186 1.224305 2.402243 2.644578
XM_004927704.2 1.543360 3.603158 1.774756 1.223943 3.250413 1.144603 2.087295 2.931508
XM_004927706.2 2.515885 1.367338 2.460812 70.663292 3.908002 1.542912 2.498107 2.177171
XM_004927711.2 2.478369 3.498493 2.325829 3.395853 1.744034 3.465029 4.132217 1.761023
XM_004927715.2 1.663310 0.022350 5.059938 3.345464 1.545275 2.511502 4.106300 4.012238
XM_004927717.2 2.158504 0.775832 1.483266 2.329664 1.387665 0.909236 1.514315 2.314793
XM_004927718.2 1.367358 0.000043 2.327605 2.292155 0.439955 1.609253 3.557300 3.217283
XM_004927722.2 1.101296 0.529205 1.226528 0.613749 0.616488 0.508882 0.788777 0.640159
XM_004927725.2 0.918787 0.962106 1.073775 1.119241 1.287689 1.364159 1.420244 0.641991
XM_004927728.2 1.609083 1.166848 0.842279 0.976127 0.527258 0.645898 1.046483 1.581896
XM_004927729.2 10.946904 18.459136 2.261667 6.929632 66.914167 0.009130 67.057367 4.803100
XM_004927730.2 1.389158 0.309156 1.161867 1.630812 1.721840 0.780836 1.003810 1.643859
XM_004927731.2 1.871280 1.111057 0.383121 1.728254 0.433939 0.889650 1.443580 1.859406
XM_004927735.2 0.947589 0.796811 0.887642 1.038108 1.204336 0.991044 0.935038 1.316774
XM_004927740.2 1.581024 1.280152 1.102283 2.185733 2.217970 1.766606 3.001606 1.594504
XM_004927741.2 0.527562 0.311346 1.093828 1.100294 1.664544 0.540114 1.242183 1.015597
XM_004927744.2 1.440328 4.216956 2.030496 2.347914 1.953883 0.928320 2.534046 3.036742
XM_004927749.2 1.803079 1.084050 1.604086 1.197974 2.621697 2.597598 1.208360 1.812006
XM_004927750.2 2.722612 4.093649 0.540967 2.985068 0.938472 1.210169 3.702883 1.565207
XM_004927752.2 1.772376 1.179667 10.975385 1.225969 4.043471 0.338910 60.668169 1.259017
XM_004927762.1 2.399898 2.235386 2.386652 2.769357 2.959653 2.227277 1.261931 4.565473
XM_004927771.2 2.338232 1.385481 2.438017 2.543953 2.521030 1.704784 2.376711 2.758286
XM_004927775.2 6.140968 0.958296 1.007945 3.961287 2.734051 72.569461 72.566880 2.341448
XM_004927776.2 1.020478 1.009744 0.711018 1.625499 0.718386 1.061586 1.178407 2.271635
XM_004927781.2 2.699738 1.653876 3.162096 2.140805 1.323732 1.748873 6.341449 5.150782
XM_004927782.1 1.747435 2.321192 0.778186 1.805957 2.460409 0.737696 2.541821 2.841802
XM_004927797.1 3.084260 5.631263 2.519728 83.778121 2.387652 83.963155 1.221145 9.897715
XM_004927799.1 71.163166 0.000113 6.528770 3.164483 2.975073 0.813175 2.931563 13.232022
XM_004927802.2 0.558346 0.445257 0.711697 0.654251 0.584065 0.352189 0.870951 1.135740
XM_004927804.2 17.798548 1.581516 1.972956 4.752582 2.657957 4.728381 3.976919 2.333103
XM_004927805.2 0.292114 1.292750 0.541923 0.620434 0.308654 2.131682 0.554212 1.034878
XM_004927806.2 0.868545 0.565257 0.907432 1.080413 0.905068 0.798061 0.920112 1.242916
XM_004927809.2 3.265803 1.055795 1.901975 2.049631 2.172854 2.997203 1.035439 1.174442
XM_004927811.2 1.945273 2.421609 19.951291 14.261676 7.535161 0.572209 3.426755 2.317254
XM_004927814.2 1.146342 1.218792 1.708572 1.485940 2.485406 1.546728 1.787477 2.091526
XM_004927815.2 1.508459 1.253652 1.984800 2.377604 1.368524 1.131250 2.357212 1.867190
XM_004927817.1 2.503538 0.820077 1.466133 2.482156 1.385577 1.450795 1.649939 2.104076
XM_004927819.2 4.653061 0.000172 4.191436 4.087938 3.480755 1.657812 2.837890 3.853450
XM_004927823.2 70.285890 0.021402 2.749796 0.000627 0.000627 2.749800 2.749798 0.000627
XM_004927825.2 0.910441 0.000004 2.023795 0.877105 1.768204 0.434949 1.289646 1.454063
XM_004927828.2 2.538848 3.033871 4.379681 4.080337 3.706730 4.640736 4.259256 4.349182
XM_004927829.1 1.260177 0.456685 1.042011 0.562879 71.374615 0.739256 0.977602 1.083733
XM_004927835.2 96.119412 99.261412 1.116510 2.764753 2.571393 4.356601 20.866966 2.436903
XM_004927840.2 0.490289 0.000313 66.229772 66.148503 66.206020 0.000371 10.816943 0.570283
XM_004927851.2 3.126259 0.000327 3.754401 63.438654 1.606162 2.434236 0.000070 6.069045
XM_004927854.2 0.986345 0.501228 1.075701 1.175447 1.365592 1.603707 0.995053 1.135215
XM_004927855.2 0.573247 7.436017 0.032729 0.613641 2.053027 3.285234 2.605075 0.042613
XM_004927858.2 2.655808 0.657642 1.649905 2.161970 2.750405 1.430322 2.748162 0.000077
XM_004927859.2 1.108378 0.715044 1.315656 0.926255 1.060461 0.538264 0.770308 1.035436
XM_004927860.2 0.843569 2.333641 1.232205 1.017530 1.620534 1.752898 0.863842 0.949585
XM_004927861.2 1.258627 0.537470 0.828981 0.673793 1.760625 0.812018 1.133868 0.637778
XM_004927867.2 1.493895 0.903445 1.538966 1.175403 1.088038 2.178432 67.486988 2.060579
XM_004927872.2 2.252397 4.269956 8.128590 3.824744 2.072362 2.210407 1.797377 3.411956
XM_004927873.2 0.935066 0.997577 0.737368 1.664125 1.092009 0.829260 2.143569 1.450767
XM_004927874.1 56.067585 2.066675 1.488563 0.754739 75.103810 2.343076 1.615821 1.638819
XM_004927881.1 0.714087 1.356277 62.421404 62.441719 1.185598 0.708830 1.127010 1.851973
XM_004927889.2 0.465325 5.430182 2.409475 2.274882 0.405923 2.120247 3.158920 3.909177
XM_004927891.2 0.641267 0.693496 1.317913 1.200028 1.305736 1.656480 1.405793 1.082308
XM_004927896.2 2.297815 1.154363 2.184556 1.073047 2.844101 0.000343 1.808335 1.184721
XM_004927899.2 0.659060 0.791799 0.706468 1.041875 0.685918 0.817322 0.808009 1.158946
XM_004927906.2 0.617187 0.718320 1.301264 64.628766 1.460817 1.423307 2.036144 1.427915
XM_004927907.2 5.744014 1.584134 2.624230 1.750167 1.951505 0.655555 68.780671 1.549234
XM_004927908.2 5.109819 3.539173 1.510988 4.562013 1.774589 2.571422 3.304212 4.184389
XM_004927913.2 2.709096 3.410084 2.158654 1.575552 2.172913 0.475902 1.248212 1.816280
XM_004927914.2 0.769298 3.968655 8.483208 1.403374 2.789186 0.788564 2.099069 82.927041
XM_004927915.2 2.457452 3.420770 5.413801 3.655903 2.560070 2.802404 1.563976 3.483302
XM_004927922.2 48.615890 8.977017 0.000082 0.000446 0.000190 10.040427 0.000444 16.643825
XM_004927924.2 1.432626 1.267858 1.219332 1.432615 1.679909 1.637256 1.322534 1.268028
XM_004927929.2 1.552673 0.532706 1.832053 1.172044 1.550795 1.179789 0.920219 1.853098
XM_004927930.2 0.001974 0.001398 1.881174 1.790976 0.001420 68.693747 68.531366 8.645127
XM_004927957.2 1.071060 2.181100 1.260549 1.901211 2.497722 0.486266 1.344902 2.109231
XM_004927971.2 2.477355 4.620022 1.381870 1.862143 1.838906 2.456677 4.217556 3.753459
XM_004927979.2 2.182856 1.673583 1.123127 1.839542 1.582210 1.212632 2.361818 2.748516
XM_004927989.2 1.603530 1.421473 2.288281 1.619872 2.155907 3.389524 1.655671 3.576911
XM_004927996.2 0.192352 1.714367 1.685796 1.544345 0.970955 0.855504 2.013321 3.090062
XM_004928016.2 1.900093 2.084320 2.177602 2.281189 1.887024 1.926163 2.252985 2.894394
XM_004928023.2 0.000283 0.860615 0.000483 0.000190 3.655951 9.210873 0.253183 70.411533
XM_004928044.2 64.955329 0.848248 1.614601 1.165450 5.109222 0.938543 0.780893 5.669582
XM_004928047.2 1.093080 1.158572 1.465217 1.166126 9.121891 1.606311 1.410497 1.530702
XM_004928064.1 1.467853 0.644811 1.176076 0.704627 2.216970 1.106974 3.692339 0.833046
XM_004928070.2 63.140957 0.954870 0.827074 1.680677 1.157852 1.122019 0.799899 1.142417
XM_004928077.2 1.109017 1.213642 1.238808 0.763847 1.127205 0.798302 1.952255 0.635932
XM_004928085.2 1.149182 0.786190 0.611244 0.640186 0.975480 2.764996 0.874674 0.621962
XM_004928089.2 2.846127 0.790644 1.229954 2.438858 2.668159 1.217165 1.472419 7.411445
XM_004928090.2 0.471749 1.776125 0.418220 58.996266 10.873589 1.512350 2.451061 10.846194
XM_004928108.2 1.952249 1.109910 1.530470 1.242744 1.288343 1.894653 3.395503 1.734614
XM_004928113.2 2.847019 1.521078 2.181327 76.100793 14.224673 1.021585 4.139560 1.445017
XM_004928130.2 1.289759 1.178445 1.171416 2.695056 1.123281 1.836849 1.008019 1.478563
XM_004928141.2 1.416189 1.101467 1.020643 1.106834 2.005566 1.098019 1.479915 1.385845
XM_004928147.1 2.982099 1.002494 2.296653 4.507895 73.670737 0.917825 0.000179 2.732815
XM_004928156.2 2.432921 0.905912 1.727053 1.798365 0.769522 0.491849 1.242720 1.347366
XM_004928159.1 4.092076 0.557219 1.885065 2.886977 1.864025 1.510836 27.606834 2.819609
XM_004928165.1 1.677509 0.315582 1.387244 1.036491 2.045739 0.323705 0.978532 0.598346
XM_004928168.2 0.587920 1.177687 1.250612 1.777231 0.884003 0.994603 1.294550 1.677934
XM_004928182.2 0.789195 0.609999 0.813629 0.826479 1.090408 0.958485 0.700419 0.731865
XM_004928184.2 4.318910 4.680873 0.000051 2.106324 1.495541 0.696717 1.549889 2.124184
XM_004928185.2 7.457829 5.263051 3.934408 4.515122 3.642173 3.970880 6.155092 5.985502
XM_004928187.2 1.988224 1.017641 0.938393 1.688079 1.570225 1.251081 1.411536 1.284824
XM_004928200.2 0.000034 3.146593 0.000022 5.528473 0.000035 5.290211 0.000023 3.733669
XM_004928206.2 0.967475 0.697413 1.004926 0.706917 0.764910 0.922058 0.680674 0.601672
XM_004928208.2 1.365592 0.000160 9.265260 1.271596 0.710152 2.128443 5.505157 0.000046
XM_004928210.2 5.117044 2.283370 1.273162 1.100014 1.761518 1.167800 1.298767 2.388041
XM_004928211.2 1.060958 1.036523 0.741610 0.891377 1.477276 1.088440 1.596242 2.764077
XM_004928213.2 63.592968 4.624440 0.000086 0.000065 2.970752 2.892769 3.961342 1.238920
XM_004928218.1 78.722666 7.230056 78.065859 1.708564 4.315072 2.416307 3.784689 6.449697
XM_004928222.2 1.239559 0.854371 1.129771 2.266329 1.286809 1.405877 1.113224 1.268557
XM_004928231.2 1.842539 1.374250 2.758995 2.420652 2.235068 1.732130 1.249235 2.921407
XM_004928232.2 1.063502 1.237815 0.992111 1.429452 1.727308 1.430192 1.520000 1.705617
XM_004928245.2 2.235909 0.852917 4.040395 0.954441 2.802017 2.691517 2.514618 8.024666
XM_004928252.2 2.639334 0.506025 0.614198 0.000637 0.000424 12.173006 0.000005 0.611380
XM_004928255.2 1.526107 1.213023 1.724403 1.898987 1.591189 0.916463 1.462252 2.806051
XM_004928262.2 12.347931 11.181849 2.668013 0.000097 0.447058 0.000814 0.952584 0.000000
XM_004928263.2 2.393947 0.711881 1.214279 2.756251 1.163285 0.665882 2.130634 1.941828
XM_004928271.1 1.203680 0.691471 0.970728 1.124285 1.234957 1.563532 1.561687 0.870629
XM_004928279.1 0.261685 9.825695 0.000004 0.000087 0.580386 0.000004 0.555103 0.918103
XM_004928280.2 8.710775 3.042651 3.824603 1.043990 1.417608 0.834799 1.375373 2.176117
XM_004928283.2 2.095593 0.000004 55.495815 0.000004 0.432142 0.000004 0.000004 55.735252
XM_004928285.2 1.090128 1.375055 3.209187 1.657564 1.159479 1.341826 1.492373 2.149212
XM_004928288.2 3.151444 2.079454 2.608265 1.017234 4.607241 2.273311 2.463226 11.469189
XM_004928289.1 0.679617 1.190958 1.710325 1.319546 1.066796 1.014552 1.903373 71.165270
XM_004928292.2 4.777692 9.055935 0.602788 4.264325 3.654221 0.000012 6.670875 0.000016
XM_004928298.1 2.593596 1.909608 1.679402 2.738484 3.466704 1.571212 7.765685 5.950792
XM_004928302.2 65.249154 65.937181 65.975687 66.016889 65.930059 1.238846 1.644197 1.494039
XM_004928304.2 0.680353 1.669703 1.095136 2.027639 0.487379 5.115649 2.133833 8.594275
XM_004928305.2 0.395783 0.000020 2.132325 0.589189 0.000026 2.543271 1.291590 3.633004
XM_004928318.2 5.689313 66.656943 68.274209 4.203730 68.008033 0.908215 4.665544 0.918145
XM_004928326.2 1.647430 0.433338 1.510684 0.789500 1.402016 1.650195 1.242321 8.307599
XM_004928343.2 0.000078 67.001858 1.273063 3.349058 0.982049 1.361238 0.000406 2.921291
XM_004928349.2 3.437408 0.995847 1.986567 3.812698 1.837822 1.231191 2.487794 2.040462
XM_004928363.2 0.712876 1.698349 0.908161 0.529122 2.254209 0.548821 1.004167 1.522554
XM_004928370.2 4.778575 7.532079 0.997874 3.831291 0.000735 8.305606 12.200017 0.316063
XM_004928372.2 0.710732 1.135818 0.805805 1.264070 0.883959 1.712027 1.186779 1.285895
XM_004928377.2 0.888341 1.185847 1.313929 1.113892 0.910336 0.952249 0.752286 1.438845
XM_004928382.2 1.097669 0.899379 1.064550 0.919719 1.018952 1.024779 1.064523 1.507811
XM_004928388.2 0.843164 0.828450 1.547980 60.116764 2.842836 1.151896 2.008806 2.726004
XM_004928389.1 2.321387 0.866864 2.210668 3.245892 1.156634 0.878144 1.023627 2.135371
XM_004928397.2 0.616658 0.210781 0.958731 1.342011 0.818955 0.725697 0.971773 1.002837
XM_004928404.2 1.397899 1.989153 1.769240 2.529048 13.189188 1.336565 2.590107 10.614441
XM_004928412.2 7.471832 1.465657 77.168025 76.697797 1.140651 3.628382 2.652128 76.931275
XM_004928414.2 1.273649 2.000945 3.356075 3.500583 2.029162 1.122415 3.080805 3.309358
XM_004928418.2 1.991697 0.670588 3.501049 0.000141 8.194532 0.000274 6.706129 0.000697
XM_004928421.2 4.000331 1.609714 0.000244 1.539643 2.287853 2.957794 3.045641 1.328943
XM_004928423.2 1.027926 31.929685 3.661077 1.306688 0.270525 10.216387 3.266072 0.097601
XM_004928425.2 2.382527 0.956708 0.810419 1.177136 3.390925 6.409220 1.126292 2.585321
XM_004928427.1 2.097235 24.386950 1.522076 3.257083 86.456762 9.186751 2.035667 8.975644
XM_004928428.2 1.178241 0.807177 0.856401 1.650791 0.859658 0.845155 1.126046 1.438177
XM_004928431.2 1.016638 0.801387 0.592007 0.969713 0.531434 0.740945 1.793465 1.363709
XM_004928436.1 104.680441 2.583861 1.682528 2.552913 4.116456 1.116130 0.008124 3.941994
XM_004928441.2 1.578177 0.658706 85.178838 1.543631 0.380631 2.836623 1.770674 2.094531
XM_004928445.2 3.096184 0.001429 3.195285 1.522813 2.059204 1.728092 89.434648 2.201756
XM_004928446.2 0.951487 0.619477 0.750557 0.735746 0.964471 0.578296 0.896767 0.992348
XM_004928451.2 0.709475 0.432000 0.981511 0.872832 1.224138 0.625975 1.081178 1.034868
XM_004928453.2 1.570356 2.013680 1.220169 1.511816 2.501343 0.969139 2.717763 2.663269
XM_004928454.2 2.314060 0.325217 1.691664 1.094235 0.828309 1.142559 0.591023 3.542815
XM_004928455.2 2.879080 0.307384 3.408645 51.084656 73.231224 5.923699 2.044752 4.948759
XM_004928456.2 1.151950 1.861356 1.015673 1.211922 1.253111 0.921159 1.696127 1.283311
XM_004928459.2 1.637643 51.706013 3.552504 0.855449 0.000066 2.092419 4.367837 0.000087
XM_004928461.2 1.057149 1.055082 1.246415 1.559493 2.232959 1.374419 1.542307 3.621549
XM_004928463.2 0.208224 1.172386 1.289799 3.740436 2.420905 3.048355 2.162699 2.248895
XM_004928469.2 1.625454 0.810347 0.987064 3.684729 1.190138 1.192909 1.449198 2.088575
XM_004928472.2 0.494573 1.094958 0.142128 0.826550 0.401196 0.915236 0.997619 1.593799
XM_004928482.2 2.148794 1.692933 2.363729 2.536917 1.914013 1.736035 3.353955 4.375694
XM_004928485.2 2.627981 1.665040 1.502771 2.653071 1.135250 2.736159 1.511654 3.065303
XM_004928486.1 1.090873 0.265978 1.060593 0.723547 0.910198 0.753152 0.576460 1.885829
XM_004928487.2 1.737277 1.580565 2.892163 23.078630 79.652042 1.581086 3.222764 2.296554
XM_004928494.2 0.710978 0.554464 1.091604 1.000558 0.970580 0.627229 0.910783 1.496551
XM_004928498.1 6.031234 4.054215 6.443114 4.716410 3.012585 5.298088 6.143303 9.195390
XM_004928499.1 1.736858 1.028129 2.013138 1.698939 2.030945 1.949667 3.245207 1.321138
XM_004928500.2 4.434273 43.450262 0.082163 1.763251 0.000035 3.229744 45.278651 1.641599
XM_004928502.2 0.881243 1.594801 1.568070 1.938206 1.033501 1.345288 1.125062 1.313449
XM_004928503.2 6.039644 0.648128 1.029532 2.644682 7.817780 0.726313 3.732496 2.367756
XM_004928504.2 2.810502 0.774512 2.270316 2.443969 1.828258 1.464436 1.252544 1.545820
XM_004928508.2 1.135328 0.319689 0.979799 1.575856 0.885713 0.603159 2.706979 0.529005
XM_004928519.2 0.283522 1.089699 0.510295 0.686714 2.131280 0.920117 0.671727 2.802124
XM_004928520.2 0.667983 48.376394 1.524063 47.828476 48.850071 4.446765 0.000109 48.780615
XM_004928528.2 0.636187 1.178141 0.833910 1.019875 1.560520 0.991924 0.919762 1.061278
XM_004928529.1 2.679206 1.492312 2.501021 10.129585 11.944316 0.000039 0.646795 2.481558
XM_004928530.2 1.084599 1.423951 0.000006 0.000006 2.792172 5.597285 0.501717 2.174962
XM_004928531.2 2.225767 1.748613 2.577648 6.217265 2.849546 1.432198 2.103001 1.396902
XM_004928539.2 2.655348 1.272573 65.100775 2.226862 59.705344 0.483473 31.152682 0.922827
XM_004928544.2 2.333039 2.732775 3.727762 1.569358 1.973978 3.259932 1.417973 2.222142
XM_004928549.1 2.657096 1.726277 2.481069 2.088855 1.317711 2.314777 1.712968 2.963770
XM_004928550.2 4.086890 2.115808 3.478809 2.564086 2.956595 1.621058 1.869604 0.841445
XM_004928551.1 1.648630 4.618101 2.410766 2.590766 1.127002 2.438014 2.600776 7.147998
XM_004928556.2 1.474825 1.074418 1.108811 0.754974 0.746873 1.238717 1.286135 1.666128
XM_004928557.1 63.911830 3.443122 1.513021 3.718297 0.568541 4.827709 31.824337 0.692449
XM_004928558.1 0.687498 0.890715 0.413166 0.875902 0.640283 0.686378 0.740623 2.024126
XM_004928560.2 2.577843 4.057075 4.580654 2.542172 3.942222 88.155431 3.109283 2.238050
XM_004928563.2 0.541869 1.120596 1.536813 4.202999 1.011901 1.368164 16.332727 2.286022
XM_004928565.2 0.770197 0.664798 0.762259 0.717665 1.036128 0.653441 0.885189 0.811869
XM_004928568.1 0.774483 0.990728 0.799640 1.245409 0.997760 0.753124 1.005740 1.192106
XM_004928570.2 3.496427 2.562269 3.822932 1.469221 2.725846 1.721866 2.350709 6.748448
XM_004928572.2 1.480926 1.141894 1.035002 1.775410 1.380227 1.084370 1.308211 2.192942
XM_004928577.2 2.104931 1.284634 0.723492 1.948291 1.510598 1.797844 2.683359 2.215618
XM_004928578.2 1.989623 1.131444 0.811174 1.596641 0.349581 3.163657 1.864617 1.198026
XM_004928581.2 4.073800 6.201544 2.252212 2.367853 5.466992 1.207858 65.672917 3.214278
XM_004928582.2 83.361504 8.796107 6.454479 83.369523 0.197199 14.992048 83.257501 83.225001
XM_004928585.1 0.759669 0.750282 0.922608 1.040803 1.501632 1.281998 1.086759 1.175871
XM_004928587.2 0.895440 3.302837 0.615792 0.995705 1.253832 1.111539 0.761241 1.460437
XM_004928589.1 3.584014 2.793040 7.068215 8.172417 12.579186 1.948648 3.796065 9.943095
XM_004928590.2 0.185579 0.271394 58.460206 0.000055 19.092589 2.547317 1.699863 2.491707
XM_004928599.2 0.541512 0.595647 1.711457 1.125149 2.272281 1.274399 0.759532 2.336844
XM_004928600.2 1.480928 0.776817 1.058271 2.179997 1.124796 1.527167 0.810305 1.675932
XM_004928601.2 0.648631 0.623823 1.010954 0.613695 0.617963 1.672378 0.772728 0.877779
XM_004928602.2 2.145603 0.598247 1.140172 17.922839 1.126028 0.571521 1.623400 0.649097
XM_004928610.2 0.582936 0.000014 3.625608 0.982133 0.000014 1.170290 51.096108 0.760918
XM_004928612.2 0.645744 0.451923 0.706724 0.848542 0.575455 0.743682 0.471218 0.997890
XM_004928626.2 0.714095 0.921698 0.805848 1.176762 1.316970 1.344511 0.873032 0.886385
XM_004928627.2 0.707950 0.604400 0.827122 0.894781 1.153867 1.302142 0.807802 1.736607
XM_004928631.2 2.018579 1.318487 2.554464 2.242593 1.497924 1.696004 0.676424 1.819224
XM_004928634.2 7.235325 3.876761 67.953280 2.265106 4.383502 1.334654 2.535842 2.527759
XM_004928635.2 82.981365 2.231029 7.453436 15.068395 7.409505 1.205178 3.186493 2.395851
XM_004928636.2 2.138216 0.738414 0.902600 1.617353 5.255687 2.592946 1.596684 0.583068
XM_004928642.1 0.841900 1.183580 1.102399 1.797684 0.926091 1.371104 1.611910 1.850369
XM_004928645.2 4.502067 3.135485 0.000220 1.069075 60.929895 0.859313 0.342084 2.659920
XM_004928646.2 1.387434 0.884389 1.025516 0.653426 0.763353 0.321025 0.147957 1.982741
XM_004928647.2 67.496534 11.880580 1.665266 0.000317 1.756096 7.257129 1.158757 1.272963
XM_004928649.2 1.659468 1.863216 4.070493 1.772098 2.605083 3.989880 5.001565 2.213275
XM_004928650.2 2.152922 1.986264 2.259934 2.922201 2.334397 1.941285 2.749506 4.251840
XM_004928652.2 1.646641 1.487534 2.226780 1.831211 2.128811 1.207376 2.054799 3.016853
XM_004928653.2 1.439366 1.419801 1.665275 1.321146 2.799260 2.294413 2.000054 2.390475
XM_004928654.2 1.091511 0.609068 0.831812 2.828074 0.948766 0.558220 11.746620 0.000223
XM_004928659.2 0.381299 0.625282 1.685474 1.513983 14.510147 21.185746 0.268344 75.833824
XM_004928665.2 0.667916 0.392115 1.275146 1.632894 1.029419 0.743601 0.534124 2.080066
XM_004928667.2 7.511915 0.508976 2.104763 1.395395 7.738592 1.678111 3.654387 65.916629
XM_004928673.2 0.907748 0.723144 0.990007 1.221132 1.085091 0.815256 1.132553 1.240516
XM_004928688.2 0.089862 0.964049 1.887464 0.915550 1.608917 1.131681 66.153341 66.034156
XM_004928692.2 0.713986 0.385391 0.906253 1.157050 1.103531 0.806556 0.787206 1.721882
XM_004928693.2 1.706240 1.017649 1.874802 2.121869 1.687279 0.906787 1.953063 2.554333
XM_004928709.2 1.089295 0.571098 0.976648 1.572083 0.843796 1.096569 0.929026 1.277310
XM_004928725.2 0.998123 0.897590 1.259587 1.182689 1.265782 1.105891 1.175490 1.769391
XM_004928748.2 1.187505 2.295631 47.389754 0.946510 3.536418 78.196285 1.113577 2.849675
XM_004928750.2 0.835998 1.407496 38.129987 0.036521 2.698196 0.051138 2.304875 1.370815
XM_004928757.1 6.031013 2.397510 6.241001 3.759650 3.539467 4.510510 3.187878 17.706457
XM_004928775.2 2.393806 2.039342 1.911384 2.217954 2.075100 1.435757 1.306805 3.907743
XM_004928777.1 1.468289 2.058264 1.449588 3.668186 4.509735 0.585231 2.655564 3.855434
XM_004928779.2 1.649836 2.509526 1.217509 1.381044 0.000027 6.172356 0.843085 2.357283
XM_004928780.2 5.450220 8.576166 1.616896 3.743403 1.882287 12.143156 1.542973 3.206458
XM_004928781.2 0.846723 1.940799 1.507609 1.476793 1.052861 49.128696 0.843386 67.321191
XM_004928784.2 0.430979 0.445231 0.447852 0.691419 0.735698 0.352784 0.285115 1.705972
XM_004928785.2 1.336556 0.618878 1.667792 1.170240 1.271476 1.352710 0.948450 7.740393
XM_004928795.2 0.921650 2.289810 1.101284 2.248152 5.074721 68.823206 0.000121 69.305714
XM_004928798.2 0.000690 1.060298 1.583775 66.808195 2.099534 4.198529 67.405335 13.740278
XM_004928799.1 0.915270 1.771728 1.243486 0.915695 0.855120 1.524949 1.891275 0.916418
XM_004928803.2 2.387275 1.062019 1.769369 3.442208 2.530674 0.410506 3.038680 3.203947
XM_004928808.2 0.831019 0.844483 1.380027 2.352293 2.136574 1.146496 0.929036 3.138926
XM_004928810.2 2.050900 4.362238 2.277022 3.996666 4.586179 1.006606 22.030942 2.710681
