GeneID  node1 L_accius node2 node3 P_sennae L_sinapis node4 C_cecrops node5 D_plexippus H_melpomene P_machaon B_mori
XM_004930644.2  0.02111 0.04458 999.00000 0.06552 0.02111 0.03773 126.35296 0.06512 0.20805 0.03983 0.03787 0.01005 0.06978
XM_004930645.2  7.85906 0.02337 0.01899 0.13887 0.01268 0.03343 0.01070 0.02096 34.46071 0.02220 0.02445 0.01882 0.03374
XM_004930646.2  710.40256 0.01001 43.44231 244.76514 0.01404 0.02523 999.00000 0.03326 0.02937 0.01544 0.02010 0.00052 0.02244
XM_004930647.2  0.00010 0.07565 0.01309 0.00010 0.00489 0.00374 0.00010 0.00991 0.00010 0.00277 317.19089 0.02140 0.00103
XM_004930648.2  0.00010 0.01527 999.00000 999.00000 0.01474 0.00708 0.00108 999.00000 999.00000 0.00105 0.00030 0.03047 0.01653
XM_004930649.2  0.00010 0.00319 0.00010 999.00000 0.00741 0.00352 0.00010 0.00190 0.00010 0.00545 0.00139 0.00697 0.00904
XM_004930650.1  0.02776 0.02393 638.70562 999.00000 0.01513 0.01998 999.00000 0.01328 999.00000 0.02088 0.01736 0.02032 0.04908
XM_004930652.2  7.00732 0.03568 18.28464 0.02502 0.01590 0.05028 0.00010 0.00097 11.68111 0.01620 0.00092 0.02521 0.00132
XM_004930657.2  558.84284 0.01229 535.08808 0.11684 0.01436 0.01216 365.49076 0.01400 861.98488 0.01104 0.01249 0.00881 0.01457
XM_004930671.2  0.02358 0.04122 0.07323 2.19919 0.03320 0.02612 23.35677 0.08780 0.00267 0.00425 5.18082 0.02382 0.02643
XM_004930673.1  189.73008 0.00883 999.00000 999.00000 0.01739 0.01880 999.00000 0.05239 999.00000 0.00259 0.09114 0.03192 0.03118
XM_004930674.2  0.12023 0.02115 999.00000 0.05987 0.01420 0.01023 0.00010 0.02695 0.04704 0.03233 0.01094 0.02561 0.02623
XM_004930678.2  999.00000 999.00000 0.00010 999.00000 0.00010 0.00010 0.00010 999.00000 5.45138 0.14084 999.00000 999.00000 999.00000
XM_004930679.2  999.00000 0.03430 999.00000 0.27012 0.03232 0.02638 999.00000 0.02528 0.16040 0.03533 0.01490 0.03193 0.03745
XM_004930680.2  731.11617 0.00329 1.06763 625.99855 0.00115 0.00547 999.00000 0.02770 0.30922 0.01868 0.03639 0.08109 0.07410
XM_004930681.2  0.00010 0.00569 0.00010 875.81243 0.00099 0.00139 0.00010 0.00790 0.00010 0.00455 0.00010 999.00000 0.00010
XM_004930687.2  0.00010 0.00578 0.00010 0.03459 0.01172 0.02346 659.72779 0.01294 0.00214 0.02669 0.00723 0.01679 0.02832
XM_004930691.2  0.09793 0.06492 247.41914 999.00000 0.04098 0.04815 0.10407 0.08747 0.11699 0.03766 0.02128 0.02724 0.06121
XM_004930694.2  999.00000 0.07842 0.00572 999.00000 0.57474 0.00166 999.00000 0.14703 0.00010 0.05743 0.00933 0.10061 0.07427
XM_004930695.2  999.00000 0.00116 936.05300 999.00000 0.03471 0.00175 0.02039 0.00207 361.73989 0.03659 999.00000 0.04635 0.04130
XM_004930696.2  79.35568 0.09388 0.04256 0.02722 8.18203 0.01481 142.36396 0.06587 26.61721 0.04024 0.02233 0.07306 0.04864
XM_004930697.2  999.00000 0.07671 0.00010 999.00000 0.03847 0.05113 999.00000 0.25831 999.00000 0.02414 0.07013 0.03783 0.02295
XM_004930698.2  100.75474 0.09742 999.00000 0.12292 0.01944 0.07748 999.00000 0.05129 473.71144 0.05538 0.03656 0.00077 0.04901
XM_004930705.1  999.00000 0.04512 0.01685 0.08098 0.05150 0.02161 0.00010 0.02662 999.00000 0.03248 0.06712 0.01880 0.05909
XM_004930707.2  0.00010 0.11647 999.00000 266.42779 0.01152 999.00000 0.00010 0.00483 429.03433 0.13005 0.03495 0.09378 0.07299
XM_004930709.2  0.73797 0.12801 0.00010 6.14758 0.01114 0.04797 0.41607 0.00039 0.00010 0.01117 0.72658 0.00021 0.04089
XM_004930714.2  0.00887 999.00000 0.00428 0.01756 999.00000 0.01397 0.00010 0.01748 837.67394 0.01290 0.00640 0.01212 0.00203
XM_004930719.2  24.79942 0.01772 0.08428 0.10359 0.03653 0.05499 0.03048 0.06510 0.00920 0.02359 0.02581 0.01846 0.03991
XM_004930721.1  999.00000 0.02613 0.00056 828.07301 0.03912 0.00276 999.00000 0.00804 0.00010 0.00205 0.07387 0.00743 0.05601
XM_004930723.2  0.00010 0.15703 0.00010 0.03192 0.14878 0.02908 999.00000 0.07466 1.12654 0.04071 0.09695 0.03990 0.08509
XM_004930725.2  163.08010 0.14659 0.00010 0.01652 0.00785 0.04668 999.00000 0.00261 999.00000 0.05659 0.02294 0.02207 0.01691
XM_004930727.2  1.84131 0.01073 0.01090 0.04234 0.00461 0.03765 0.12222 0.01689 1.78449 0.01013 0.00908 0.01492 0.00044
XM_004930729.2  999.00000 0.00708 0.00010 999.00000 0.04023 0.06355 999.00000 0.02581 0.00595 0.01770 0.02774 0.01968 0.00998
XM_004930732.2  999.00000 0.01062 12.69476 68.92391 0.00930 0.02162 0.00452 0.01324 0.03763 0.01860 0.03079 0.00128 0.01967
XM_004930739.2  999.00000 0.04685 34.14077 999.00000 0.00010 0.08729 999.00000 0.05781 0.00010 999.00000 0.00221 0.01627 999.00000
XM_004930747.2  0.03146 0.04078 0.01802 0.14299 0.02048 0.05331 999.00000 0.04003 0.16118 0.02580 0.04165 0.07413 0.11213
XM_004930754.2  0.00010 0.00010 0.00010 0.00010 0.24975 999.00000 25.58745 0.08736 7.75703 999.00000 999.00000 0.00247 0.00484
XM_004930769.2  0.00010 0.01626 999.00000 0.00010 999.00000 0.05421 0.00010 0.01211 0.00141 0.00082 487.09365 0.01076 0.03261
XM_004930779.2  999.00000 0.00480 286.21344 0.02770 0.00216 0.33508 999.00000 0.11113 55.82371 0.04435 0.00737 0.02398 0.00131
XM_004930788.2  0.00731 0.04744 999.00000 999.00000 0.05470 0.04270 0.02379 0.02054 999.00000 0.02478 0.10983 0.00524 750.07207
XM_004930807.2  0.00010 0.02229 999.00000 999.00000 0.00010 0.02233 999.00000 0.14941 0.00191 0.05168 0.00355 0.01013 0.01717
XM_004930809.2  0.00010 0.01250 0.00010 0.00584 0.01121 0.01231 0.00010 0.01163 0.00010 999.00000 0.00044 0.03273 0.11732
XM_004930813.2  0.55115 0.03425 0.00285 0.00010 0.00465 0.03416 10.93421 0.01613 11.02181 0.02209 0.01368 0.00134 0.00960
XM_004930815.2  0.06195 0.03675 0.04543 0.01447 0.04707 0.04948 0.03455 0.02640 0.10360 0.03076 0.03532 0.04366 0.01429
XM_004930821.2  999.00000 0.03583 999.00000 0.00085 0.04151 0.04123 999.00000 0.08269 999.00000 0.03008 0.07122 0.05147 0.02261
XM_004930823.2  999.00000 0.01996 0.00010 999.00000 0.06399 3.54193 265.96102 0.07810 999.00000 0.02207 0.02224 0.46269 0.03033
XM_004930825.1  999.00000 0.05904 0.00010 0.03082 0.01094 0.05513 999.00000 0.08751 0.01552 0.03068 999.00000 0.02301 0.04518
XM_004930826.2  999.00000 0.01437 999.00000 999.00000 0.03027 0.03395 56.44466 0.03755 0.00859 0.02067 0.01890 0.08291 0.03842
XM_004930827.2  0.04379 0.07871 0.21849 999.00000 0.05720 0.04401 0.06368 0.04969 0.14969 0.04084 0.06940 0.09115 0.07224
XM_004930829.1  28.60917 0.31614 0.00132 11.15969 0.00278 0.11063 0.01227 0.03643 38.16991 0.03045 0.05068 0.00367 0.00301
XM_004930831.1  999.00000 0.02906 999.00000 0.04834 0.02062 0.06379 999.00000 0.02374 999.00000 0.02417 0.02547 0.00116 0.03164
XM_004930833.2  4.87424 0.01317 0.00144 2.39425 0.37726 0.00137 0.00010 0.03668 0.00057 0.00157 0.00568 0.00114 0.02352
XM_004930837.2  999.00000 0.00193 0.00400 0.00481 0.01087 0.00988 0.02574 0.01568 0.00010 0.00661 0.00805 0.01593 0.00440
XM_004930839.2  0.03351 0.01794 0.00010 0.03714 0.01263 0.01509 999.00000 0.01084 0.00733 0.01422 0.01200 0.03458 0.02875
XM_004930847.2  0.00367 0.01424 0.02516 0.01353 0.01815 0.01731 0.00702 0.02425 0.00010 0.01266 0.00628 0.01942 0.03123
XM_004930848.2  289.60559 0.11444 6.13183 0.43344 0.09797 0.18994 999.00000 0.23266 0.08692 0.03887 0.05424 0.11249 0.12386
XM_004930849.1  239.32304 0.03905 0.01994 0.04219 0.03656 0.02402 999.00000 0.08121 0.02825 0.03262 0.06197 0.06306 0.01259
XM_004930850.2  0.06010 0.08634 0.00490 0.00600 0.04651 0.03953 78.79080 0.94240 0.01756 0.03987 0.00444 0.01941 0.11844
XM_004930854.2  0.00495 0.04158 999.00000 0.01565 0.03116 0.01127 0.03737 0.08581 0.20882 0.06862 0.01033 0.08760 0.04115
XM_004930855.2  0.12498 0.03424 0.00010 0.01195 0.03903 0.07676 0.00010 0.06010 999.00000 0.03339 0.02799 0.05182 0.03243
XM_004930856.2  998.99712 0.02316 0.00010 0.00010 0.00491 0.05491 0.00010 0.02308 999.00000 0.02264 0.01168 0.02962 0.00895
XM_004930858.2  0.00912 0.00653 103.31301 777.78935 0.01335 0.05293 0.00010 0.09478 0.00010 0.04434 0.06220 0.06572 0.06457
XM_004930861.2  0.00010 0.05683 999.00000 0.05438 0.02103 0.03242 0.01945 0.02031 0.02381 0.00451 0.06484 0.00405 0.01826
XM_004930864.2  0.00443 0.04609 999.00000 0.04307 999.00000 0.01678 0.00010 0.13809 0.12428 0.01787 0.04205 0.01355 925.52661
XM_004930869.2  999.00000 0.02208 999.00000 0.00983 0.01159 999.00000 999.00000 0.07982 999.00000 0.02115 0.01709 0.01967 0.05917
XM_004930870.2  228.06510 0.01993 64.25153 39.29908 0.01779 0.01914 999.00000 0.05129 0.02175 0.02037 0.01827 0.01898 0.03201
XM_004930871.1  782.44737 0.04083 0.02437 999.00000 0.00637 0.11635 0.00010 0.02918 999.00000 0.06203 0.06049 0.03085 0.17609
XM_004930872.2  0.00097 0.00787 0.00010 812.51565 999.00000 0.04292 999.00000 0.01278 0.00108 999.00000 0.10861 0.01336 999.00000
XM_004930873.2  0.00010 0.05344 777.78179 999.00000 0.01545 0.03012 0.00010 0.09771 0.00017 0.01751 0.01185 0.05301 0.00035
XM_004930880.2  999.00000 0.29863 0.00316 999.00000 0.02530 0.05460 999.00000 0.05386 999.00000 0.01628 0.08746 0.03310 0.03453
XM_004930884.2  0.07326 0.08113 0.28953 0.52131 0.10757 0.13455 0.64510 0.10161 0.06833 0.07128 0.04054 0.05570 0.04531
XM_004930886.2  999.00000 0.03516 999.00000 999.00000 0.02670 0.03540 999.00000 0.00159 420.53971 0.04161 0.01983 0.02452 0.05875
XM_004930887.2  0.00035 0.02271 0.05898 999.00000 0.00970 0.00701 0.00010 0.02288 999.00000 0.04165 0.03406 899.16669 0.03547
XM_004930889.2  260.29525 0.00456 999.00000 504.77832 0.00261 0.00510 134.04268 0.01037 999.00000 0.00055 0.00345 0.00486 0.03184
XM_004930890.2  999.00000 0.07565 651.96761 999.00000 0.02547 0.05194 155.47545 0.01986 285.16859 0.03726 0.03758 0.02515 0.00150
XM_004930892.1  0.00010 0.03371 0.01845 0.07758 0.00824 0.02772 999.00000 0.02893 999.00000 0.02831 0.02504 0.00889 0.03052
XM_004930898.2  0.01836 0.09291 637.43129 0.02450 0.03871 0.02380 0.02629 0.05419 90.16824 0.03413 0.03431 0.08696 0.02883
XM_004930900.2  0.08763 0.03566 0.01156 0.07120 0.02787 0.02368 34.15336 0.02722 78.72850 0.01711 0.02869 0.02832 0.06002
XM_004930901.1  999.00000 0.03967 0.01790 0.02195 0.03081 0.05537 999.00000 0.02769 0.01780 0.02338 0.01949 0.02599 0.03867
XM_004930902.2  999.00000 0.02789 0.00010 999.00000 0.00326 0.01753 0.00010 0.02139 0.07264 0.03217 0.00308 0.01348 0.01821
XM_004930903.2  0.00833 0.03167 999.00000 0.02769 0.07550 0.07018 0.06592 0.10906 721.20003 0.01423 0.01443 0.27893 0.02769
XM_004930905.2  999.00000 0.00673 0.02241 0.03629 0.06243 0.05443 0.00010 0.02935 858.20076 0.02047 0.01344 0.02815 0.00655
XM_004930912.2  0.00135 0.10027 0.00010 0.02799 0.02338 0.14900 0.04173 0.06015 0.02888 0.05792 24.72452 4.79892 0.00130
XM_004930914.2  587.50387 0.04676 999.00000 0.08559 0.02309 0.02600 202.75597 0.05079 0.01362 0.04816 0.03213 0.03578 0.03157
XM_004930915.2  999.00000 0.03518 0.45567 0.01218 0.06574 0.07804 457.20795 0.06280 0.00010 0.03760 0.03690 0.03872 0.03776
XM_004930916.2  999.00000 0.10593 999.00000 748.26211 0.03225 0.11723 999.00000 0.02553 999.00000 0.05441 0.02415 0.01629 0.04415
XM_004930917.2  999.00000 0.04621 999.00000 0.00665 0.05101 0.06602 999.00000 0.04943 0.01744 0.03664 0.05159 0.02669 0.04122
XM_004930918.2  48.07210 0.05214 12.72717 0.12920 0.02954 0.04065 0.05820 0.09154 0.04802 0.06486 0.03806 0.04059 0.02989
XM_004930919.2  999.00000 0.02791 0.00490 0.16234 0.02433 0.03026 999.00000 0.04031 0.01763 0.02042 0.02938 0.01202 0.02898
XM_004930921.2  0.00010 0.06217 999.00000 0.06123 0.03809 0.04045 0.07723 0.05855 0.02761 0.03970 0.04273 0.02998 0.07115
XM_004930924.1  923.24761 0.01260 30.37592 0.00963 0.01258 0.03447 266.27368 0.01715 385.62154 0.01128 0.01012 0.01764 0.00980
XM_004930928.2  0.01434 0.11589 999.00000 0.00769 0.02614 0.05892 999.00000 0.00180 999.00000 0.02106 0.01607 0.04019 0.29189
XM_004930929.2  0.01704 0.09076 0.17612 999.00000 0.02036 0.21386 999.00000 0.04136 0.03215 0.03578 0.04017 0.04259 0.06125
XM_004930931.2  0.05087 0.02521 609.83172 0.02401 0.01923 0.03909 0.10130 0.01498 165.72944 0.01432 0.01779 0.01666 0.02294
XM_004930932.2  999.00000 0.02501 999.00000 0.08456 0.01344 0.04094 0.00010 0.01459 999.00000 0.01865 0.01333 0.00978 0.01517
XM_004930936.2  999.00000 0.05889 0.01197 0.00903 0.03114 0.01894 999.00000 0.03002 999.00000 0.01718 0.01847 0.01518 0.02335
XM_004930938.2  3.23223 0.02440 11.29507 0.10590 0.00102 0.03292 0.00010 0.04452 0.00010 0.01866 0.00010 0.01363 0.00101
XM_004930939.2  73.38060 0.05121 0.04825 0.07901 0.05262 0.06239 30.76392 0.11433 0.07957 0.05614 0.10295 0.09696 0.09455
XM_004930942.2  696.38580 0.00485 0.02363 0.04890 0.01593 0.01821 0.00010 0.02796 999.00000 0.03050 0.01922 0.01952 0.04566
XM_004930944.2  0.00175 0.01152 362.12749 0.01281 0.00603 0.00598 661.78302 0.07273 0.03291 0.02714 0.02272 0.01655 0.02100
XM_004930946.2  0.00010 0.00057 0.00010 0.00897 0.01131 0.08634 0.10550 0.01372 0.00010 0.00546 0.02198 0.00010 0.01546
XM_004930958.2  0.54273 0.02534 1.39495 0.03186 0.03663 0.02005 0.00976 0.02982 0.02213 0.01170 0.03051 0.05380 0.00128
XM_004930959.2  999.00000 0.03183 999.00000 999.00000 0.02655 0.07921 999.00000 0.03007 0.01791 0.05302 0.05785 0.02550 0.02164
XM_004930963.2  0.04729 0.04719 0.18855 0.04102 0.01711 0.06619 0.00010 0.03097 0.20205 0.02993 0.06521 0.06483 0.08312
XM_004930967.2  0.04070 0.05986 1.81150 999.00000 0.30902 0.05515 0.09295 0.19385 0.02880 999.00000 0.03018 0.01511 199.78757
XM_004930969.2  999.00000 0.05555 800.13567 0.03567 0.04709 0.05531 999.00000 0.03077 0.03843 0.03258 0.06618 0.04861 0.02653
XM_004930971.2  0.01049 0.00611 0.00010 0.01264 0.00690 0.03376 999.00000 0.01874 0.00010 0.01863 0.00938 0.01030 0.01806
XM_004930973.2  999.00000 0.00661 999.00000 999.00000 0.03365 0.05441 999.00000 0.07599 0.03881 0.00400 0.04493 0.01766 0.00875
XM_004930974.2  0.11547 0.00803 0.00010 0.04595 0.00973 0.06678 999.00000 0.01319 999.00000 0.01598 0.00635 0.01135 0.01771
XM_004930975.1  35.94089 0.01223 999.00000 0.14686 0.02252 0.02283 165.86146 0.04798 0.10758 0.01513 0.01942 0.01827 0.01667
XM_004930991.1  260.22077 0.02206 521.94403 999.00000 0.01108 0.01035 0.01445 0.01431 126.06645 0.00626 0.01795 0.02313 0.01910
XM_004930994.2  999.00000 0.08479 0.02864 999.00000 0.01134 0.04368 999.00000 0.02132 0.00010 0.03121 0.03526 0.04650 0.04972
XM_004930996.2  999.00000 0.10103 999.00000 0.05851 0.05650 0.09398 0.13359 0.04816 0.19355 0.06830 0.06638 0.06334 0.07351
XM_004931005.2  463.87524 0.03803 662.40579 193.40228 0.00988 0.03049 0.03927 0.03592 105.84336 0.02766 0.04184 0.02322 0.03181
XM_004931007.2  999.00000 0.02261 234.64450 0.03319 0.04900 0.03134 999.00000 0.04798 0.03119 0.05980 0.04114 0.08207 0.02797
XM_004931019.2  0.00010 0.02176 0.15828 0.00010 0.01349 0.02920 0.07612 0.00712 452.19888 0.04584 0.01428 0.02223 0.05033
XM_004931020.2  0.00010 0.01085 999.00000 999.00000 0.01832 0.03765 0.00010 0.01566 0.02200 0.01969 0.04683 0.03020 0.00660
XM_004931021.2  0.12835 0.02791 0.04768 0.01629 0.04298 0.04312 999.00000 0.08001 999.00000 0.02667 0.03721 0.04014 0.04276
XM_004931032.2  258.43564 0.01630 0.00010 0.02842 0.01440 0.03428 447.15681 0.02244 94.16517 0.02116 0.00994 0.01968 0.03556
XM_004931036.2  0.00221 0.02537 999.00000 523.32526 0.00416 0.08488 0.00950 0.03712 143.43388 0.02400 0.14109 0.28059 0.03104
XM_004931040.2  999.00000 0.02105 999.00000 0.02253 0.03640 0.14173 0.00611 0.00163 461.80377 0.04799 0.04158 0.05302 0.09011
XM_004931043.2  0.00010 0.00010 999.00000 0.04258 0.03637 0.01046 0.00010 0.01613 0.03704 0.01346 0.01693 0.01792 0.01567
XM_004931045.2  999.00000 0.05435 0.00010 999.00000 0.05190 0.00151 999.00000 0.04773 999.00000 0.02615 0.01567 0.06351 0.00177
XM_004931048.2  0.00035 0.01651 4.47884 67.42854 0.01734 0.13334 36.12567 0.01617 0.00010 0.05761 0.02560 0.15390 0.00212
XM_004931058.2  999.00000 0.07670 0.00010 0.00010 999.00000 0.34901 0.00010 0.00227 0.00010 0.22184 0.31050 0.13590 0.00894
XM_004931060.2  0.01540 0.03485 0.01133 537.90906 0.01981 0.03720 999.00000 0.00870 921.20432 0.01553 0.05252 0.04579 0.04472
XM_004931061.2  472.73413 0.02182 714.88833 999.00000 0.00779 0.02021 999.00000 0.03248 999.00000 0.02831 0.01286 0.01501 0.02392
XM_004931063.2  228.65317 0.03423 121.29516 226.06775 0.01042 0.03910 104.21751 0.01219 0.03077 0.04263 0.00859 0.03349 0.04115
XM_004931071.2  0.11581 0.01759 607.34677 56.73495 0.03531 0.00358 0.00596 0.00356 66.49072 0.02298 0.02201 0.00369 0.04153
XM_004931073.2  43.73538 0.00409 0.00010 64.69639 0.00443 126.45858 0.00010 0.00754 0.00740 0.00448 22.99301 0.00611 0.00353
XM_004931075.2  0.07073 0.02151 0.06531 0.07384 0.02934 0.01877 8.29379 0.03137 0.02690 0.01688 0.02820 0.02481 0.02795
XM_004931080.2  575.81218 0.00930 0.02218 605.52974 0.02284 0.02107 999.00000 0.00361 443.24300 0.00074 0.04436 0.00087 0.13970
XM_004931090.2  0.00589 0.01872 0.00010 0.02059 0.00410 0.01525 0.00010 0.02531 999.00000 0.02259 0.02335 49.12504 0.01392
XM_004931092.2  0.00679 0.17182 22.70441 0.00849 0.05655 0.05644 0.00018 999.00000 405.58294 0.00465 0.01622 999.00000 0.00225
XM_004931095.2  0.03502 0.01409 443.21703 999.00000 0.01388 0.02939 0.00924 0.02050 508.89898 0.03046 0.01283 0.02357 0.02340
XM_004931099.1  0.00010 0.02265 999.00000 0.01659 0.03680 0.01495 0.00010 0.00775 0.00010 0.02092 0.01533 0.00907 0.02295
XM_004931101.2  999.00000 0.01235 999.00000 0.00611 0.01257 0.02989 999.00000 0.02895 0.00010 0.00489 0.01424 0.03130 0.02764
XM_004931102.2  0.00010 0.05499 0.01556 0.08643 0.00556 0.13147 0.00010 0.03498 0.00010 0.06215 0.00753 0.02673 0.04990
XM_004931103.2  999.00000 0.02713 0.00010 0.11259 0.02228 0.01367 0.04497 0.05030 0.06579 0.01731 0.01064 0.03158 0.02311
XM_004931104.2  0.00010 0.08922 0.00010 0.00010 0.06053 999.00000 0.00010 20.34302 0.00010 999.00000 0.62394 999.00000 2.07262
XM_004931109.2  481.89952 0.01217 657.39776 0.00010 0.01987 0.00670 999.00000 0.00815 0.00010 0.00990 0.04015 0.00338 0.00755
XM_004931110.2  68.77704 0.04743 0.00010 0.00010 0.00793 0.00626 277.84682 0.01676 999.00000 0.00612 0.00223 0.00697 0.00272
XM_004931114.2  0.02824 0.02491 0.00692 0.10088 0.03841 0.01712 0.00010 0.04633 0.01081 0.04181 0.02333 0.03347 0.02220
XM_004931116.2  0.00813 0.08285 999.00000 0.10385 0.07509 0.07360 999.00000 0.08209 0.09005 0.04131 0.03552 0.05243 0.07621
XM_004931124.2  80.50389 0.03223 0.16618 43.63475 0.01532 0.18030 39.02544 0.00615 0.00010 0.00052 0.00493 0.01760 0.03771
XM_004931128.2  721.52871 0.01948 999.00000 999.00000 0.03179 0.09561 601.65651 0.07830 886.20964 0.04126 0.03594 0.04328 0.07186
XM_004931130.2  0.00010 0.05317 0.00010 0.00788 0.01195 0.07465 0.00010 0.08540 0.00010 0.01533 0.01362 0.02091 0.07387
XM_004931139.2  999.00000 0.04157 700.83279 0.02075 0.02789 0.04936 0.02344 0.05167 283.36459 0.03015 0.02481 0.03214 0.04204
XM_004931146.2  0.00982 0.01858 999.00000 0.04314 0.01896 0.06000 999.00000 0.01763 755.40036 0.02103 0.00889 0.01669 0.07506
XM_004931148.2  0.00010 0.00010 0.61691 0.00010 0.00010 0.00010 0.00010 0.27222 0.00010 0.00010 999.00000 0.00010 0.00010
XM_004931165.2  999.00000 0.12517 0.00573 999.00000 0.00047 0.09284 0.00010 0.03137 0.01440 0.02097 0.09848 0.07050 0.11393
XM_004931166.1  0.01646 0.94121 0.00962 1.39792 0.04487 0.00119 1.69916 0.01560 0.94195 0.03632 0.05790 0.23309 0.01852
XM_004931169.2  999.00000 0.00497 0.00010 999.00000 0.00010 0.00010 0.00010 0.00154 0.00010 0.00464 0.00010 0.00130 0.00615
XM_004931179.2  0.01091 0.04423 0.06063 0.04693 0.04970 0.06678 999.00000 0.02749 999.00000 0.02203 0.01599 0.02878 0.06150
XM_004931180.2  0.14981 0.04232 0.06805 0.23659 0.06087 0.03683 0.00346 0.02339 0.01892 0.04134 0.02966 0.01739 0.04664
XM_004931198.2  0.02175 0.04281 999.00000 110.73043 0.12430 0.04396 999.00000 0.02137 0.05176 0.03192 0.01068 0.04755 0.01517
XM_004931214.1  999.00000 0.03848 0.00010 0.01333 0.00010 0.05163 0.00010 0.01386 0.00010 0.00938 0.03153 0.04765 0.00126
XM_004931218.2  0.06901 0.07031 802.10546 0.02058 0.02814 0.11387 720.12916 0.02616 999.00000 0.02907 0.05285 0.06565 0.03528
XM_004931219.2  28.54582 0.00170 242.77523 0.00010 0.00220 0.00189 252.81060 0.01728 0.00343 0.00647 0.00010 0.01034 0.01422
XM_004931220.1  0.00449 0.04631 0.00499 0.05266 0.02840 0.01641 999.00000 0.01443 999.00000 0.01920 0.03615 0.00645 0.08757
XM_004931221.2  999.00000 0.11041 999.00000 999.00000 0.03122 0.10957 0.00010 0.00473 999.00000 0.04828 0.07298 0.11496 0.07112
XM_004931226.2  0.00010 0.01646 0.02973 0.00010 0.00010 999.00000 0.00010 999.00000 0.00010 0.00010 0.00010 0.06500 0.09099
XM_004931232.2  999.00000 0.02482 0.04687 999.00000 0.07586 0.00870 0.00010 0.02295 0.00010 0.01513 0.00483 0.03544 0.04253
XM_004931242.2  113.46096 0.04550 0.03176 999.00000 0.00253 0.11863 999.00000 0.00201 854.20017 0.10145 0.01708 0.05536 0.05616
XM_004931248.1  5.87225 0.08661 10.50657 0.06288 0.04067 0.00672 42.00951 0.00125 33.14529 0.01520 0.02301 0.00168 0.02827
XM_004931249.2  0.00010 0.00897 0.00010 0.03136 0.00936 0.02606 0.00010 0.00265 0.00010 0.00359 0.03069 0.01503 0.00200
XM_004931251.2  999.00000 0.00592 0.00010 999.00000 0.00458 0.03173 0.00010 0.00909 70.61295 0.01087 0.01860 0.00756 0.02936
XM_004931252.2  0.00010 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010 0.00010 0.00275 0.00010 0.00010 0.00010
XM_004931264.2  999.00000 0.29401 999.00000 0.00031 0.00078 39.13139 0.00713 0.02221 804.50229 0.06158 0.01806 0.05099 0.03000
XM_004931265.2  0.00499 0.00805 63.20834 12.64442 0.02207 0.02129 0.01789 0.01301 0.03581 0.07994 0.01945 0.02438 0.02427
XM_004931268.2  1.71937 0.07010 0.00010 10.55474 0.01888 0.05679 9.03243 0.03269 7.06021 0.02070 0.02776 0.06273 0.02520
XM_004931269.2  71.63614 0.00602 999.00000 0.01333 0.08036 0.05272 999.00000 0.05852 0.00413 999.00000 0.00210 0.00099 999.00000
XM_004931270.2  336.74804 0.06117 999.00000 0.08160 0.02704 0.12204 0.04438 0.10762 61.47816 0.02871 0.05983 0.06195 0.01436
XM_004931271.2  664.24501 0.02640 0.00022 0.01168 0.01996 0.01466 484.72104 0.14071 0.00834 0.01332 0.02085 0.04812 0.00847
XM_004931273.2  0.00010 0.00010 999.00000 0.01153 0.08796 0.03708 0.38751 0.01941 0.00010 0.00277 0.02259 0.02432 0.02188
XM_004931277.1  576.92555 0.04521 0.00501 0.01542 0.02274 0.02367 0.00010 0.03983 999.00000 0.04887 0.01556 0.01172 0.01918
XM_004931288.2  0.04326 0.12353 0.00010 0.01645 0.06524 0.01073 999.00000 0.13236 0.00363 0.01077 999.00000 0.02662 0.03113
XM_004931289.2  0.03233 0.03865 0.00580 572.28493 0.08268 0.05738 999.00000 0.10626 0.01031 0.04936 0.02912 0.06867 0.03196
XM_004931301.2  651.23023 0.06374 0.12360 0.15232 0.04682 0.09514 999.00000 0.06573 0.07486 0.09316 0.04097 0.05442 0.02613
XM_004931303.2  999.00000 0.01976 0.01906 459.05268 0.02584 0.04235 0.00236 0.02104 0.03219 0.01669 0.04049 0.02881 0.01922
XM_004931306.2  1.22926 0.00058 0.00010 0.00288 0.00818 0.04556 0.00010 0.01083 0.00010 0.02518 0.01321 0.01135 0.02746
XM_004931309.2  999.00000 0.04941 999.00000 999.00000 0.03591 0.00104 999.00000 0.19120 0.01392 0.04123 0.05446 0.02122 0.03917
XM_004931317.1  0.03960 0.03651 302.09804 999.00000 0.04348 0.06192 999.00000 0.53834 0.00010 0.07086 0.06888 0.03973 0.15466
XM_004931323.2  0.01650 999.00000 0.00402 0.01280 0.06267 0.14397 234.08368 0.09241 999.00000 0.01374 0.04404 0.27780 0.08447
XM_004931333.2  0.01558 0.01386 999.00000 307.20713 0.00686 0.08682 999.00000 0.06838 0.00885 0.04679 0.03446 0.01507 0.10194
XM_004931334.2  999.00000 0.02423 999.00000 0.01272 999.00000 0.00569 999.00000 0.03909 999.00000 0.01458 0.01751 0.01393 0.13761
XM_004931340.2  40.38583 0.01303 999.00000 673.06486 0.04323 0.06783 53.69017 0.03044 0.03553 0.14593 0.02731 0.01872 0.07115
XM_004931346.2  999.00000 0.03419 999.00000 0.00396 0.10820 0.01149 999.00000 0.04959 999.00000 0.08883 0.03022 0.04945 0.08270
