GeneID L_accius P_sennae L_sinapis C_cecrops D_plexippus H_melpomene P_machaon B_mori
XM_004929105.2 0.044662 0.040034 0.060985 0.069188 0.047905 0.043647 0.082042 0.095325
XM_004929106.2 0.090410 0.076181 0.103189 0.112656 0.149175 0.067356 0.062514 0.105561
XM_004929108.2 0.009150 0.000041 0.024634 0.009079 0.009202 0.006089 0.012128 0.006110
XM_004929112.2 0.052886 0.023405 0.031603 0.043353 0.058399 0.016663 0.042600 0.068311
XM_004929115.2 0.074346 0.028919 0.073347 0.035638 0.010492 0.016199 0.066826 0.015542
XM_004929131.2 0.008664 0.000055 0.008688 0.005751 0.002871 0.008635 0.007216 0.002869
XM_004929132.2 0.009661 0.007727 0.037415 0.032158 0.013842 0.006392 0.006487 0.012506
XM_004929133.2 0.007312 0.004503 0.036199 0.025151 0.020195 0.014723 0.011697 0.017071
XM_004929135.2 0.053911 0.031236 0.063963 0.092853 0.048325 0.058914 0.067799 0.085768
XM_004929142.2 0.042451 0.033760 0.069183 0.078816 0.047999 0.046992 0.069954 0.064339
XM_004929143.2 0.027561 0.055196 0.023993 0.040996 0.025854 0.024121 0.004382 0.040450
XM_004929145.2 0.040283 0.085119 0.666355 0.081879 0.032232 0.024219 0.077152 0.081430
XM_004929146.2 0.070273 0.045633 0.107331 0.240597 0.067034 0.103217 0.119284 0.147791
XM_004929149.2 0.012622 0.006295 0.019645 0.022756 0.006953 0.021803 0.011929 0.025900
XM_004929155.2 0.102596 0.085328 0.131744 0.144755 0.111195 0.089209 0.149277 0.102465
XM_004929156.2 0.024651 0.015760 0.066846 0.049428 0.013244 0.038097 0.011218 0.041520
XM_004929158.2 0.060621 0.032992 0.044297 0.058972 0.032703 0.035657 0.042491 0.099481
XM_004929159.2 0.036589 0.019369 0.027786 0.050902 0.031637 0.026604 0.035239 0.036941
XM_004929163.1 0.131495 0.123348 0.254816 0.281206 0.162693 0.165201 0.250944 0.159837
XM_004929164.2 0.078390 0.081477 0.069467 0.108698 0.056577 0.075898 0.075833 0.072881
XM_004929168.2 0.077408 0.044273 0.079235 0.105548 0.051658 0.054658 0.063458 0.112929
XM_004929171.2 0.018685 0.024834 0.036029 0.036585 0.025815 0.026821 0.034119 0.041065
XM_004929174.2 0.108754 0.049228 0.141999 0.122700 0.118201 0.249381 0.138595 0.177688
XM_004929181.2 0.078689 0.039654 0.067514 0.103423 0.080244 0.051319 0.071339 0.083677
XM_004929183.2 0.130605 0.108370 0.147786 0.142105 0.074950 0.087625 0.083905 0.115836
XM_004929184.2 0.038526 0.048198 0.024235 0.046754 0.021851 0.053681 0.030080 0.039815
XM_004929195.2 0.038022 0.034993 0.033854 0.044921 0.029838 0.021713 0.029875 0.039304
XM_004929198.2 0.016436 0.027534 0.036790 0.024406 0.015015 0.021269 0.012660 0.020962
XM_004929203.1 0.099697 0.041895 0.091820 0.073817 0.067892 0.081409 0.078576 0.151026
XM_004929206.2 0.064608 0.059433 0.043406 0.060877 0.057000 0.038481 0.073858 0.100568
XM_004929208.2 0.027366 0.023974 0.032433 0.028515 0.034447 0.017839 0.031947 0.039916
XM_004929210.2 0.161455 0.138033 0.114632 0.180072 0.149861 0.116863 0.138119 0.187886
XM_004929211.2 0.052476 0.011331 0.050660 0.011159 0.011205 0.002708 0.002806 0.011357
XM_004929215.2 0.010303 0.008167 0.032048 0.069682 0.035605 0.021251 0.044476 0.059342
XM_004929216.2 0.007478 0.016447 0.016777 0.012195 0.030351 0.016794 0.002571 0.056960
XM_004929217.2 0.013702 0.021483 0.036118 0.017240 0.015099 0.022028 0.018623 0.019470
XM_004929222.2 0.140007 0.134287 0.105450 0.133882 0.124021 0.098356 0.088916 0.114121
XM_004929223.2 0.013801 0.025908 0.048644 0.055093 0.691641 0.028640 0.048514 0.061351
XM_004929224.2 0.027710 0.015460 0.035074 0.029647 0.022893 0.021084 0.028304 0.046504
XM_004929225.2 0.072724 0.019923 0.052248 0.048606 0.009526 0.034745 0.033432 0.066241
XM_004929227.2 0.089037 0.089421 0.109116 0.097303 0.112250 0.065405 0.091730 0.124425
XM_004929230.2 0.023596 0.029296 0.037565 0.046792 0.035839 0.024130 0.025020 0.052159
XM_004929237.2 0.005090 0.000052 0.022785 0.005048 0.012666 0.005036 0.007609 0.005091
XM_004929239.2 0.070336 0.063766 0.103525 0.117346 0.077519 0.081595 0.062574 0.115008
XM_004929242.2 0.115091 0.041956 0.060932 0.058225 0.055883 0.047806 0.066848 0.075299
XM_004929243.1 0.072165 0.061681 0.089698 0.080895 0.058408 0.078560 0.085154 0.122805
XM_004929244.2 0.025322 0.025415 0.059045 0.027615 0.023861 0.032927 0.053318 0.038685
XM_004929245.2 0.013967 0.004580 0.029287 0.015467 0.017884 0.023765 0.015359 0.024762
XM_004929251.1 0.015585 0.013429 0.014495 0.011878 0.015123 0.024646 0.023454 0.012080
XM_004929252.2 0.030533 0.038496 0.047862 0.062040 0.049079 0.047781 0.054126 0.042143
XM_004929287.2 0.000190 0.010419 0.000027 0.000321 0.000066 0.000069 0.000000 0.010296
XM_004929296.2 0.060918 0.051481 0.064942 0.093498 0.064059 0.087822 0.528091 0.069196
XM_004929302.2 0.056832 0.036501 0.048324 0.055768 0.047058 0.034905 0.054462 0.057304
XM_004929303.2 0.071942 0.142346 0.040319 0.123892 0.041824 0.070243 0.065778 0.045169
XM_004929304.2 0.052730 0.039550 0.107175 0.075073 0.042383 0.032086 0.048196 0.109333
XM_004929312.2 0.084649 0.032242 0.076595 0.095159 0.088709 0.067469 0.097944 0.166586
XM_004929315.2 0.053474 0.031816 0.069216 0.089894 0.047562 0.045866 0.022593 0.106463
XM_004929318.2 0.051315 0.027118 0.028323 0.111952 0.067678 0.027152 0.046040 0.049217
XM_004929326.2 0.094542 0.094844 0.128956 0.084683 0.123171 0.094969 0.098208 0.180643
XM_004929345.2 0.076712 0.002680 0.719040 0.167349 0.098487 0.071786 0.084886 0.126577
XM_004929347.2 0.128818 0.088551 0.113298 0.159702 0.072353 0.104675 0.058120 0.104129
XM_004929348.2 0.068841 0.038734 0.046311 0.080949 0.068073 0.042521 0.056599 0.048815
XM_004929349.2 0.059633 0.031970 0.070725 0.053242 0.040572 0.020432 0.041231 0.063521
XM_004929350.2 0.000108 0.000082 0.003819 0.001244 0.002474 0.000477 0.005027 0.006303
XM_004929351.2 0.145993 0.044378 0.038835 0.256472 0.069974 0.051567 0.107910 0.064802
XM_004929352.2 0.064802 0.040784 0.075302 0.069334 0.040245 0.025139 0.054301 0.060681
XM_004929356.2 0.164353 0.074660 0.150016 0.147879 0.047259 0.085855 0.117753 0.234443
XM_004929357.1 0.031255 0.023279 0.070061 0.086260 0.090600 0.023189 0.034694 0.078061
XM_004929361.2 0.055727 0.069024 0.228384 0.061559 0.065188 0.068075 0.050759 0.102268
XM_004929367.2 0.080429 0.077319 0.074579 0.084302 0.062185 0.071035 0.076637 0.116742
XM_004929369.2 0.083559 0.064186 0.076694 0.076143 0.053400 0.048382 0.072602 0.108483
XM_004929371.1 0.253560 0.250243 0.209513 0.195409 0.305028 0.228856 0.210411 0.232394
XM_004929373.2 0.151057 0.106313 0.200123 0.272319 0.138179 0.149786 0.212855 0.255791
XM_004929374.2 0.030507 0.037718 0.074977 0.071843 0.041846 0.041566 0.035400 0.075496
XM_004929375.2 0.009705 0.008072 0.023440 0.027323 0.024384 0.018192 0.014345 0.037261
XM_004929378.2 0.031211 0.067187 0.019990 0.044757 0.046565 0.035291 0.025793 0.070101
XM_004929379.1 0.168134 0.068999 0.053662 0.176201 0.165279 0.093481 0.087109 0.273902
XM_004929380.2 0.096975 0.119010 0.125761 0.150836 0.092734 0.144974 0.090812 0.126404
XM_004929383.2 0.041079 0.021945 0.020995 0.072896 0.046900 0.035055 0.029190 0.048439
XM_004929386.2 0.058764 0.032225 0.031874 0.031449 0.058729 0.099777 0.107663 0.053205
XM_004929387.2 0.023675 0.012660 0.063629 0.023535 0.017038 0.017942 0.024673 0.047348
XM_004929388.2 0.044181 0.042744 0.071542 0.099463 0.039527 0.035154 0.065477 0.148177
XM_004929390.2 0.118770 0.038133 0.100290 0.103167 0.110926 0.076249 0.094869 0.075049
XM_004929391.2 0.127523 0.090365 0.499888 0.134432 0.054122 0.058798 0.105361 0.121121
XM_004929394.2 0.006753 0.020864 0.029385 0.038895 0.012894 0.022142 0.040749 0.015384
XM_004929396.2 0.157247 0.109704 0.111534 0.138099 0.128655 0.125472 0.141666 0.143540
XM_004929400.2 0.041950 0.016645 0.010654 0.026586 0.659477 0.020067 0.032330 0.041618
XM_004929402.2 0.000040 0.000014 0.000032 0.027995 0.000030 0.003043 0.000027 0.000026
XM_004929403.2 0.328868 0.038069 0.034147 0.075936 0.075401 0.012472 0.015094 0.044255
XM_004929404.2 0.027617 0.014762 0.009300 0.025454 0.025436 0.021662 0.023518 0.025879
XM_004929405.2 0.038288 0.028267 0.033619 0.055598 0.030602 0.036364 0.040940 0.045428
XM_004929407.2 0.010939 0.012635 0.059649 0.043215 0.021347 0.045786 0.041121 0.043164
XM_004929410.2 0.102305 0.035306 0.071443 0.046006 0.044846 0.037280 0.038360 0.062189
XM_004929411.2 0.121761 0.019286 0.029854 0.035941 0.013375 0.030055 0.033089 0.034727
XM_004929415.2 0.039015 0.037621 0.102081 0.061293 0.000879 0.023626 0.048282 0.015768
XM_004929417.2 0.198379 0.122611 0.136761 0.573117 0.219777 0.243860 0.297406 0.140605
XM_004929422.2 0.113930 0.033808 0.090641 0.121418 0.062220 0.105034 0.102961 0.112959
XM_004929427.2 0.090979 0.023110 0.019207 0.024884 0.028174 0.050945 0.040451 0.051744
XM_004929428.2 0.088536 0.010608 0.081471 0.007307 0.039725 0.015315 0.090269 0.083491
XM_004929435.2 0.035939 0.021493 0.033374 0.036242 0.032233 0.026689 0.017476 0.052689
XM_004929438.2 0.040226 0.021916 0.038511 0.073878 0.014994 0.022765 0.039201 0.043586
XM_004929442.1 0.040535 0.023109 0.035365 0.026887 0.013774 0.085969 0.027607 0.058151
XM_004929443.2 0.011808 0.007687 0.018675 0.026197 0.010155 0.009200 0.007858 0.014319
XM_004929444.2 0.001563 0.000136 0.000000 0.000386 0.203947 0.074540 1.144046 0.231800
XM_004929448.2 0.073537 0.019272 0.095449 0.089386 0.054031 0.058545 0.057299 0.097454
XM_004929450.2 0.049268 0.031286 0.040504 0.098065 0.050263 0.036874 0.042171 0.060131
XM_004929451.2 0.101837 0.032099 0.098557 0.103264 0.081657 0.061412 0.089284 0.102628
XM_004929453.2 0.098931 0.055344 0.115143 0.041197 0.031800 0.006326 0.128416 0.028555
XM_004929457.2 0.061560 0.047501 0.063825 0.119745 0.069920 0.070486 0.096341 0.083432
XM_004929459.2 0.045451 0.031869 0.037862 0.107217 0.023323 0.027371 0.068181 0.053894
XM_004929460.2 0.007795 0.001038 0.018203 0.038709 0.009251 0.009264 0.009774 0.022510
XM_004929506.2 0.046591 0.431659 0.056688 0.457883 0.050674 0.412975 0.048384 0.433408
XM_004929512.2 0.046029 0.016303 0.050125 0.129249 0.045483 0.029032 0.037727 0.052700
XM_004929523.2 0.307209 0.094019 0.103794 0.255063 0.084007 0.138366 0.085527 0.312434
XM_004929547.2 0.112759 0.096601 0.224800 0.303616 0.108413 0.196966 0.131424 0.369696
XM_004929549.2 0.054785 0.015631 0.047597 0.047821 0.036530 0.029995 0.026859 0.042563
XM_004929554.2 0.051383 0.038847 0.056406 0.088531 0.037594 0.055861 0.073232 0.107070
XM_004929557.2 0.120490 0.063753 0.088654 0.119308 0.062367 0.084649 0.077900 0.148861
XM_004929566.2 0.032084 0.007733 0.029193 0.040631 0.021031 0.025513 0.035369 0.022382
XM_004929568.1 0.012456 0.008749 0.028504 0.039276 0.052947 0.009447 0.027443 0.012874
XM_004929570.2 0.066556 0.049516 0.069017 0.282890 0.059969 0.032993 0.084106 0.151308
XM_004929571.1 0.152980 0.095744 0.101899 0.113615 0.075923 0.086811 0.181185 0.093691
XM_004929573.1 0.078843 0.067581 0.127612 0.091533 0.177197 0.152950 0.075611 0.067136
XM_004929574.2 0.071447 0.034468 0.049293 0.112345 0.062340 0.035884 0.038334 0.069146
XM_004929575.2 0.020453 0.083672 0.041534 0.044848 0.013838 0.048924 0.038852 0.063858
XM_004929576.2 0.101324 0.069517 0.110925 0.134054 0.090951 0.117283 0.096687 0.139906
XM_004929577.2 0.057258 0.057665 0.063247 0.125206 0.093472 0.038398 0.040481 0.095778
XM_004929578.2 0.140476 0.085437 0.061678 0.378317 0.131036 0.203709 0.126541 0.206374
XM_004929582.2 0.128876 0.127452 0.156075 0.194895 0.091772 0.126137 0.149865 0.180814
XM_004929584.2 0.150737 0.062051 0.139068 0.205094 0.093896 0.053005 0.214052 0.133273
XM_004929586.2 0.068001 0.063775 0.104141 0.095467 0.071121 0.072978 0.099683 0.109058
XM_004929597.2 0.036601 0.034527 0.052549 0.018538 0.022573 0.031389 0.061699 0.052761
XM_004929598.1 0.125411 0.057020 0.086563 0.121964 0.085274 0.063694 0.105588 0.104004
XM_004929599.2 0.218358 0.033625 0.035822 0.210668 0.052756 0.036318 0.028779 0.042780
XM_004929600.1 0.081430 0.072280 0.087765 0.169432 0.110527 0.073527 0.107921 0.122329
XM_004929603.1 0.065278 0.013445 0.028870 0.044402 0.015259 0.020187 0.065635 0.041510
XM_004929604.2 0.025306 0.003532 0.006377 0.004909 0.005370 0.006030 0.014518 0.014325
XM_004929606.2 0.069159 0.018723 0.050919 0.040487 0.012979 0.018420 0.050322 0.048429
XM_004929617.2 0.016572 0.006699 0.009933 0.027559 0.005690 0.011603 0.013514 0.028097
XM_004929618.1 0.026675 0.004957 0.020857 0.015991 0.027725 0.023446 0.015824 0.025048
XM_004929621.2 0.012318 0.003793 0.023070 0.014601 0.002675 0.007651 0.011481 0.021343
XM_004929622.2 0.009232 0.005316 0.015057 0.072673 0.016363 0.032433 0.041433 0.024434
XM_004929633.2 0.004030 0.002012 0.002031 0.002026 0.020968 0.004120 0.006109 0.004078
XM_004929635.1 0.095716 0.079200 0.164748 0.211536 0.093845 0.118071 0.135966 0.237181
XM_004929636.2 0.050441 0.035570 0.058726 0.049546 0.040296 0.051714 0.036699 0.053847
XM_004929651.1 0.086556 0.051267 0.146682 0.116579 0.081112 0.064472 0.140322 0.116359
XM_004929652.2 0.002877 0.000087 0.000155 0.002866 0.000142 0.002873 0.002863 0.002866
XM_004929655.1 0.000028 0.035411 0.000232 0.045051 0.000114 0.012592 0.086641 0.008435
XM_004929656.1 0.055226 0.080281 0.065543 0.168151 0.090731 0.067666 0.061920 0.070194
XM_004929657.2 0.063020 0.002187 0.220915 0.408467 0.066179 0.063062 0.065300 0.212517
XM_004929658.1 0.037911 0.047811 0.052723 0.062128 0.047869 0.045150 0.059319 0.067626
XM_004929659.2 0.171838 0.109646 0.138315 0.286859 0.145714 0.243820 0.268669 0.218270
XM_004929660.2 0.012022 0.003645 0.019806 0.012100 0.006305 0.010391 0.013786 0.018161
XM_004929664.2 0.141185 0.057277 0.101757 0.073673 0.044753 0.039497 0.054590 0.104536
XM_004929673.2 0.135375 0.035765 0.055256 0.119798 0.036861 0.053910 0.068355 0.086085
XM_004929674.2 0.041832 0.048819 0.059560 0.068112 0.064247 0.009810 0.053331 0.067910
XM_004929676.2 0.175232 0.110650 0.134207 0.213799 0.138551 0.130807 0.175573 0.218973
XM_004929678.1 0.010471 0.005770 0.017504 0.005423 0.000091 0.011135 0.000096 0.011201
XM_004929707.2 0.069249 0.026540 0.049784 0.045365 0.043014 0.025757 0.168605 0.070733
XM_004929709.2 0.057392 0.048950 0.073599 0.116312 0.055407 0.063071 0.094444 0.066949
XM_004929732.2 0.025414 0.002791 0.017708 0.024047 0.015989 0.007353 0.017157 0.016995
XM_004929742.2 0.034951 0.326578 0.247638 0.340754 0.103465 0.080639 0.026474 0.061154
XM_004929744.2 0.075145 0.050288 0.066082 0.153518 0.041776 0.052888 0.141330 0.079598
XM_004929746.2 0.059598 0.022995 0.091518 0.067722 0.099569 0.097627 0.090236 0.070988
XM_004929750.2 0.000251 0.000095 0.001577 0.006046 0.000181 0.000149 0.003175 0.001578
XM_004929754.2 0.023607 0.012987 0.054788 0.087567 0.039236 0.037527 0.044234 0.039325
XM_004929758.2 0.014009 0.023768 0.023202 0.030015 0.033120 0.004673 0.010616 0.017353
XM_004929765.2 0.027554 0.011586 0.034335 0.031533 0.021572 0.020056 0.063597 0.037207
XM_004929766.2 0.132258 0.048457 0.065655 0.039717 0.026380 0.038818 0.034213 0.121998
XM_004929778.2 0.118828 0.118143 0.148807 0.119288 0.076352 0.043169 0.110149 0.069468
XM_004929784.2 0.012917 0.000072 0.023943 0.002097 0.000109 0.002147 0.009045 0.013623
XM_004929785.1 0.079376 0.064720 0.060779 0.102953 0.066905 0.055238 0.084164 0.137994
XM_004929786.2 0.237477 0.252879 0.416849 0.466644 0.341442 0.277659 0.155279 0.182330
XM_004929792.1 0.165984 0.069035 0.085481 0.105466 0.040492 0.050316 0.091192 0.084622
XM_004929793.1 0.263506 0.099016 0.263346 0.184203 0.077866 0.076239 0.080386 0.097958
XM_004929794.2 0.012769 0.017908 0.014699 0.040037 0.003420 0.014070 0.019620 0.016710
XM_004929796.2 0.020378 0.067171 0.020508 0.544843 0.040766 0.041436 0.109293 0.019881
XM_004929799.2 0.025492 0.017997 0.013312 0.019632 1.077474 0.004902 0.649726 0.027386
XM_004929800.2 0.034063 0.034635 0.046507 0.196088 0.051555 0.043540 0.054671 0.093992
XM_004929801.2 0.104020 0.057578 0.382600 0.135672 0.065533 0.086346 0.236620 0.095617
XM_004929805.1 0.034825 0.015886 0.015727 0.005834 0.025702 0.007837 0.009908 0.021770
XM_004929811.2 0.034790 0.026340 0.037043 0.047749 0.025557 0.027585 0.091787 0.040057
XM_004929812.2 0.076487 0.055006 0.078199 0.207171 0.063607 0.070902 0.328504 0.098762
XM_004929815.2 0.187047 0.037053 0.079411 0.112247 0.066862 0.061862 0.160086 0.064512
XM_004929820.2 0.131366 0.047625 0.072545 0.087397 0.024557 0.046230 0.114142 0.046425
XM_004929821.2 0.125883 0.024618 0.083459 0.050007 0.024446 0.033514 0.087060 0.052460
XM_004929823.2 0.072165 0.057975 0.098443 0.061763 0.061980 0.046094 0.106333 0.067715
XM_004929856.2 0.076341 0.059800 0.067360 0.087053 0.041986 0.057044 0.064744 0.096588
XM_004929858.2 0.024588 0.015504 0.024462 0.053673 0.014137 0.018440 0.021741 0.011731
XM_004929860.2 0.084042 0.035815 0.054924 0.082662 0.055569 0.078156 0.039706 0.135674
XM_004929863.2 0.087311 0.009570 0.052707 0.042199 0.048910 0.045439 0.531247 0.027018
XM_004929865.2 0.060112 0.057357 0.063702 0.062865 0.044338 0.027106 0.040492 0.095511
XM_004929868.2 0.031820 0.019639 0.030057 0.043392 0.021204 0.027063 0.031693 0.059543
XM_004929876.2 0.041112 0.029916 0.044875 0.054937 0.055448 0.048869 0.114896 0.056219
XM_004929880.2 0.111379 0.076269 0.154119 0.194104 0.147446 0.091189 0.089452 0.133560
XM_004929888.2 0.099932 0.031455 0.141993 0.071548 0.107044 0.120605 0.102427 0.090474
XM_004929898.2 0.040839 0.034946 0.028773 0.036481 0.033031 0.017318 0.039673 0.031607
XM_004929906.2 0.087862 0.048533 0.102212 0.037819 0.062429 0.044741 0.061230 0.129501
XM_004929909.2 0.110337 0.073859 0.154988 0.151972 0.127544 0.179334 0.114820 0.219902
XM_004929942.2 0.046535 0.036226 0.066443 0.080922 0.049566 0.043078 0.057232 0.058496
XM_004929945.2 0.109353 0.029618 0.191845 0.265896 0.063895 0.066740 0.319782 0.065944
XM_004929962.2 0.017845 0.022988 0.116502 0.031422 0.127143 0.015987 0.046607 0.044238
XM_004929963.2 0.026446 0.067481 0.017907 0.025194 0.007208 0.033155 0.121405 0.014053
XM_004929966.2 0.058644 0.025932 0.045909 0.094969 0.035703 0.049571 0.091560 0.072155
XM_004929970.2 0.024830 0.015926 0.024108 0.053450 0.047221 0.032261 0.099916 0.044242
XM_004929971.2 0.176505 0.052721 0.052172 0.162640 0.059350 0.118497 0.105397 0.125292
XM_004929987.2 0.081410 0.052710 0.035978 0.081925 0.014472 0.050854 0.050410 0.039419
XM_004929992.2 0.000076 0.000049 0.011236 0.007465 0.000156 0.003736 0.039456 0.007467
XM_004929995.2 0.074316 0.039048 0.144710 0.071347 0.066630 0.102408 0.052814 0.105781
XM_004930000.2 0.126565 0.094923 0.211803 0.243361 0.103835 0.056501 0.086953 0.240224
XM_004930003.1 0.294718 0.022118 0.054767 0.042893 0.015421 0.008028 0.047382 0.027505
XM_004930005.2 0.028834 0.015283 0.024294 0.050244 0.020706 0.008826 0.052315 0.012831
XM_004930007.1 0.083506 0.059000 0.098320 0.190715 0.096800 0.069545 0.129515 0.124339
XM_004930016.2 0.112909 0.067539 0.126588 0.112684 0.135159 0.117109 0.059599 0.168710
XM_004930017.1 0.038045 0.012878 0.052031 0.053481 0.052006 0.042726 0.047710 0.060887
XM_004930020.2 0.038657 0.016412 0.105742 0.084703 0.044295 0.034061 0.064046 0.046520
XM_004930021.2 0.007388 0.012508 0.041227 0.023973 0.033129 0.017330 0.046368 0.031849
XM_004930026.1 0.047764 0.041822 0.045213 0.047932 0.072758 0.037798 0.057634 0.068612
XM_004930027.2 0.079418 0.052865 0.031993 0.096419 0.125924 0.073128 0.091928 0.097716
XM_004930039.2 0.047531 0.039039 0.059792 0.158732 0.050203 0.057027 0.094939 0.067339
XM_004930043.2 0.031683 0.017867 0.036088 0.054018 0.030793 0.019300 0.028141 0.041046
XM_004930045.2 0.039597 0.027556 0.015033 0.019300 0.041263 0.037648 0.031133 0.037919
XM_004930055.1 0.123780 0.066139 0.058872 0.095248 0.069343 0.079962 0.101178 0.090891
XM_004930057.2 0.075004 0.050850 0.054412 0.051932 0.021570 0.053205 0.089604 0.075377
XM_004930062.2 0.066645 0.029657 0.051720 0.128977 0.075269 0.051805 0.117148 0.061246
XM_004930063.2 0.012313 0.074730 0.084112 0.054824 0.016246 0.047686 0.075325 0.094816
XM_004930065.2 0.106220 0.057857 0.146386 0.143077 0.056658 0.048029 0.076983 0.062462
XM_004930075.2 0.020452 0.019170 0.041456 0.041305 0.022019 0.034404 0.042743 0.019750
XM_004930081.1 0.077312 0.023771 0.070099 0.069862 0.055770 0.045502 0.082676 0.048325
XM_004930086.2 0.033082 0.023815 0.019356 0.085085 0.038979 0.018409 0.043832 0.055752
XM_004930096.2 0.019711 0.014636 0.032971 0.028948 0.016023 0.028570 0.040225 0.046412
XM_004930099.2 0.127651 0.071011 0.084687 0.096311 0.137132 0.076135 0.122159 0.129535
XM_004930101.2 0.032093 0.031863 0.066460 0.072826 0.067080 0.041238 0.052592 0.074047
XM_004930103.2 0.076869 0.038917 0.053697 0.186583 0.075578 0.064940 0.082157 0.103200
XM_004930105.2 0.036089 0.030060 0.046257 0.063016 0.032000 0.040696 0.055712 0.073165
XM_004930106.2 0.075877 0.049304 0.045085 0.141621 0.065437 0.038833 0.053163 0.084299
XM_004930107.2 0.097648 0.031653 0.092743 0.072777 0.051610 0.033111 0.067440 0.089823
XM_004930108.2 0.009423 0.011057 0.009182 0.002595 0.010533 0.007276 0.012161 0.008688
XM_004930114.2 0.027808 0.033175 0.042829 0.029148 0.016993 0.022309 0.019252 0.033976
XM_004930118.2 0.062099 0.027991 0.848414 0.237013 0.049948 0.050513 0.119111 0.057954
XM_004930120.2 0.055343 0.044187 0.087973 0.097120 0.062089 0.062672 0.077292 0.104421
XM_004930126.2 0.017243 0.042478 0.046140 0.108227 0.035941 0.658309 0.031297 0.050950
XM_004930134.2 0.113570 0.046938 0.071274 0.244800 0.247235 0.157553 0.111370 0.194872
XM_004930135.2 0.092485 0.097721 0.344240 0.174895 0.203980 0.080781 0.120541 0.205975
XM_004930138.2 0.224087 0.108473 0.128532 0.198048 0.163244 0.126392 0.094180 0.214752
XM_004930142.2 0.033977 0.014944 0.050440 0.044871 0.028320 0.017172 0.028412 0.031357
XM_004930143.2 0.058101 0.051442 0.066738 0.084194 0.070576 0.042634 0.053948 0.098146
XM_004930144.2 0.018025 0.000151 0.139867 0.012434 0.043228 0.006059 0.012149 0.026077
XM_004930145.1 0.085964 0.080795 0.097239 0.107199 0.099058 0.079388 0.080332 0.118984
XM_004930146.2 0.133498 0.070276 0.173904 0.161118 0.114717 0.053170 0.126395 0.152036
XM_004930151.2 0.028716 0.016458 0.051106 0.050029 0.051569 0.038579 0.031215 0.051331
XM_004930152.2 0.007396 0.008434 0.029265 0.016148 0.015809 0.020971 0.013107 0.003874
XM_004930157.2 0.022880 0.012223 0.041695 0.051665 0.017695 0.019903 0.026136 0.039674
XM_004930161.2 0.137306 0.098163 0.117357 0.110473 0.134804 0.098494 0.084491 0.127663
XM_004930165.2 0.069647 0.014870 0.020499 0.034835 0.026410 0.004813 0.040413 0.070240
XM_004930181.2 0.053742 0.056744 0.111372 0.118139 0.062628 0.064237 0.113568 0.098343
XM_004930182.1 0.061743 0.063636 0.067508 0.241499 0.077761 0.049280 0.088720 0.149336
XM_004930185.2 0.065990 0.064859 0.057993 0.107102 0.063094 0.057312 0.077631 0.088855
XM_004930186.1 0.001130 0.004486 0.004477 0.007939 0.010126 0.004471 0.007905 0.011529
XM_004930202.2 0.038860 0.032363 0.053204 0.050722 0.052213 0.041763 0.042994 0.067212
XM_004930211.2 0.168730 0.099059 0.169632 0.145073 0.167931 0.203978 0.175635 0.168965
XM_004930212.2 0.180297 0.172154 0.208470 0.152222 0.139820 0.173030 0.211571 0.190806
XM_004930214.2 0.100911 0.089302 0.150534 0.142854 0.139490 0.098530 0.159424 0.113615
XM_004930215.2 0.287386 0.124781 0.158003 0.212211 0.154932 0.109105 0.201849 0.219342
XM_004930224.2 0.024426 0.015046 0.021102 0.022915 0.022943 0.019844 0.022801 0.045429
XM_004930230.2 0.187415 0.104638 0.148451 0.231423 0.143090 0.242434 0.135722 0.319575
XM_004930239.2 0.116764 0.043795 0.090818 0.081675 0.117969 0.084229 0.122853 0.092869
XM_004930250.2 0.056557 0.038605 0.085764 0.066228 0.051684 0.036429 0.062764 0.092381
XM_004930255.1 0.015437 0.042069 0.057033 0.071426 0.067097 0.032633 0.076622 0.105282
XM_004930256.2 0.232317 0.126510 0.204492 0.317137 0.148667 0.090406 0.167528 0.164052
XM_004930258.2 0.025672 0.022407 0.052389 0.071046 0.050676 0.029567 0.027629 0.068007
XM_004930279.2 0.057180 0.053224 0.082496 0.056542 0.047339 0.056703 0.049351 0.067807
XM_004930283.1 0.036274 0.023508 0.018088 0.083780 0.039021 0.012263 0.040329 0.055253
XM_004930285.2 0.000023 0.027687 0.086197 0.030207 0.508482 0.000000 0.027794 0.000149
XM_004930291.2 0.042193 0.046269 0.048252 0.063010 0.067276 0.033300 0.040176 0.047681
XM_004930295.1 0.031218 0.035114 0.041312 0.036375 0.027371 0.018114 0.033504 0.052832
XM_004930297.2 0.060964 0.031180 0.061882 0.079788 0.071472 0.033156 0.050981 0.065449
XM_004930298.2 0.076230 0.019856 0.078220 0.022193 0.082618 0.036103 0.048976 0.098467
XM_004930299.1 0.023438 0.024875 0.057077 0.025493 0.029155 0.009218 0.040487 0.040532
XM_004930306.2 0.054213 0.025028 0.040315 0.031443 0.047680 0.079538 0.039718 0.050435
XM_004930311.2 0.093002 0.053311 0.114145 0.132019 0.096876 0.075870 0.125123 0.134442
XM_004930313.2 0.106336 0.107260 0.101498 0.106052 0.127452 0.087540 0.102699 0.105892
XM_004930314.2 0.039741 0.021575 0.044904 0.036882 0.052315 0.025485 0.029774 0.082780
XM_004930318.2 0.114459 0.151749 0.220175 0.172502 0.125531 0.223407 0.402331 0.114833
