GeneID L_accius P_sennae L_sinapis C_cecrops D_plexippus H_melpomene P_machaon B_mori
XM_004930823.2 0.01996 0.06399 3.54193 0.07810 0.02207 0.02224 0.46269 0.03033
XM_004930825.1 0.05904 0.01094 0.05513 0.08751 0.03068 999.00000 0.02301 0.04518
XM_004930826.2 0.01437 0.03027 0.03395 0.03755 0.02067 0.01890 0.08291 0.03842
XM_004930827.2 0.07871 0.05720 0.04401 0.04969 0.04084 0.06940 0.09115 0.07224
XM_004930829.1 0.31614 0.00278 0.11063 0.03643 0.03045 0.05068 0.00367 0.00301
XM_004930831.1 0.02906 0.02062 0.06379 0.02374 0.02417 0.02547 0.00116 0.03164
XM_004930833.2 0.01317 0.37726 0.00137 0.03668 0.00157 0.00568 0.00114 0.02352
XM_004930837.2 0.00193 0.01087 0.00988 0.01568 0.00661 0.00805 0.01593 0.00440
XM_004930839.2 0.01794 0.01263 0.01509 0.01084 0.01422 0.01200 0.03458 0.02875
XM_004930847.2 0.01424 0.01815 0.01731 0.02425 0.01266 0.00628 0.01942 0.03123
XM_004930848.2 0.11444 0.09797 0.18994 0.23266 0.03887 0.05424 0.11249 0.12386
XM_004930849.1 0.03905 0.03656 0.02402 0.08121 0.03262 0.06197 0.06306 0.01259
XM_004930850.2 0.08634 0.04651 0.03953 0.94240 0.03987 0.00444 0.01941 0.11844
XM_004930854.2 0.04158 0.03116 0.01127 0.08581 0.06862 0.01033 0.08760 0.04115
XM_004930855.2 0.03424 0.03903 0.07676 0.06010 0.03339 0.02799 0.05182 0.03243
XM_004930856.2 0.02316 0.00491 0.05491 0.02308 0.02264 0.01168 0.02962 0.00895
XM_004930858.2 0.00653 0.01335 0.05293 0.09478 0.04434 0.06220 0.06572 0.06457
XM_004930861.2 0.05683 0.02103 0.03242 0.02031 0.00451 0.06484 0.00405 0.01826
XM_004930864.2 0.04609 999.00000 0.01678 0.13809 0.01787 0.04205 0.01355 925.52661
XM_004930869.2 0.02208 0.01159 999.00000 0.07982 0.02115 0.01709 0.01967 0.05917
XM_004930870.2 0.01993 0.01779 0.01914 0.05129 0.02037 0.01827 0.01898 0.03201
XM_004930871.1 0.04083 0.00637 0.11635 0.02918 0.06203 0.06049 0.03085 0.17609
XM_004930872.2 0.00787 999.00000 0.04292 0.01278 999.00000 0.10861 0.01336 999.00000
XM_004930873.2 0.05344 0.01545 0.03012 0.09771 0.01751 0.01185 0.05301 0.00035
XM_004930880.2 0.29863 0.02530 0.05460 0.05386 0.01628 0.08746 0.03310 0.03453
XM_004930884.2 0.08113 0.10757 0.13455 0.10161 0.07128 0.04054 0.05570 0.04531
XM_004930886.2 0.03516 0.02670 0.03540 0.00159 0.04161 0.01983 0.02452 0.05875
XM_004930887.2 0.02271 0.00970 0.00701 0.02288 0.04165 0.03406 899.16669 0.03547
XM_004930889.2 0.00456 0.00261 0.00510 0.01037 0.00055 0.00345 0.00486 0.03184
XM_004930890.2 0.07565 0.02547 0.05194 0.01986 0.03726 0.03758 0.02515 0.00150
XM_004930892.1 0.03371 0.00824 0.02772 0.02893 0.02831 0.02504 0.00889 0.03052
XM_004930898.2 0.09291 0.03871 0.02380 0.05419 0.03413 0.03431 0.08696 0.02883
XM_004930900.2 0.03566 0.02787 0.02368 0.02722 0.01711 0.02869 0.02832 0.06002
XM_004930901.1 0.03967 0.03081 0.05537 0.02769 0.02338 0.01949 0.02599 0.03867
XM_004930902.2 0.02789 0.00326 0.01753 0.02139 0.03217 0.00308 0.01348 0.01821
XM_004930903.2 0.03167 0.07550 0.07018 0.10906 0.01423 0.01443 0.27893 0.02769
XM_004930905.2 0.00673 0.06243 0.05443 0.02935 0.02047 0.01344 0.02815 0.00655
XM_004930912.2 0.10027 0.02338 0.14900 0.06015 0.05792 24.72452 4.79892 0.00130
XM_004930914.2 0.04676 0.02309 0.02600 0.05079 0.04816 0.03213 0.03578 0.03157
XM_004930915.2 0.03518 0.06574 0.07804 0.06280 0.03760 0.03690 0.03872 0.03776
XM_004930916.2 0.10593 0.03225 0.11723 0.02553 0.05441 0.02415 0.01629 0.04415
XM_004930917.2 0.04621 0.05101 0.06602 0.04943 0.03664 0.05159 0.02669 0.04122
XM_004930918.2 0.05214 0.02954 0.04065 0.09154 0.06486 0.03806 0.04059 0.02989
XM_004930919.2 0.02791 0.02433 0.03026 0.04031 0.02042 0.02938 0.01202 0.02898
XM_004930921.2 0.06217 0.03809 0.04045 0.05855 0.03970 0.04273 0.02998 0.07115
XM_004930924.1 0.01260 0.01258 0.03447 0.01715 0.01128 0.01012 0.01764 0.00980
XM_004930928.2 0.11589 0.02614 0.05892 0.00180 0.02106 0.01607 0.04019 0.29189
XM_004930929.2 0.09076 0.02036 0.21386 0.04136 0.03578 0.04017 0.04259 0.06125
XM_004930931.2 0.02521 0.01923 0.03909 0.01498 0.01432 0.01779 0.01666 0.02294
XM_004930932.2 0.02501 0.01344 0.04094 0.01459 0.01865 0.01333 0.00978 0.01517
XM_004930936.2 0.05889 0.03114 0.01894 0.03002 0.01718 0.01847 0.01518 0.02335
XM_004930938.2 0.02440 0.00102 0.03292 0.04452 0.01866 0.00010 0.01363 0.00101
XM_004930939.2 0.05121 0.05262 0.06239 0.11433 0.05614 0.10295 0.09696 0.09455
XM_004930942.2 0.00485 0.01593 0.01821 0.02796 0.03050 0.01922 0.01952 0.04566
XM_004930944.2 0.01152 0.00603 0.00598 0.07273 0.02714 0.02272 0.01655 0.02100
XM_004930946.2 0.00057 0.01131 0.08634 0.01372 0.00546 0.02198 0.00010 0.01546
XM_004930958.2 0.02534 0.03663 0.02005 0.02982 0.01170 0.03051 0.05380 0.00128
XM_004930959.2 0.03183 0.02655 0.07921 0.03007 0.05302 0.05785 0.02550 0.02164
XM_004930963.2 0.04719 0.01711 0.06619 0.03097 0.02993 0.06521 0.06483 0.08312
XM_004930967.2 0.05986 0.30902 0.05515 0.19385 999.00000 0.03018 0.01511 199.78757
XM_004930969.2 0.05555 0.04709 0.05531 0.03077 0.03258 0.06618 0.04861 0.02653
XM_004930971.2 0.00611 0.00690 0.03376 0.01874 0.01863 0.00938 0.01030 0.01806
XM_004930973.2 0.00661 0.03365 0.05441 0.07599 0.00400 0.04493 0.01766 0.00875
XM_004930974.2 0.00803 0.00973 0.06678 0.01319 0.01598 0.00635 0.01135 0.01771
XM_004930975.1 0.01223 0.02252 0.02283 0.04798 0.01513 0.01942 0.01827 0.01667
XM_004930991.1 0.02206 0.01108 0.01035 0.01431 0.00626 0.01795 0.02313 0.01910
XM_004930994.2 0.08479 0.01134 0.04368 0.02132 0.03121 0.03526 0.04650 0.04972
XM_004930996.2 0.10103 0.05650 0.09398 0.04816 0.06830 0.06638 0.06334 0.07351
XM_004931005.2 0.03803 0.00988 0.03049 0.03592 0.02766 0.04184 0.02322 0.03181
XM_004931007.2 0.02261 0.04900 0.03134 0.04798 0.05980 0.04114 0.08207 0.02797
XM_004931019.2 0.02176 0.01349 0.02920 0.00712 0.04584 0.01428 0.02223 0.05033
XM_004931020.2 0.01085 0.01832 0.03765 0.01566 0.01969 0.04683 0.03020 0.00660
XM_004931021.2 0.02791 0.04298 0.04312 0.08001 0.02667 0.03721 0.04014 0.04276
XM_004931032.2 0.01630 0.01440 0.03428 0.02244 0.02116 0.00994 0.01968 0.03556
XM_004931036.2 0.02537 0.00416 0.08488 0.03712 0.02400 0.14109 0.28059 0.03104
XM_004931040.2 0.02105 0.03640 0.14173 0.00163 0.04799 0.04158 0.05302 0.09011
XM_004931043.2 0.00010 0.03637 0.01046 0.01613 0.01346 0.01693 0.01792 0.01567
XM_004931045.2 0.05435 0.05190 0.00151 0.04773 0.02615 0.01567 0.06351 0.00177
XM_004931048.2 0.01651 0.01734 0.13334 0.01617 0.05761 0.02560 0.15390 0.00212
XM_004931058.2 0.07670 999.00000 0.34901 0.00227 0.22184 0.31050 0.13590 0.00894
XM_004931060.2 0.03485 0.01981 0.03720 0.00870 0.01553 0.05252 0.04579 0.04472
XM_004931061.2 0.02182 0.00779 0.02021 0.03248 0.02831 0.01286 0.01501 0.02392
XM_004931063.2 0.03423 0.01042 0.03910 0.01219 0.04263 0.00859 0.03349 0.04115
XM_004931071.2 0.01759 0.03531 0.00358 0.00356 0.02298 0.02201 0.00369 0.04153
XM_004931073.2 0.00409 0.00443 126.45858 0.00754 0.00448 22.99301 0.00611 0.00353
XM_004931075.2 0.02151 0.02934 0.01877 0.03137 0.01688 0.02820 0.02481 0.02795
XM_004931080.2 0.00930 0.02284 0.02107 0.00361 0.00074 0.04436 0.00087 0.13970
XM_004931090.2 0.01872 0.00410 0.01525 0.02531 0.02259 0.02335 49.12504 0.01392
XM_004931092.2 0.17182 0.05655 0.05644 999.00000 0.00465 0.01622 999.00000 0.00225
XM_004931095.2 0.01409 0.01388 0.02939 0.02050 0.03046 0.01283 0.02357 0.02340
XM_004931099.1 0.02265 0.03680 0.01495 0.00775 0.02092 0.01533 0.00907 0.02295
XM_004931101.2 0.01235 0.01257 0.02989 0.02895 0.00489 0.01424 0.03130 0.02764
XM_004931102.2 0.05499 0.00556 0.13147 0.03498 0.06215 0.00753 0.02673 0.04990
XM_004931103.2 0.02713 0.02228 0.01367 0.05030 0.01731 0.01064 0.03158 0.02311
XM_004931104.2 0.08922 0.06053 999.00000 20.34302 999.00000 0.62394 999.00000 2.07262
XM_004931109.2 0.01217 0.01987 0.00670 0.00815 0.00990 0.04015 0.00338 0.00755
XM_004931110.2 0.04743 0.00793 0.00626 0.01676 0.00612 0.00223 0.00697 0.00272
XM_004931114.2 0.02491 0.03841 0.01712 0.04633 0.04181 0.02333 0.03347 0.02220
XM_004931116.2 0.08285 0.07509 0.07360 0.08209 0.04131 0.03552 0.05243 0.07621
XM_004931124.2 0.03223 0.01532 0.18030 0.00615 0.00052 0.00493 0.01760 0.03771
XM_004931128.2 0.01948 0.03179 0.09561 0.07830 0.04126 0.03594 0.04328 0.07186
XM_004931130.2 0.05317 0.01195 0.07465 0.08540 0.01533 0.01362 0.02091 0.07387
XM_004931139.2 0.04157 0.02789 0.04936 0.05167 0.03015 0.02481 0.03214 0.04204
XM_004931146.2 0.01858 0.01896 0.06000 0.01763 0.02103 0.00889 0.01669 0.07506
XM_004931148.2 0.00010 0.00010 0.00010 0.27222 0.00010 999.00000 0.00010 0.00010
XM_004931165.2 0.12517 0.00047 0.09284 0.03137 0.02097 0.09848 0.07050 0.11393
XM_004931166.1 0.94121 0.04487 0.00119 0.01560 0.03632 0.05790 0.23309 0.01852
XM_004931169.2 0.00497 0.00010 0.00010 0.00154 0.00464 0.00010 0.00130 0.00615
XM_004931179.2 0.04423 0.04970 0.06678 0.02749 0.02203 0.01599 0.02878 0.06150
XM_004931180.2 0.04232 0.06087 0.03683 0.02339 0.04134 0.02966 0.01739 0.04664
XM_004931198.2 0.04281 0.12430 0.04396 0.02137 0.03192 0.01068 0.04755 0.01517
XM_004931214.1 0.03848 0.00010 0.05163 0.01386 0.00938 0.03153 0.04765 0.00126
XM_004931218.2 0.07031 0.02814 0.11387 0.02616 0.02907 0.05285 0.06565 0.03528
XM_004931219.2 0.00170 0.00220 0.00189 0.01728 0.00647 0.00010 0.01034 0.01422
XM_004931220.1 0.04631 0.02840 0.01641 0.01443 0.01920 0.03615 0.00645 0.08757
XM_004931221.2 0.11041 0.03122 0.10957 0.00473 0.04828 0.07298 0.11496 0.07112
XM_004931226.2 0.01646 0.00010 999.00000 999.00000 0.00010 0.00010 0.06500 0.09099
XM_004931232.2 0.02482 0.07586 0.00870 0.02295 0.01513 0.00483 0.03544 0.04253
XM_004931242.2 0.04550 0.00253 0.11863 0.00201 0.10145 0.01708 0.05536 0.05616
XM_004931248.1 0.08661 0.04067 0.00672 0.00125 0.01520 0.02301 0.00168 0.02827
XM_004931249.2 0.00897 0.00936 0.02606 0.00265 0.00359 0.03069 0.01503 0.00200
XM_004931251.2 0.00592 0.00458 0.03173 0.00909 0.01087 0.01860 0.00756 0.02936
XM_004931252.2 0.00010 0.00010 0.00010 0.00010 0.00275 0.00010 0.00010 0.00010
XM_004931264.2 0.29401 0.00078 39.13139 0.02221 0.06158 0.01806 0.05099 0.03000
XM_004931265.2 0.00805 0.02207 0.02129 0.01301 0.07994 0.01945 0.02438 0.02427
XM_004931268.2 0.07010 0.01888 0.05679 0.03269 0.02070 0.02776 0.06273 0.02520
XM_004931269.2 0.00602 0.08036 0.05272 0.05852 999.00000 0.00210 0.00099 999.00000
XM_004931270.2 0.06117 0.02704 0.12204 0.10762 0.02871 0.05983 0.06195 0.01436
XM_004931271.2 0.02640 0.01996 0.01466 0.14071 0.01332 0.02085 0.04812 0.00847
XM_004931273.2 0.00010 0.08796 0.03708 0.01941 0.00277 0.02259 0.02432 0.02188
XM_004931277.1 0.04521 0.02274 0.02367 0.03983 0.04887 0.01556 0.01172 0.01918
XM_004931288.2 0.12353 0.06524 0.01073 0.13236 0.01077 999.00000 0.02662 0.03113
XM_004931289.2 0.03865 0.08268 0.05738 0.10626 0.04936 0.02912 0.06867 0.03196
XM_004931301.2 0.06374 0.04682 0.09514 0.06573 0.09316 0.04097 0.05442 0.02613
XM_004931303.2 0.01976 0.02584 0.04235 0.02104 0.01669 0.04049 0.02881 0.01922
XM_004931306.2 0.00058 0.00818 0.04556 0.01083 0.02518 0.01321 0.01135 0.02746
XM_004931309.2 0.04941 0.03591 0.00104 0.19120 0.04123 0.05446 0.02122 0.03917
XM_004931317.1 0.03651 0.04348 0.06192 0.53834 0.07086 0.06888 0.03973 0.15466
XM_004931323.2 999.00000 0.06267 0.14397 0.09241 0.01374 0.04404 0.27780 0.08447
XM_004931333.2 0.01386 0.00686 0.08682 0.06838 0.04679 0.03446 0.01507 0.10194
XM_004931334.2 0.02423 999.00000 0.00569 0.03909 0.01458 0.01751 0.01393 0.13761
XM_004931340.2 0.01303 0.04323 0.06783 0.03044 0.14593 0.02731 0.01872 0.07115
XM_004931346.2 0.03419 0.10820 0.01149 0.04959 0.08883 0.03022 0.04945 0.08270
XM_004931358.1 0.03175 0.02015 0.04197 0.01607 0.01132 0.02744 0.02450 0.01608
XM_004931361.1 0.06989 0.01911 0.02870 0.07709 0.02723 0.03433 0.04141 0.02564
XM_004931367.2 0.04001 0.02740 0.04039 0.04461 0.03937 0.02083 0.03504 0.05431
XM_004931376.2 0.12159 0.01732 0.08857 0.02866 0.00059 999.00000 0.00117 0.03588
XM_004931388.1 0.02261 0.00972 0.06536 0.06133 0.00664 0.07219 0.04418 0.01910
XM_004931390.2 0.02241 0.02373 0.05811 0.01795 0.03824 0.03838 0.02048 0.03432
XM_004931396.2 0.06664 0.02720 0.06389 0.03401 0.01926 0.02063 0.03453 0.02543
XM_004931398.2 0.04800 0.01805 0.04198 0.03449 0.03754 0.02488 0.07270 0.03527
XM_004931400.1 0.02210 0.03736 0.01480 0.11684 0.01333 0.03844 0.01812 0.03379
XM_004931409.1 0.05464 0.01719 0.12008 0.04331 0.05891 0.08476 0.04907 0.06723
XM_004931419.2 0.01258 0.01956 0.01437 0.00988 0.01226 0.02727 0.01821 0.03510
XM_004931422.2 0.07846 0.00010 0.01929 0.08702 0.04471 0.05091 0.03765 0.04647
XM_004931423.2 0.03212 0.01430 0.04805 0.02148 0.03766 0.02745 0.04296 0.03846
XM_004931430.2 0.02878 0.04860 0.02830 0.02202 0.01325 0.01044 0.01292 0.02227
XM_004931431.2 0.04078 0.02267 0.03546 0.04387 0.02172 0.02060 0.05573 0.01750
XM_004931432.2 0.00295 0.00388 0.01551 0.01143 0.01562 0.00700 0.08350 0.02348
XM_004931442.2 0.08870 0.06121 0.06170 0.03993 0.05274 0.04507 0.04954 0.08265
XM_004931443.2 0.00117 0.00010 0.02186 0.00010 0.01540 0.00010 0.00010 0.02507
XM_004931446.1 0.03531 0.05756 0.06750 0.19188 0.20385 0.02625 0.20262 0.13227
XM_004931448.1 0.00086 0.00046 0.12553 0.05476 0.02045 0.01862 0.14837 0.00125
XM_004931449.2 0.00772 0.00011 0.05768 0.01043 0.74216 0.00604 0.03741 0.02302
XM_004931450.2 0.00238 0.01768 0.02521 0.06275 0.00203 0.00177 0.01203 0.01014
XM_004931453.2 0.01796 0.01732 0.12005 0.06367 0.01738 0.05410 0.05145 0.02747
XM_004931456.2 0.03527 0.02490 0.03466 0.02773 0.01369 0.01631 0.03520 0.00282
XM_004931461.2 0.03383 0.05977 0.05499 0.03585 0.01022 0.03901 0.01359 0.04021
XM_004931463.2 0.00807 0.00010 0.01075 0.00510 0.00010 0.00010 0.00010 0.01588
XM_004931464.2 0.03658 0.04823 0.04202 0.06300 0.08926 0.03106 0.05106 0.06547
XM_004931466.2 0.04559 0.02211 0.01842 0.05576 0.00790 0.21893 0.01555 0.02752
XM_004931467.2 0.05543 0.00305 0.05392 0.05130 0.21438 0.06843 0.00169 0.09881
XM_004931468.2 0.03168 0.00101 0.02200 0.02102 0.03677 0.03186 0.05525 0.11129
XM_004931469.2 0.06075 0.02181 0.02246 0.03195 0.05521 0.02668 0.03500 0.04562
XM_004931471.2 0.03257 0.01458 0.05763 0.05842 0.03463 0.03474 0.02222 0.02724
XM_004931472.2 0.07735 0.05943 0.04318 0.07657 0.04792 0.04690 0.05949 0.05098
XM_004931481.2 0.03983 0.00010 0.01544 0.04127 0.07418 0.01067 0.00863 999.00000
XM_004931484.2 0.04798 0.00010 0.01542 0.01261 0.01287 0.03258 0.00068 999.00000
XM_004931486.2 0.00209 0.02067 0.02633 0.00205 0.04508 0.02331 0.01447 0.25876
XM_004931489.2 0.07097 0.12054 0.01019 0.07711 0.02524 0.05231 0.01436 0.00341
XM_004931490.2 0.12707 23.58262 0.00297 0.00204 0.00087 0.00291 0.14974 0.07217
XM_004931494.2 0.01744 0.01484 0.07883 0.03230 0.00457 0.04563 0.10936 0.02407
XM_004931504.2 0.01760 0.03100 0.05540 0.02875 0.08219 0.02159 0.04290 0.02924
XM_004931506.2 0.05144 0.06102 0.02201 0.08939 695.31902 0.00693 0.00147 0.00129
XM_004931511.2 0.04744 0.04005 0.04179 0.04079 0.04841 0.03683 0.04279 0.02151
XM_004931514.2 0.00374 0.00568 0.01565 0.17080 0.00205 0.00572 0.01203 0.01847
XM_004931515.2 0.00871 0.00235 0.02371 0.02248 0.00687 0.00895 0.01666 0.01691
XM_004931519.2 0.00010 0.00010 0.01037 0.00077 0.00010 0.00808 0.00200 0.00974
XM_004931524.2 0.04402 0.01794 0.04184 999.00000 0.02219 0.00562 185.19997 0.00614
XM_004931532.1 0.07390 999.00000 0.01383 0.06295 0.00010 0.05401 999.00000 0.02332
XM_004931536.2 0.01644 0.05397 0.01159 0.00688 0.01025 0.00030 0.01304 0.01559
XM_004931538.2 0.00010 0.00010 0.00010 0.00010 0.00010 0.00338 0.00337 0.03123
XM_004931539.2 0.00010 97.57483 0.00148 0.01313 0.00461 0.00247 0.00036 999.00000
XM_004931542.1 0.00067 2.73374 0.05514 10.01341 5.56643 0.02033 0.00021 0.07139
XM_004931543.2 0.03874 0.03010 0.02806 0.04510 0.01719 0.04496 0.00861 0.03875
XM_004931546.2 0.00010 0.07375 0.29453 0.00010 0.16725 0.00010 0.00010 0.00010
XM_004931548.2 0.03289 0.02866 0.03744 0.04153 0.00419 0.00450 0.00562 0.00146
XM_004931552.2 0.04345 0.01976 0.01845 0.00783 0.01829 0.27863 0.02335 0.02511
XM_004931553.2 0.03691 0.01856 0.00136 0.05084 0.03516 0.05076 0.06988 0.04028
XM_004931559.2 0.04398 0.00756 0.01668 0.04082 0.06119 0.03042 0.09057 0.00405
XM_004931562.2 0.03744 0.03618 0.03165 0.01510 0.02909 0.02044 0.02514 0.05021
XM_004931568.2 0.03879 0.01496 0.09262 0.06838 0.03356 0.01562 0.03466 0.01080
XM_004931571.2 0.00010 3.70786 0.00010 28.61476 0.00010 14.49254 0.00010 0.05922
XM_004931575.2 0.04490 0.02127 0.20825 0.03525 0.02942 0.02415 0.03995 0.03628
XM_004931608.2 0.01962 0.02583 0.08147 0.02929 0.04018 0.03387 0.02792 0.04068
XM_004931618.2 0.03028 0.04028 0.05875 0.04583 0.07908 0.02150 0.01448 0.03630
XM_004931629.2 0.01479 0.02573 0.01864 0.04742 0.02782 0.04464 0.03115 0.03562
XM_004931635.2 0.04210 0.07239 0.02774 0.03994 0.05995 0.04065 0.06482 0.04516
XM_004931642.2 0.00815 0.00010 0.00933 0.00010 0.01061 0.02329 0.00010 0.00675
XM_004931645.2 0.05308 0.11949 0.01103 0.03040 0.02549 0.01082 0.02872 0.02176
XM_004931647.2 0.07214 0.05083 0.07346 0.07743 0.02798 0.03987 0.06852 0.06396
XM_004931648.2 0.04009 0.02906 0.03097 0.05274 0.02681 0.02049 0.06500 0.01718
XM_004931651.2 0.00800 0.01557 0.02345 0.02068 0.01390 0.15540 0.01390 0.01724
XM_004931658.2 0.00595 0.00722 0.01411 0.01205 0.00896 0.02303 0.01359 0.01052
XM_004931659.1 0.02817 0.03356 0.04506 0.03402 0.01729 0.01013 0.01385 0.03657
XM_004931661.2 0.05570 0.01887 0.03409 0.05262 0.02547 0.05899 0.11454 0.13042
XM_004931664.1 0.03657 0.04913 0.05333 0.05364 0.03254 0.03245 0.02999 0.09341
XM_004931665.2 0.00976 0.05113 0.03293 0.07600 0.03483 0.02943 0.04892 0.06861
XM_004931671.2 0.02080 0.01325 0.02459 0.02468 0.01646 0.00947 0.01720 0.02192
XM_004931672.2 0.16949 0.01465 0.13642 0.09327 0.00159 0.00251 0.09102 0.04309
XM_004931675.2 0.04467 0.02920 0.02584 0.10975 0.07631 0.03188 0.01717 0.00900
XM_004931677.2 0.08790 0.29156 0.29434 0.14489 0.15106 0.08756 0.29581 0.22751
XM_004931684.2 0.05307 0.02309 0.02577 0.04520 0.05091 0.02550 0.03906 0.02698
XM_004931685.2 0.03430 0.04978 0.09026 0.06221 0.05726 0.01385 0.07136 0.02087
XM_004931690.2 0.04607 0.03579 0.05541 0.04388 0.00661 0.02913 0.00446 0.02669
XM_004931692.2 0.01858 0.02278 0.03002 0.03297 0.05158 0.01670 0.04044 0.03759
XM_004931693.2 0.02451 0.03585 0.05089 0.03979 0.02773 0.01767 0.05722 0.01901
XM_004931694.2 0.01386 0.00986 0.01488 0.01707 0.00927 0.01053 0.02900 0.02723
XM_004931700.2 0.07785 0.08976 0.09767 0.13869 0.05294 0.05884 0.12654 0.05472
XM_004931701.2 0.00094 0.04136 0.08539 0.05010 0.06164 0.04746 0.02320 0.14234
XM_004931703.2 0.01956 0.01647 0.03338 0.05830 0.03538 0.01730 0.02755 0.01967
XM_004931708.2 0.04572 0.11314 0.05180 0.07925 0.01965 0.02271 0.02497 0.02013
XM_004931712.2 0.02409 0.02989 0.02223 0.04515 0.02259 0.03394 0.02245 0.03059
XM_004931721.2 0.01097 0.02558 0.01262 0.00844 0.00970 0.01315 0.02994 0.00950
XM_004931722.2 0.05036 0.01065 0.08763 0.01797 0.02453 0.04581 0.01447 0.08586
XM_004931724.2 0.03738 0.02035 0.01662 0.00989 0.01980 0.02387 0.02327 0.02173
XM_004931728.2 0.03779 0.01885 0.03256 0.00785 0.02525 0.00151 0.04843 0.02957
XM_004931730.2 0.03282 0.02406 0.04795 0.04999 0.04022 0.04758 0.02663 0.02290
XM_004931736.2 0.05072 0.02464 0.01449 0.00774 0.03389 0.04419 0.06035 0.00167
XM_004931739.2 0.01143 0.01698 0.04074 0.02331 0.01126 0.04804 0.03410 0.01142
XM_004931740.2 0.01787 0.00010 0.00072 0.00902 0.00110 0.00010 0.02228 0.00133
XM_004931741.2 0.01477 0.01964 0.01736 0.00877 0.00769 0.01652 0.00209 0.00941
XM_004931742.2 0.00619 0.00952 0.08294 0.00162 0.06402 0.00045 0.00127 0.00085
XM_004931744.1 0.00305 0.02077 0.02004 0.00214 0.00010 0.02065 0.00010 0.00048
XM_004931745.2 0.00455 999.00000 0.00458 999.00000 0.00201 0.00219 0.00040 0.02314
XM_004931747.2 0.01051 0.02626 0.01835 0.02893 0.03017 0.01872 0.01517 0.02969
XM_004931748.2 0.01794 0.00088 0.12804 0.06329 0.00442 0.00082 0.02889 999.00000
XM_004931749.1 0.04522 0.06464 0.04733 0.07404 0.03240 0.05781 0.05098 0.05057
XM_004931754.2 0.04987 0.02048 16.63182 0.28077 0.00010 0.35491 0.06272 0.00010
XM_004931755.2 0.30706 0.04783 0.03808 0.05516 0.10232 0.07511 0.01288 657.86861
XM_004931761.2 0.01558 0.02341 0.02362 0.02767 0.02783 0.02794 0.03026 0.01552
XM_004931767.2 0.13522 0.09512 0.05310 0.10872 0.15561 0.05633 0.10158 0.11306
XM_004931770.2 0.03681 0.01499 0.06374 0.04519 0.08367 0.04352 0.05793 0.03858
XM_004931784.2 0.43277 0.01321 0.06648 0.05743 0.04867 0.03057 0.03181 0.00080
XM_004931792.1 0.01015 0.00263 0.00221 0.17715 0.09799 0.01616 0.01325 0.00372
XM_004931793.2 0.02281 0.00010 0.01915 0.06396 0.01587 0.04106 0.08264 0.00855
XM_004931795.2 0.00158 0.03429 0.03102 0.02795 0.01957 0.03417 0.05441 0.01215
XM_004931802.2 0.03038 0.06234 0.16720 0.00803 0.16279 0.05149 0.01814 0.07678
XM_004931810.2 0.02219 0.01454 0.03692 0.02737 0.03219 0.02560 0.04896 0.03600
XM_004931815.2 0.04446 0.03882 0.02749 0.02683 0.04628 0.03061 0.01899 0.01380
XM_004931817.2 0.19615 0.00010 0.01789 0.01634 999.00000 0.01832 0.00569 999.00000
XM_004931821.2 0.00643 0.00828 0.25188 0.01607 0.00949 0.00578 0.00790 0.00976
XM_004931832.2 0.08671 0.04055 0.07207 0.06216 0.03954 0.08336 0.07370 0.02360
XM_004931835.2 0.00010 0.00010 0.00226 0.00961 0.00349 0.00462 0.00771 0.00185
XM_004931836.2 0.03266 0.02729 0.03418 0.02954 0.04707 0.06202 0.03255 0.02754
XM_004931838.2 0.02289 0.02208 0.03738 0.05232 0.03661 0.02179 0.02784 0.03781
XM_004931842.2 0.00480 665.99233 0.04659 0.00677 0.01102 999.00000 0.03988 0.06683
XM_004931843.2 0.03659 0.05100 0.05206 0.03975 0.07156 0.03194 0.03860 0.03171
XM_004931850.1 0.02565 0.02015 0.04047 0.06875 0.02444 0.04519 0.03754 0.02848
XM_004931854.2 0.04390 0.04449 0.04887 0.06180 0.01135 0.03118 0.03845 0.02764
XM_004931855.2 0.00875 0.00579 0.01321 0.01397 0.01372 0.01986 0.01988 0.01346
XM_004931859.2 0.00210 0.04279 0.17829 0.21254 0.03147 0.02602 0.06084 0.02709
XM_004931860.2 0.00437 0.00519 0.00149 0.00479 121.62521 0.00987 0.01281 0.00526
XM_004931862.2 0.01804 0.04078 0.09820 0.03888 0.00077 999.00000 0.06517 0.02787
XM_004931864.2 0.01669 0.01318 0.03497 0.03182 0.02883 0.01155 0.03030 0.00667
XM_004931866.2 0.00995 0.00528 0.00935 0.01070 0.02707 0.00590 0.00991 0.02113
XM_004931869.2 0.03625 0.05415 0.04297 0.06861 0.07383 0.06347 0.04715 0.04088
XM_004931877.2 0.07816 0.02885 0.05118 0.07372 0.04281 0.07625 0.06184 0.04382
XM_004931879.2 0.00093 0.00385 0.01091 0.00318 735.34786 0.00210 0.00639 0.00388
XM_004931880.2 0.07583 0.02362 0.01164 0.08235 0.02272 0.04630 0.02225 0.00269
XM_004931882.1 0.03376 0.01640 0.02565 0.01885 0.02268 0.01080 0.02992 0.00423
XM_004931883.2 0.00382 999.00000 0.03110 0.06029 0.00815 0.01297 0.07000 0.05883
XM_004931884.1 0.00130 0.01556 0.01305 0.01552 0.03523 0.00986 157.98099 0.01571
XM_004931889.1 0.03302 0.02300 0.02585 0.01745 0.00571 0.09551 0.02334 0.01949
