GeneID B_mori C_ce GeneIDcce D_pl GeneIDdpl H_mel GeneIDhmel L_ac GeneIDlac L_sin GeneIDlsin P_ma GeneIDpma P_se GeneIDpse
XM_004928551.1 56.309 56.548 cce5553.2.mRNA 58.650 DPOGS213077-TA 52.259 HMEL009769g1.t1 53.813 lac807.15.mRNA 50.006 leptidea_sinapisT00000009107 56.256 KPJ06692.1 54.805 pse1095.61
XM_004928556.2 56.531 58.938 cce493.5.mRNA 59.100 DPOGS213072-TA 55.913 HMEL006523g2.t1 57.171 lac807.27.mRNA 57.344 leptidea_sinapisT00000020512 53.721 KPJ06678.1 56.834 pse1095.69
XM_004928557.1 45.159 48.121 cce3567.1.mRNA 50.449 DPOGS213071-TA 45.880 HMEL013578g1.t1 48.214 lac303.9.mRNA 45.794 leptidea_sinapisT00000018134 46.952 KPJ06676.1 47.356 pse1095.72
XM_004928558.1 58.579 54.925 cce2556.1.mRNA 59.766 DPOGS213132-TA 59.908 HMEL013579g1.t1 55.282 lac807.29.mRNA 58.296 leptidea_sinapisT00000000309 58.731 KPJ06675.1 58.800 pse1095.74
XM_004928560.2 46.903 42.157 cce2556.5.mRNA 48.659 DPOGS213133-TA 35.332 HMEL013581g1.t1 45.666 lac807.31.mRNA 35.186 leptidea_sinapisT00000013015 51.745 KPJ06673.1 40.563 pse1095.76
XM_004928563.2 55.557 57.806 cce16020.2.mRNA 51.466 DPOGS213064-TA 49.790 HMEL010361g1.t1 53.586 lac807.42.mRNA 51.778 leptidea_sinapisT00000014020 55.832 KPJ06667.1 58.080 pse4546.1
XM_004928565.2 50.371 39.628 cce522.7.mRNA 49.889 DPOGS213140-TA 41.751 HMEL010349g1.t1 49.680 lac807.48.mRNA 47.051 leptidea_sinapisT00000017269 46.419 KPJ06662.1 42.508 pse1711.15
XM_004928568.1 61.000 38.796 cce522.12.mRNA 59.507 DPOGS213061-TA 59.001 HMEL010346g1.t1 60.687 lac807.50.mRNA 61.000 leptidea_sinapisT00000014359 54.381 KPJ06659.1 50.978 pse3063.3
XM_004928570.2 53.082 53.390 cce522.19.mRNA 51.142 DPOGS213058-TA 43.472 HMEL010336g1.t1 50.282 lac807.55.mRNA 50.304 leptidea_sinapisT00000002671 46.648 KPJ06654.1 50.156 pse1907.2
XM_004928572.2 48.809 57.137 cce726.4.mRNA 53.116 DPOGS213149-TA 57.172 HMEL010328g1.t1 51.330 lac2058.4.mRNA 49.701 leptidea_sinapisT00000011268 46.528 KPJ06647.1 56.695 pse285.3
XM_004928577.2 57.796 56.378 cce948.2.mRNA 58.398 DPOGS213156-TA 49.934 HMEL031215g1.t1 58.300 lac2058.10.mRNA 57.053 leptidea_sinapisT00000015482 54.190 KPJ06640.1 56.655 pse3965.2
XM_004928578.2 53.517 58.130 cce948.3.mRNA 55.590 DPOGS213054-TA 55.060 HMEL010319g1.t1 61.000 lac2058.11.mRNA 55.118 leptidea_sinapisT00000015563 54.116 KPJ06639.1 57.882 pse3965.1
XM_004928581.2 48.269 56.779 cce948.10.mRNA 49.971 DPOGS213161-TA 40.291 HMEL015080g1.t1 49.269 lac2058.17.mRNA 52.825 leptidea_sinapisT00000009412 45.651 KPJ06630.1 46.132 pse7128.5
XM_004928582.2 56.686 42.237 cce948.11.mRNA 54.986 DPOGS213053-TA 44.167 HMEL015081g1.t1 50.770 lac2058.18.mRNA 51.223 leptidea_sinapisT00000006697 43.324 KPJ06632.1 48.696 pse7128.4
XM_004928585.1 57.323 52.001 cce1975.1.mRNA 51.978 DPOGS208814-TA 55.232 HMEL015088g1.t1 55.069 lac203.2.mRNA 54.372 leptidea_sinapisT00000008961 56.802 KPJ14538.1 55.007 pse2959.1
XM_004928587.2 56.503 53.655 cce21290.3.mRNA 53.853 DPOGS208811-TA 52.007 HMEL015089g1.t1 55.332 lac203.3.mRNA 53.127 leptidea_sinapisT00000000629 56.153 KPJ14539.1 57.091 pse1387.2
XM_004928589.1 57.833 44.977 cce10421.2.mRNA 48.770 DPOGS208808-TA 41.122 HMEL015093g1.t1 46.118 lac203.7.mRNA 43.860 leptidea_sinapisT00000011372 52.511 KPJ14546.1 53.108 pse1387.5
XM_004928590.2 48.783 39.603 cce10421.6.mRNA 56.819 DPOGS208818-TA 58.301 HMEL015096g1.t1 49.683 lac203.10.mRNA 50.915 leptidea_sinapisT00000015164 53.344 KPJ14549.1 51.513 pse1387.8
XM_004928599.2 57.158 45.020 cce325.21.mRNA 56.815 DPOGS208791-TA 60.756 HMEL031236g1.t1 47.856 lac2692.6.mRNA 54.990 leptidea_sinapisT00000013533 51.592 KPJ14567.1 58.253 pse152.19
XM_004928600.2 54.364 47.101 cce325.12.mRNA 59.731 DPOGS208828-TA 57.094 HMEL004191g1.t1 57.940 lac173.5.mRNA 60.639 leptidea_sinapisT00000003164 55.761 KPJ19963.1 55.853 pse152.9
XM_004928601.2 46.373 37.800 cce325.11.mRNA 46.877 DPOGS208787-TA 57.329 HMEL004190g1.t1 45.060 lac173.10.mRNA 55.838 leptidea_sinapisT00000006402 56.145 KPJ19964.1 56.943 pse152.8
XM_004928602.2 53.404 61.000 cce121748.7.mRNA 50.325 DPOGS208833-TA 48.834 HMEL004184g1.t1 61.000 lac4291.4.mRNA 50.468 leptidea_sinapisT00000018802 54.876 KPJ19971.1 59.432 pse152.2
XM_004928610.2 54.223 60.621 cce2291.8.mRNA 58.397 DPOGS208837-TA 55.491 HMEL031245g1.t1 61.000 lac615.4.mRNA 47.736 leptidea_sinapisT00000010054 61.000 KPJ19983.1 56.214 pse88.16
XM_004928612.2 56.149 60.544 cce2291.6.mRNA 56.173 DPOGS208839-TA 54.495 HMEL015432g2.t1 47.623 lac615.7.mRNA 54.388 leptidea_sinapisT00000006873 51.830 KPJ19985.1 51.776 pse88.13
XM_004928626.2 56.150 47.847 cce560.6.mRNA 53.256 DPOGS208846-TA 54.148 HMEL015413g1.t1 51.400 lac615.21.mRNA 54.777 leptidea_sinapisT00000008507 55.482 KPJ14323.1 54.502 pse468.3
XM_004928627.2 60.877 51.979 cce24181.5.mRNA 60.623 DPOGS216139-TA 53.776 HMEL015411g1.t1 55.357 lac615.24.mRNA 49.889 leptidea_sinapisT00000013038 52.864 KPJ14320.1 51.550 pse468.5
XM_004928631.2 40.269 38.791 cce3467.5.mRNA 51.716 DPOGS215310-TA 57.892 HMEL008282g1.t1 46.288 lac3441.1.mRNA 54.989 leptidea_sinapisT00000020641 42.403 KPJ14310.1 50.491 pse2149.34
XM_004928634.2 55.669 56.929 cce3467.2.mRNA 56.930 DPOGS215309-TA 45.698 HMEL010026g1.t1 53.473 lac3441.4.mRNA 55.590 leptidea_sinapisT00000010299 46.394 KPJ20284.1 48.326 pse2149.31
XM_004928635.2 52.492 52.149 cce10421.4.mRNA 55.533 DPOGS208807-TA 45.143 HMEL010027g1.t1 48.836 lac203.9.mRNA 44.224 leptidea_sinapisT00000008134 48.575 KPJ20283.1 47.197 pse2149.32
XM_004928636.2 45.616 47.501 cce3467.1.mRNA 51.975 DPOGS215324-TA 43.510 HMEL010024g3.t1 54.680 lac3441.5.mRNA 44.258 leptidea_sinapisT00000019745 34.344 KPJ20930.1 56.180 pse2149.30
XM_004928642.1 55.040 38.853 cce133.1.mRNA 47.180 DPOGS215307-TA 55.135 HMEL010017g1.t1 44.779 lac3441.11.mRNA 52.532 leptidea_sinapisT00000011834 51.332 KPJ20289.1 42.589 pse2149.11
XM_004928645.2 54.153 49.308 cce437.20.mRNA 59.956 DPOGS215304-TA 58.219 HMEL031268g1.t1 55.981 lac3441.17.mRNA 50.183 leptidea_sinapisT00000019786 41.773 KPJ20295.1 56.390 pse2149.16
XM_004928646.2 50.528 60.680 cce437.17.mRNA 60.326 DPOGS210567-TA 61.000 HMEL004323g1.t1 54.626 lac3441.21.mRNA 52.687 leptidea_sinapisT00000018320 56.732 KPJ20301.1 55.414 pse2149.18
XM_004928647.2 50.112 46.894 cce437.16.mRNA 50.156 DPOGS215301-TA 38.142 HMEL004322g1.t1 48.933 lac3441.23.mRNA 54.467 leptidea_sinapisT00000000769 48.664 KPJ20302.1 55.138 pse2149.19
XM_004928649.2 45.572 45.154 cce437.14.mRNA 51.226 DPOGS215300-TA 44.026 HMEL011861g1.t1 50.295 lac3441.25.mRNA 46.430 leptidea_sinapisT00000009190 39.657 KPJ20304.1 47.961 pse2149.21
XM_004928650.2 47.388 44.438 cce437.15.mRNA 49.000 DPOGS215338-TA 46.349 HMEL011862g1.t1 54.277 lac3441.24.mRNA 44.192 leptidea_sinapisT00000019473 50.234 KPJ20303.1 52.806 pse2149.20
XM_004928652.2 53.725 45.638 cce437.11.mRNA 47.563 DPOGS215299-TA 39.642 HMEL011859g1.t1 53.375 lac3441.26.mRNA 52.081 leptidea_sinapisT00000011447 48.770 KPJ20306.1 54.347 pse2149.22
XM_004928653.2 53.531 55.206 cce437.8.mRNA 56.859 DPOGS215342-TA 48.698 HMEL031261g1.t1 57.355 lac3309.3.mRNA 51.771 leptidea_sinapisT00000005829 54.120 KPJ20312.1 53.463 pse2149.26
XM_004928654.2 57.888 54.835 cce437.6.mRNA 56.847 DPOGS215344-TA 56.866 HMEL008652g1.t1 55.388 lac3309.7.mRNA 56.255 leptidea_sinapisT00000004120 60.022 KPJ20313.1 59.918 pse2149.28
XM_004928659.2 52.719 37.165 cce437.1.mRNA 45.684 DPOGS215294-TA 52.544 HMEL008656g1.t1 43.938 lac446.12.mRNA 45.470 leptidea_sinapisT00000020326 39.139 KPJ20319.1 47.027 pse2149.3
XM_004928665.2 55.923 50.237 cce1023.5.mRNA 58.237 DPOGS215292-TA 51.151 HMEL008659g1.t1 46.810 lac446.8.mRNA 45.657 leptidea_sinapisT00000011327 51.332 KPJ20322.1 53.806 pse4782.7
XM_004928667.2 55.426 55.523 cce1023.6.mRNA 56.305 DPOGS215291-TA 54.250 HMEL008660g1.t1 54.509 lac446.7.mRNA 57.660 leptidea_sinapisT00000019991 60.772 KPJ20323.1 54.280 pse4782.6
XM_004928673.2 58.411 57.885 cce11113.9.mRNA 58.281 DPOGS208661-TA 60.057 HMEL011744g1.t1 57.585 lac1576.34.mRNA 59.603 leptidea_sinapisT00000010940 57.529 KPJ13615.1 58.497 pse828.140
XM_004928688.2 56.615 57.149 cce302665.17.mRNA 52.216 DPOGS204461-TA 57.040 HMEL006247g1.t1 58.057 lac15.44.mRNA 51.796 leptidea_sinapisT00000016182 56.670 KPJ13545.1 57.370 pse1095.32
XM_004928692.2 56.574 47.912 cce3281.4.mRNA 56.558 DPOGS204413-TA 57.147 HMEL006266g1.t1 55.254 lac15.25.mRNA 56.218 leptidea_sinapisT00000000284 52.167 KPJ19229.1 50.620 pse1095.14
XM_004928693.2 49.712 50.782 cce7472.2.mRNA 46.302 DPOGS204408-TA 49.435 HMEL003987g1.t1 53.986 lac15.14.mRNA 47.902 leptidea_sinapisT00000014685 47.574 KPJ19222.1 52.990 pse1095.5
XM_004928709.2 60.071 54.340 cce1594.7.mRNA 58.475 DPOGS204503-TA 54.289 HMEL013077g1.t1 57.642 lac89302.32.mRNA 49.889 leptidea_sinapisT00000019530 56.483 KPJ15569.1 57.996 pse828.18
XM_004928725.2 59.494 50.346 cce3686.1.mRNA 58.348 DPOGS213065-TA 56.404 HMEL010362g1.t1 59.660 lac807.41.mRNA 60.591 leptidea_sinapisT00000006958 52.605 KPJ06668.1 58.391 pse7840.4
XM_004928748.2 57.196 55.597 cce325.13.mRNA 55.239 DPOGS208788-TA 42.553 HMEL031645g1.t1 58.810 lac173.4.mRNA 50.474 leptidea_sinapisT00000014613 52.507 KPJ19962.1 57.789 pse152.12
XM_004928750.2 55.021 39.187 cce325.2.mRNA 56.812 DPOGS208784-TA 50.855 HMEL031237g1.t1 44.356 lac4291.3.mRNA 51.674 leptidea_sinapisT00000003341 54.911 KPJ19972.1 49.171 pse152.1
XM_004928757.1 49.586 48.204 cce7039.4.mRNA 51.224 DPOGS208774-TA 58.267 HMEL015424g1.t1 55.516 lac615.13.mRNA 55.128 leptidea_sinapisT00000015294 54.684 KPJ14333.1 51.543 pse88.4
XM_004928775.2 43.160 46.067 cce4709.2.mRNA 50.895 DPOGS206935-TA 54.104 HMEL005709g1.t1 56.948 lac949.88.mRNA 51.356 leptidea_sinapisT00000018243 48.389 KPJ07541.1 56.448 pse656.13
XM_004928777.1 48.535 49.334 cce2117.6.mRNA 47.175 DPOGS207004-TA 47.498 HMEL008666g1.t1 55.174 lac949.70.mRNA 49.610 leptidea_sinapisT00000006215 51.529 KPJ13434.1 50.018 pse656.6
XM_004928779.2 57.428 41.810 cce2117.12.mRNA 59.980 DPOGS206931-TA 58.450 HMEL014380g2.t1 54.336 lac949.75.mRNA 56.860 leptidea_sinapisT00000014756 60.458 KPJ11611.1 57.742 pse656.1
XM_004928780.2 55.875 49.052 cce7264.6.mRNA 52.411 DPOGS207007-TA 45.328 HMEL033305g1.t1 46.794 lac949.78.mRNA 49.601 leptidea_sinapisT00000001072 47.198 KPJ11614.1 48.941 pse3064.1
XM_004928781.2 53.968 41.934 cce7264.8.mRNA 58.654 DPOGS207008-TA 58.505 HMEL014373g1.t1 49.146 lac949.80.mRNA 59.769 leptidea_sinapisT00000016212 57.031 KPJ11616.1 56.138 pse3064.3
XM_004928784.2 53.854 47.196 cce7264.10.mRNA 48.404 DPOGS206928-TA 46.260 HMEL033340g1.t1 49.590 lac949.82.mRNA 48.871 leptidea_sinapisT00000021213 58.123 KPJ11618.1 53.163 pse3064.5
XM_004928785.2 55.409 44.297 cce7264.11.mRNA 53.354 DPOGS206927-TA 43.675 HMEL015463g1.t1 48.019 lac949.84.mRNA 54.708 leptidea_sinapisT00000010690 52.013 KPJ11620.1 47.044 pse3064.7
XM_004928795.2 61.000 56.797 cce7874.3.mRNA 51.758 DPOGS206980-TA 52.389 HMEL033345g1.t1 44.381 lac1065.6.mRNA 57.371 leptidea_sinapisT00000002202 50.582 KPJ11575.1 61.000 pse3064.13
XM_004928798.2 49.661 53.779 cce7874.2.mRNA 57.259 DPOGS206983-TA 47.990 HMEL002125g1.t1 45.836 lac6865.19.mRNA 54.290 leptidea_sinapisT00000011409 52.462 KPJ13424.1 45.745 pse3097.19
XM_004928799.1 58.480 56.918 cce7874.1.mRNA 54.092 DPOGS206984-TA 52.277 HMEL002126g1.t1 58.681 lac6865.21.mRNA 55.851 leptidea_sinapisT00000002108 55.285 KPJ11577.1 56.651 pse3097.21
XM_004928803.2 61.000 57.538 cce1140.5.mRNA 55.771 DPOGS206943-TA 58.005 HMEL011074g1.t1 60.502 lac6865.26.mRNA 61.000 leptidea_sinapisT00000000030 55.621 KPJ11582.1 61.000 pse48799.1
XM_004928808.2 60.636 54.487 cce207.6.mRNA 55.817 DPOGS206993-TA 58.976 HMEL014371g1.t1 56.993 lac1871.31.mRNA 56.172 leptidea_sinapisT00000016195 59.227 KPJ11569.1 59.441 pse656.17
XM_004928810.2 50.235 52.907 cce6252.6.mRNA 57.663 DPOGS206948-TA 48.140 HMEL014368g1.t1 55.601 lac1871.28.mRNA 51.194 leptidea_sinapisT00000008491 45.491 KPJ11566.1 54.033 pse3597.5
XM_004928811.2 58.184 43.653 cce6252.1.mRNA 58.062 DPOGS206976-TA 57.362 HMEL014366g1.t1 56.567 lac1871.26.mRNA 49.130 leptidea_sinapisT00000005070 59.039 KPJ11564.1 56.856 pse3597.7
XM_004928813.2 49.568 52.422 cce3847.1.mRNA 58.879 DPOGS206971-TA 46.571 HMEL014357g1.t1 55.399 lac1871.17.mRNA 52.368 leptidea_sinapisT00000009608 53.394 KPJ11553.1 50.126 pse2848.12
XM_004928815.2 46.583 56.227 cce6692.2.mRNA 51.044 DPOGS206970-TA 44.454 HMEL014354g1.t1 54.510 lac1871.15.mRNA 51.282 leptidea_sinapisT00000015324 47.449 KPJ11551.1 51.791 pse2848.10
XM_004928818.2 60.833 42.333 cce4766.4.mRNA 58.019 DPOGS206914-TA 56.596 HMEL015627g1.t1 48.973 lac1871.1.mRNA 56.886 leptidea_sinapisT00000001622 56.939 KPJ11542.1 58.885 pse1322.2
XM_004928819.2 60.665 54.386 cce4766.3.mRNA 56.886 DPOGS206913-TA 57.627 HMEL015628g1.t1 58.460 lac1066.55.mRNA 58.526 leptidea_sinapisT00000017270 51.887 KPJ11541.1 54.851 pse1322.3
XM_004928820.2 58.414 57.167 cce3495.4.mRNA 58.221 DPOGS207025-TA 58.043 HMEL016095g2.t1 56.249 lac1066.52.mRNA 51.106 leptidea_sinapisT00000003669 58.598 KPJ11539.1 58.531 pse1322.5
XM_004928823.2 57.649 55.626 cce881.1.mRNA 55.681 DPOGS207031-TA 52.573 HMEL033287g1.t1 58.481 lac1066.41.mRNA 57.993 leptidea_sinapisT00000002576 57.319 KPJ21352.1 57.380 pse2915.2
XM_004928831.1 53.677 56.415 cce1587.4.mRNA 58.515 DPOGS207040-TA 49.532 HMEL006854g1.t1 56.414 lac1066.23.mRNA 51.593 leptidea_sinapisT00000004981 50.550 KPJ16619.1 49.808 pse3310.2
XM_004928832.2 59.754 52.537 cce118515.1.mRNA 58.319 DPOGS206899-TA 57.726 HMEL006855g1.t1 53.463 lac1066.21.mRNA 58.669 leptidea_sinapisT00000018339 57.503 KPJ16617.1 58.084 pse7405.16
XM_004928834.2 56.172 52.767 cce1587.6.mRNA 54.501 DPOGS206898-TA 53.113 HMEL006856g1.t1 57.582 lac1066.20.mRNA 60.235 leptidea_sinapisT00000003019 48.242 KPJ16616.1 53.407 pse7405.15
XM_004928839.2 56.008 54.822 cce7884.1.mRNA 54.162 DPOGS206896-TA 55.945 HMEL033282g1.t1 55.772 lac677.30.mRNA 56.456 leptidea_sinapisT00000016481 59.072 KPJ16612.1 57.032 pse7405.12
XM_004928841.2 49.333 44.477 cce7884.5.mRNA 47.949 DPOGS207044-TA 44.605 HMEL006863g1.t1 51.429 lac677.35.mRNA 41.902 leptidea_sinapisT00000013484 47.272 KPJ16608.1 50.465 pse7405.8
XM_004928845.1 57.520 53.288 cce7884.10.mRNA 53.542 DPOGS207046-TA 51.214 HMEL006869g1.t2 56.315 lac1212.2.mRNA 48.760 leptidea_sinapisT00000009177 57.965 KPJ16602.1 53.604 pse7405.1
XM_004928851.1 53.537 61.000 cce691.19.mRNA 54.076 DPOGS206884-TA 54.341 HMEL006878g1.t1 61.000 lac1212.12.mRNA 55.060 leptidea_sinapisT00000010332 53.741 KPJ16598.1 53.964 pse3097.2
XM_004928853.2 51.628 50.400 cce691.17.mRNA 46.197 DPOGS206882-TA 46.322 HMEL010494g1.t1 54.531 lac1212.14.mRNA 49.002 leptidea_sinapisT00000019062 45.689 KPJ16594.1 60.363 pse3097.4
XM_004928857.2 59.862 51.138 cce6252.10.mRNA 54.306 DPOGS206879-TA 58.124 HMEL010500g1.t1 60.022 lac1212.21.mRNA 55.884 leptidea_sinapisT00000000988 50.664 KPJ15959.1 59.199 pse4411.2
XM_004928859.2 57.425 55.127 cce18754.3.mRNA 51.749 DPOGS207060-TA 51.325 HMEL033263g1.t1 55.258 lac1066.6.mRNA 54.210 leptidea_sinapisT00000005949 54.911 KPJ15971.1 56.333 pse4411.12
XM_004928865.2 51.265 50.108 cce137.23.mRNA 61.000 DPOGS206877-TA 58.770 HMEL010501g1.t1 48.222 lac1212.22.mRNA 52.321 leptidea_sinapisT00000013672 58.496 KPJ15960.1 53.524 pse4411.3
XM_004928868.2 56.614 53.725 cce18754.4.mRNA 60.674 DPOGS207062-TA 55.834 HMEL010195g1.t1 59.711 lac1066.8.mRNA 52.801 leptidea_sinapisT00000015032 56.504 KPJ15972.1 55.661 pse4411.14
XM_004928869.2 44.459 46.032 cce18754.5.mRNA 45.997 DPOGS206876-TA 46.558 HMEL010196g1.t1 46.316 lac1066.9.mRNA 44.590 leptidea_sinapisT00000005553 46.149 KPJ15973.1 46.756 pse4411.15
XM_004928871.1 57.417 47.980 cce3072.1.mRNA 59.377 DPOGS206966-TA 59.404 HMEL010636g1.t1 59.479 lac949.40.mRNA 59.725 leptidea_sinapisT00000012990 57.843 KPJ11636.1 57.995 pse7655.8
XM_004928872.1 56.748 49.310 cce3072.2.mRNA 55.437 DPOGS206967-TA 55.974 HMEL010633g1.t1 52.309 lac949.41.mRNA 56.029 leptidea_sinapisT00000019463 53.731 KPJ11583.1 53.042 pse7655.9
XM_004928873.2 58.394 57.591 cce1299.23.mRNA 55.645 DPOGS203596-TA 56.322 HMEL030578g1.t1 59.618 lac949.44.mRNA 59.097 leptidea_sinapisT00000016786 57.532 KPJ08170.1 59.918 pse87281.3
XM_004928880.2 59.692 54.246 cce11707.1.mRNA 59.466 DPOGS207070-TA 56.215 HMEL014036g1.t1 59.641 lac949.30.mRNA 58.189 leptidea_sinapisT00000006705 60.120 KPJ11626.1 50.193 pse2688.4
XM_004928888.1 53.513 51.812 cce2274.5.mRNA 47.150 DPOGS207074-TA 48.811 HMEL014043g1.t1 47.886 lac949.17.mRNA 53.291 leptidea_sinapisT00000004119 50.536 KPJ12983.1 48.576 pse2688.11
XM_004928892.1 60.461 40.941 cce5002.2.mRNA 60.675 DPOGS206862-TA 55.908 HMEL004147g1.t1 55.168 lac949.10.mRNA 59.846 leptidea_sinapisT00000016724 58.639 KPJ12998.1 51.574 pse621.3
XM_004928894.2 56.799 44.821 cce121748.2.mRNA 56.063 DPOGS207085-TA 53.660 HMEL004143g1.t1 56.509 lac949.3.mRNA 57.948 leptidea_sinapisT00000015892 51.819 KPJ13006.1 49.445 pse2077.1
XM_004928902.2 52.292 45.351 cce121748.5.mRNA 52.817 DPOGS206860-TA 58.504 HMEL006147g1.t1 52.542 lac1881.2.mRNA 48.019 leptidea_sinapisT00000001035 59.125 KPJ13011.1 54.568 pse11427.3
XM_004928908.2 52.768 49.333 cce121748.11.mRNA 48.137 DPOGS206856-TA 47.262 HMEL006141g1.t1 49.521 lac1881.8.mRNA 49.660 leptidea_sinapisT00000003037 50.662 KPJ13019.1 54.420 pse4495.6
XM_004928914.2 61.000 46.130 cce121748.19.mRNA 55.825 DPOGS206848-TA 60.303 HMEL006131g1.t1 61.000 lac1881.18.mRNA 60.701 leptidea_sinapisT00000004739 38.497 KPJ13031.1 55.379 pse2958.6
XM_004928917.2 42.026 50.420 cce4868.7.mRNA 55.777 DPOGS207101-TA 53.237 HMEL013284g1.t1 45.209 lac1881.29.mRNA 54.025 leptidea_sinapisT00000011459 52.140 KPJ13039.1 36.960 pse1776.6
XM_004928921.2 54.544 50.726 cce4868.2.mRNA 53.160 DPOGS207107-TA 59.883 HMEL013275g1.t1 55.657 lac106.27.mRNA 49.765 leptidea_sinapisT00000018462 58.201 KPJ13047.1 56.947 pse1776.11
XM_004928928.2 58.482 58.446 cce14608.3.mRNA 56.463 DPOGS206840-TA 53.995 HMEL013272g1.t1 58.731 lac106.21.mRNA 51.846 leptidea_sinapisT00000015740 54.890 KPJ13056.1 59.949 pse6849.6
XM_004928929.2 52.732 49.181 cce302841.2.mRNA 52.025 DPOGS206841-TA 46.239 HMEL033392g1.t1 51.117 lac905.8.mRNA 48.559 leptidea_sinapisT00000001030 51.173 KPJ13057.1 51.854 pse6849.5
XM_004928930.1 60.292 57.760 cce8492.1.mRNA 57.074 DPOGS206838-TA 50.947 HMEL033395g1.t1 59.976 lac106.18.mRNA 54.397 leptidea_sinapisT00000005120 57.831 KPJ11663.1 58.665 pse6849.3
XM_004928934.2 56.217 48.796 cce17828.5.mRNA 57.530 DPOGS207115-TA 59.917 HMEL013257g1.t1 54.849 lac905.1.mRNA 57.136 leptidea_sinapisT00000017455 56.434 KPJ11656.1 61.000 pse527.5
XM_004928937.2 53.656 58.023 cce8910.7.mRNA 53.011 DPOGS208185-TA 55.437 HMEL015717g1.t1 55.592 lac1669.8.mRNA 50.208 leptidea_sinapisT00000013453 56.207 KPJ17940.1 51.318 pse87119.15
XM_004928939.2 59.936 50.627 cce17828.10.mRNA 53.002 DPOGS207118-TA 54.377 HMEL009607g1.t1 54.316 lac106.16.mRNA 57.929 leptidea_sinapisT00000001471 56.278 KPJ11650.1 44.248 pse527.10
XM_004928944.2 56.179 51.780 cce1467.11.mRNA 47.300 DPOGS206828-TA 48.467 HMEL009596g1.t1 48.988 lac106.6.mRNA 46.190 leptidea_sinapisT00000007120 50.419 KPJ20357.1 47.792 pse527.20
XM_004928946.1 58.359 53.186 cce1467.8.mRNA 56.991 DPOGS206827-TA 60.797 HMEL009594g1.t1 54.194 lac106.5.mRNA 52.153 leptidea_sinapisT00000019961 57.918 KPJ20359.1 56.059 pse527.22
XM_004928950.2 52.054 47.181 cce3081.8.mRNA 57.398 DPOGS207130-TA 54.465 HMEL011686g1.t1 54.693 lac4423.1.mRNA 56.125 leptidea_sinapisT00000017798 54.036 KPJ13401.1 56.593 pse527.26
XM_004928960.2 58.314 55.296 cce2808.4.mRNA 56.266 DPOGS206818-TA 57.662 HMEL011256g1.t1 57.586 lac473.21.mRNA 53.616 leptidea_sinapisT00000012842 56.385 KPJ13415.1 59.271 pse138.1
XM_004928969.2 49.372 48.273 cce986.6.mRNA 61.000 DPOGS206812-TA 53.087 HMEL003598g1.t1 54.098 lac473.11.mRNA 52.097 leptidea_sinapisT00000007115 59.549 KPJ21258.1 54.434 pse138.15
XM_004928970.2 61.000 48.412 cce986.3.mRNA 53.370 DPOGS206813-TA 59.690 HMEL017608g1.t1 51.523 lac473.13.mRNA 58.283 leptidea_sinapisT00000012871 59.228 KPJ13426.1 48.320 pse138.13
XM_004928975.2 61.000 40.739 cce2117.8.mRNA 50.595 DPOGS206933-TA 51.244 HMEL014382g1.t1 59.974 lac949.71.mRNA 48.072 leptidea_sinapisT00000010520 50.944 KPJ13433.1 49.779 pse656.5
XM_004929028.2 57.893 58.073 cce2274.3.mRNA 60.815 DPOGS207073-TA 58.030 HMEL014041g1.t1 59.492 lac949.26.mRNA 57.509 leptidea_sinapisT00000010751 41.384 KPJ12981.1 55.510 pse2688.9
XM_004929031.2 59.689 59.489 cce137.8.mRNA 56.371 DPOGS206863-TA 53.603 HMEL014046g3.t1 56.888 lac949.24.mRNA 55.973 leptidea_sinapisT00000005868 43.932 KPJ12990.1 56.402 pse940.1
XM_004929036.2 52.081 42.277 cce121748.17.mRNA 52.190 DPOGS207095-TA 57.848 HMEL006133g1.t1 51.333 lac1881.14.mRNA 58.568 leptidea_sinapisT00000017009 47.689 KPJ13027.1 54.832 pse6241.4
XM_004929038.2 50.678 47.871 cce4868.14.mRNA 55.351 DPOGS206847-TA 57.583 HMEL009312g4.t1 58.379 lac1881.21.mRNA 60.324 leptidea_sinapisT00000014553 54.491 KPJ13032.1 51.672 pse2958.5
XM_004929039.2 60.251 58.609 cce4868.12.mRNA 58.731 DPOGS206846-TA 52.130 HMEL013288g1.t1 58.696 lac1881.24.mRNA 61.000 leptidea_sinapisT00000011023 57.003 KPJ13035.1 56.794 pse2958.3
XM_004929041.2 48.668 47.987 cce4868.8.mRNA 57.461 DPOGS206843-TA 59.706 HMEL033387g1.t1 60.978 lac1881.28.mRNA 56.583 leptidea_sinapisT00000017915 57.947 KPJ13038.1 54.987 pse1776.7
XM_004929046.2 61.000 56.377 cce14412.2.mRNA 55.559 DPOGS206839-TA 57.041 HMEL033394g1.t1 61.000 lac106.24.mRNA 57.465 leptidea_sinapisT00000008255 61.000 KPJ13050.1 61.000 pse1769.4
XM_004929049.2 40.155 42.762 cce17828.9.mRNA 54.990 DPOGS207117-TA 56.150 HMEL009608g1.t1 41.840 lac106.15.mRNA 47.988 leptidea_sinapisT00000004595 52.610 KPJ11651.1 44.869 pse527.8
